CylindricalRadius_ckpc,SurfaceDensity_Type0_Msun/ckpc^2,SurfaceDensity_Type4_Msun/ckpc^2,SurfaceDensity_Type4_H_Msun/ckpc^2,SurfaceDensity_Type4_B_Msun/ckpc^2,SurfaceDensity_Type4_CD_Msun/ckpc^2,SurfaceDensity_Type4_WD_Msun/ckpc^2
13.75,7.488,12.7633,3.8158,0.0,3.7727,5.1747
14.25,7.614,11.1208,3.4886,0.0,2.5813,5.051
14.75,7.4625,9.6225,3.1952,0.0,1.7362,4.691
15.25,7.036,8.3063,2.7957,0.0,1.2356,4.275
15.75,6.9945,7.271,2.6435,0.0,0.9089,3.7186
16.25,7.0595,6.0731,2.4622,0.0,0.5799,3.031
16.75,6.6519,5.4376,2.3845,0.0,0.4319,2.6211
17.25,6.1861,4.7689,2.2202,0.0,0.3093,2.2394
17.75,5.9508,4.1696,1.9968,0.0,0.2485,1.9243
18.25,6.0003,3.743,1.9111,0.0,0.1824,1.6495
18.75,5.9749,3.4688,1.7596,0.0,0.1535,1.5558
19.25,5.7223,3.0713,1.6502,0.0,0.1168,1.3043
19.75,5.4703,2.7608,1.4993,0.0,0.1179,1.1437
20.25,5.2114,2.5704,1.4827,0.0,0.0884,0.9993
20.75,5.0425,2.3362,1.3633,0.0,0.0901,0.8829
21.25,4.8559,2.0591,1.2399,0.0,0.0723,0.7469
21.75,4.9501,1.8995,1.1866,0.0,0.0696,0.6432
22.25,4.7782,1.7228,1.0813,0.0,0.0693,0.5722
22.75,4.6086,1.6462,1.0785,0.0,0.0617,0.5059
23.25,4.4498,1.4814,1.0055,0.0,0.0567,0.4191
23.75,4.5067,1.3395,0.8987,0.0,0.0508,0.3899
24.25,4.3324,1.242,0.8364,0.0,0.0488,0.3568
24.75,4.2752,1.1269,0.7778,0.0,0.0425,0.3067
25.25,4.1611,1.0812,0.7476,0.0,0.0403,0.2933
25.75,4.1324,1.0099,0.6957,0.0,0.0413,0.2729
26.25,4.0224,0.9589,0.6876,0.0,0.0379,0.2334
26.75,4.0202,0.9118,0.663,0.0,0.0383,0.2105
27.25,3.9545,0.842,0.6347,0.0,0.0326,0.1747
27.75,3.9781,0.7933,0.5826,0.0,0.0361,0.1746
28.25,3.9402,0.706,0.5361,0.0,0.0315,0.1384
28.75,3.7873,0.728,0.5497,0.0,0.0317,0.1465
29.25,3.8383,0.6619,0.5024,0.0,0.0307,0.1288
29.75,3.7678,0.6308,0.4927,0.0,0.0241,0.114
30.25,3.7242,0.5975,0.4684,0.0,0.0276,0.1015
30.75,3.5888,0.5775,0.4478,0.0,0.0227,0.1071
31.25,3.5758,0.5389,0.4124,0.0,0.0276,0.0989
31.75,3.4798,0.5456,0.4226,0.0,0.0274,0.0956
32.25,3.4211,0.5014,0.3986,0.0,0.0247,0.0781
32.75,3.3883,0.488,0.377,0.0,0.0257,0.0853
33.25,3.2037,0.4378,0.343,0.0,0.0172,0.0775
33.75,3.2441,0.4187,0.3171,0.0,0.0236,0.0779
34.25,3.1149,0.3956,0.3033,0.0,0.0244,0.0679
34.75,3.049,0.3974,0.3025,0.0,0.0224,0.0725
35.25,3.0267,0.3488,0.2661,0.0,0.0207,0.062
35.75,3.0305,0.3812,0.285,0.0,0.0227,0.0735
36.25,2.9459,0.3387,0.2578,0.0,0.0193,0.0616
36.75,2.9153,0.3296,0.25,0.0,0.0177,0.0619
37.25,2.8457,0.2861,0.2133,0.0,0.0122,0.0606
37.75,2.8809,0.2804,0.2204,0.0,0.0127,0.0473
38.25,2.8186,0.2866,0.2179,0.0,0.0178,0.0509
38.75,2.7771,0.2764,0.2077,0.0,0.0141,0.0546
39.25,2.8174,0.2432,0.1816,0.0,0.011,0.0506
39.75,2.7085,0.2221,0.1644,0.0,0.0121,0.0455
40.25,2.7084,0.2238,0.1623,0.0,0.0136,0.0479
40.75,2.6868,0.2226,0.1676,0.0,0.0065,0.0485
41.25,2.6746,0.2151,0.1575,0.0,0.008,0.0495
41.75,2.6569,0.2128,0.1554,0.0,0.0061,0.0513
42.25,2.5565,0.1966,0.1499,0.0,0.0057,0.041
42.75,2.568,0.2013,0.1485,0.0,0.0053,0.0475
43.25,2.4917,0.1874,0.1387,0.0,0.0094,0.0393
43.75,2.4887,0.1639,0.1226,0.0,0.0072,0.0342
44.25,2.3916,0.1767,0.131,0.0,0.0047,0.0409
44.75,2.3938,0.1583,0.1197,0.0,0.0031,0.0355
45.25,2.4722,0.1553,0.1092,0.0,0.0038,0.0423
45.75,2.3478,0.149,0.1063,0.0,0.0043,0.0384
46.25,2.3491,0.1458,0.1105,0.0,0.0041,0.0312
46.75,2.2813,0.1422,0.1022,0.0,0.0028,0.0372
47.25,2.2409,0.141,0.1007,0.0,0.0031,0.0372
47.75,2.1802,0.1325,0.0933,0.0,0.0074,0.0318
48.25,2.153,0.1387,0.0971,0.0,0.0045,0.0371
48.75,2.1486,0.1359,0.0945,0.0,0.0044,0.037
49.25,2.0762,0.1238,0.0874,0.0,0.0021,0.0344
49.75,2.0451,0.12,0.0781,0.0,0.0044,0.0376
