,Time_Gyr,ExpansionFactor,zPositionMedian_kpc,zPosition16thPercentile_kpc,zPosition84thPercentile_kpc,zPositionAbsMedian_kpc,zPositionAbs16thPercentile_kpc,zPositionAbs84thPercentile_kpc,zAngularMomFracMedian,zAngularMomFrac16thPercentile,zAngularMomFrac84thPercentile,CircularityMedian,Circularity16thPercentile,Circularity84thPercentile
0,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,
37,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,
40,0.8458612530579325,0.1334828742744916,-0.023880633694516675,-0.2084612843397418,0.00635280375270687,0.17395971378143893,0.016228003566983156,0.2084612843397418,0.9426222743384516,0.8412090773242786,0.9919662998269909,1.0032207681492773,0.8826443827301921,1.1003751970257212
41,0.9080449696290195,0.13995994787469493,0.08335905863253991,-0.1982094619679951,0.20309843460551422,0.1624692322657124,0.07599500818571804,0.28757538276640643,0.7923377185028107,0.5439015911134301,0.9211189583378809,0.8573012567443409,0.5011874514245209,1.0727575443171398
42,0.9678924784861273,0.14605760406878063,-0.014935231231595836,-0.6446593966442672,0.2667869235604006,0.2475388854156907,0.09551916499632455,0.6774681089239769,0.7669094642448264,0.4569357075160875,0.9411256910340946,0.7631904176341722,0.19881150664217984,0.9896772400545021
43,1.0390037466243902,0.15314484920464314,0.1655227119041391,-0.5019256603086967,0.3947122078731108,0.3237812691670583,0.11307226452392564,0.8476976841774565,0.7699729017671912,0.17392222166874616,0.9392949074317946,0.6919658237646527,0.0384015293386632,1.0095482379058358
