Snapshot,Time_Gyr,Redshift,ExpansionFactor,Mass_Msun,Mass_H_Msun,Mass_B_Msun,Mass_CD_Msun,Mass_WD_Msun
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
30.0,0.4217845366394565,10.919033198155363,0.08389942232519026,18420300.0,5324988.0,9045813.0,1636176.875,2413322.25
31.0,0.4528384166734556,10.367443572408746,0.08797052684978504,24359764.0,6381130.0,12193664.0,1588930.0,4196037.5
32.0,0.48617612343955924,9.841380439471834,0.09223917614394847,31448272.0,7404559.0,17106164.0,1609504.75,5328047.0
33.0,0.5182708119307342,9.388771271940549,0.09625777426642748,39933556.0,10476322.0,21280768.0,2524980.25,5651485.5
34.0,0.5564188833159369,8.907999185598532,0.1009285508878038,51601744.0,12826605.0,27244354.0,2859848.0,8670934.0
35.0,0.5973702376945801,8.449476294368743,0.10582597054568338,63371480.0,16122668.0,34956920.0,3127256.75,9164635.0
36.0,0.6413297674084788,8.012172948865935,0.11096103078290759,82777816.0,20590144.0,46140648.0,4121312.5,11925714.0
37.0,0.6885170787669509,7.5951071498715965,0.11634526278301709,110887608.0,24834124.0,66097836.0,6667952.0,13287692.0
38.0,0.7339395587876801,7.23627606616736,0.1214140944240273,147468384.0,32046078.0,86531824.0,9750911.0,19139576.0
39.0,0.787921774026992,6.855117262650799,0.12730554701643482,189512800.0,40432684.0,113227064.0,9495572.0,26357480.0
40.0,0.8458612530579325,6.491597745667503,0.1334828742744916,245931648.0,52105996.0,133872032.0,15759694.0,44193928.0
41.0,0.9080449696290195,6.144901203416368,0.13995994787469493,299701120.0,56578680.0,171718976.0,22131144.0,49272336.0
42.0,0.9678924784861273,5.846613747881867,0.14605760406878063,360442240.0,60930784.0,214651968.0,27748022.0,57111472.0
43.0,1.0390037466243902,5.5297658079491026,0.15314484920464314,430498208.0,79663504.0,253422000.0,29338124.0,68074560.0
44.0,1.115309430693374,5.227580973127337,0.1605759932010687,504372352.0,101567208.0,304555264.0,27029968.0,71219904.0
45.0,1.197181863756146,4.939380663491011,0.1683677232791182,581555584.0,111355432.0,358501120.0,32051200.0,79647904.0
46.0,1.2850184010331818,4.664517702470927,0.1765375363843931,660250240.0,111808592.0,387806208.0,49378116.0,111257392.0
47.0,1.3695201902147043,4.428033736605549,0.18422877390319162,225730480.0,63702380.0,105090128.0,20507322.0,36430640.0
48.0,1.469878490582777,4.176834914726472,0.19316822276007173,460037984.0,66115024.0,82538528.0,118963752.0,192420672.0
49.0,1.577506484958674,3.9372610847275835,0.20254144612552438,634146496.0,82768176.0,396437376.0,42466504.0,112474432.0
50.0,1.6929110344480442,3.7087742646422353,0.21236949231329916,920882880.0,203613376.0,491082592.0,67727376.0,158459616.0
