SnapshotNumber,Time_Gyr,StellarMassInR200_Msun,StellarMassIn0.5R200_Msun,StellarMassIn0.3R200_Msun
0,,,,
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
6,,,,
7,,,,
8,,,,
9,,,,
10,,,,
11,,,,
12,,,,
13,,,,
14,,,,
15,,,,
16,,,,
17,,,,
18,,,,
19,,,,
20,,,,
21,,,,
22,,,,
23,,,,
24,,,,
25,,,,
26,,,,
27,,,,
28,,,,
29,,,,
30,,,,
31,,,,
32,,,,
33,,,,
34,,,,
35,0.597,1865392.0,0.0,0.0
36,0.641,563840.0,0.0,0.0
37,0.689,786904.0,559296.0,44416.0
38,0.734,1295888.0,220592.0,0.0
39,0.788,6866976.0,117344.0,117376.0
40,0.846,940000.0,107328.0,0.0
41,0.908,4083456.0,3016640.0,0.0
42,0.968,4050720.0,950848.0,0.0
43,1.039,1543328.0,506048.0,54912.0
44,1.115,1509760.0,173120.0,103744.0
45,1.197,3522560.0,537088.0,0.0
46,1.285,2765632.0,1520640.0,584448.0
47,1.37,129344864.0,2940352.0,755360.0
48,1.47,10070432.0,2844384.0,1262016.0
49,1.578,44481728.0,29535232.0,12138592.0
50,1.693,30883648.0,24202880.0,13312704.0
51,1.817,370620800.0,161342336.0,633728.0
52,1.949,292845952.0,268923648.0,210543744.0
53,2.091,292795136.0,280173568.0,262792960.0
54,2.244,167849984.0,85707264.0,672256.0
55,2.39,175417600.0,154321664.0,16699136.0
56,2.545,1775505920.0,197356544.0,21392896.0
57,2.691,1314672128.0,1260078592.0,1216797696.0
58,2.846,1755881472.0,1741127168.0,120028160.0
59,2.988,120276992.0,40156160.0,30652416.0
60,3.137,347814912.0,34692096.0,7682048.0
61,3.293,93864960.0,49447936.0,40670208.0
62,3.456,249784320.0,179365888.0,3378176.0
63,3.602,240888832.0,19256320.0,3338240.0
64,3.754,400376832.0,5228544.0,386048.0
65,3.911,396898304.0,193376256.0,164864.0
66,4.047,298749952.0,275986432.0,168345600.0
67,4.217,319197184.0,287266816.0,7643136.0
68,4.362,351406080.0,11796480.0,3278848.0
69,4.513,356417536.0,17424384.0,3467264.0
70,4.668,344977408.0,49426432.0,32280576.0
71,4.827,338542592.0,45780992.0,10387456.0
72,4.992,423587840.0,5937152.0,5040128.0
73,5.127,601352192.0,19378176.0,491520.0
74,5.301,3503378432.0,319926272.0,26892288.0
75,5.444,5879386112.0,94642176.0,16130048.0
76,5.59,7883388928.0,1713489920.0,96929792.0
77,5.739,6825052160.0,5919744000.0,311549952.0
78,5.93,6171496448.0,5895495680.0,4075177984.0
79,6.087,6905126912.0,6607466496.0,4114296832.0
80,6.207,7731843072.0,7196766208.0,4429283328.0
81,6.37,7678644224.0,5234548736.0,4875796480.0
82,6.537,6948962304.0,4484775936.0,4405043200.0
83,6.707,6637490176.0,4217798656.0,4147671040.0
84,6.836,6417387520.0,5709283328.0,3503239168.0
85,7.013,5652267008.0,5530116096.0,3562889216.0
86,7.147,1566343168.0,1318383616.0,1301905408.0
87,7.33,1352433664.0,1033736192.0,1022095360.0
88,7.469,1412567040.0,1074286592.0,1027866624.0
89,7.658,1342844928.0,1124777984.0,876003328.0
90,7.802,586956800.0,363663360.0,311472128.0
91,7.948,862752768.0,725078016.0,472584192.0
92,8.096,797331456.0,648208384.0,345575424.0
93,8.296,675352576.0,269656064.0,237998080.0
94,8.449,655183872.0,221057024.0,220184576.0
95,8.603,663617536.0,234205184.0,229892096.0
96,8.76,517578752.0,262463488.0,259121152.0
97,8.919,393691136.0,211894272.0,210706432.0
98,9.079,336633856.0,150585344.0,149250048.0
99,9.242,241336320.0,146767872.0,144080896.0
100,9.407,170459136.0,78716928.0,71237632.0
101,9.573,438542336.0,24772608.0,22429696.0
102,9.742,932601856.0,462307328.0,455704576.0
103,9.855,836820992.0,356302848.0,351412224.0
104,10.026,513540096.0,62128128.0,8814592.0
105,10.2,524730368.0,95576064.0,917504.0
106,10.375,8608292864.0,296148992.0,63447040.0
107,10.552,11135983616.0,457334784.0,70967296.0
108,10.671,11354750976.0,90079232.0,46546944.0
109,10.852,11924357120.0,932560896.0,460439552.0
110,11.034,11924660224.0,11469905920.0,6750208.0
111,11.156,12260950016.0,11623628800.0,109658112.0
112,11.341,12638748672.0,11904917504.0,2605056.0
113,11.527,13076160512.0,12719136768.0,139264.0
114,11.652,13532913664.0,867786752.0,252698624.0
115,11.842,13569687552.0,462856192.0,425205760.0
116,11.969,13689503744.0,480526336.0,444194816.0
117,12.161,14020681728.0,361783296.0,198828032.0
118,12.355,14307401728.0,219496448.0,34488320.0
119,12.485,14530797568.0,209813504.0,31481856.0
120,12.681,14954913792.0,437903360.0,46284800.0
121,12.812,15073198080.0,393469952.0,1204224.0
122,13.011,15381192704.0,426909696.0,71565312.0
123,13.145,15749849088.0,434388992.0,2375680.0
124,13.346,16220012544.0,135200768.0,91619328.0
125,13.481,16474734592.0,122724352.0,57188352.0
126,13.684,16847462400.0,141303808.0,581632.0
127,13.821,17038319616.0,122052608.0,49324032.0
