,Time_Gyr,ExpansionFactor,zPositionMedian_kpc,zPosition16thPercentile_kpc,zPosition84thPercentile_kpc,zPositionAbsMedian_kpc,zPositionAbs16thPercentile_kpc,zPositionAbs84thPercentile_kpc,zAngularMomFracMedian,zAngularMomFrac16thPercentile,zAngularMomFrac84thPercentile,CircularityMedian,Circularity16thPercentile,Circularity84thPercentile
0,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,
37,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,
40,0.8458612530579325,0.1334828742744916,0.06622348049591563,-0.1967501363618,0.19020178603349547,0.15285453607180519,0.0793512741570404,0.33412308647972994,0.7497292414821775,0.6670943596718477,0.9619949725203454,0.9391520171266541,0.8221259463918975,1.099404080546417
41,0.9080449696290195,0.13995994787469493,-0.1291688779366539,-0.43743737588122095,0.16469352974486431,0.22209542403707733,0.07078045973882159,0.618799561461406,0.7981206445534837,0.36220816899428554,0.9237964694535,0.8355951304174216,0.15294293427115485,1.028920957809762
42,0.9678924784861273,0.14605760406878063,0.024783566335278832,-0.39182399060125284,0.33743444661921207,0.24467302884055675,0.03994771457349894,0.6924800712099041,0.7492916346111544,0.1621920157230584,0.9411215250935469,0.8121889918156475,0.06021748556685627,1.0708864616786684
43,1.0390037466243902,0.15314484920464314,0.0050249390060619435,-0.5520273755902422,0.45440675268519026,0.3320974766415549,0.07818786760720892,0.8015671748340886,0.7674964382108738,0.40034027019386437,0.9042074279811272,0.7712533730182748,0.3309265835469166,1.0078493099238475
