CylindricalRadius_ckpc,SurfaceDensity_Type0_Msun/ckpc^2,SurfaceDensity_Type4_Msun/ckpc^2,SurfaceDensity_Type4_H_Msun/ckpc^2,SurfaceDensity_Type4_B_Msun/ckpc^2,SurfaceDensity_Type4_CD_Msun/ckpc^2,SurfaceDensity_Type4_WD_Msun/ckpc^2
0.25,40.8776,2878.2,1.406,1917.5785,304.3316,654.8839
0.75,50.7751,1839.2472,1.051,1131.8003,262.633,443.7629
1.25,28.0693,952.6379,1.15,544.5572,155.4429,251.4878
1.75,12.6846,549.949,1.2485,291.4303,100.9094,156.3608
2.25,8.1628,355.6563,1.4355,171.9199,74.3319,107.9691
2.75,8.2974,253.8733,1.2455,109.7217,61.5557,81.3503
3.25,7.1247,196.4332,1.3095,74.9792,56.267,63.8775
3.75,6.4981,162.5088,1.3922,52.413,53.307,55.3966
4.25,6.6266,138.4782,1.4705,38.2587,51.0904,47.6586
4.75,6.8859,119.633,1.3945,27.9032,49.0828,41.2525
5.25,7.3164,104.0524,1.3566,20.4624,47.2165,35.0169
5.75,7.465,88.7757,1.5281,15.2828,42.914,29.0508
6.25,7.8412,75.5035,1.4203,11.4634,39.0854,23.5344
6.75,8.38,63.2904,1.5555,8.7701,33.2751,19.6897
7.25,8.2493,54.3475,1.5843,7.3031,28.0789,17.3813
7.75,8.0576,47.1369,1.7104,5.8141,23.9765,15.6359
8.25,8.0529,43.5223,1.873,4.9101,22.0519,14.6873
8.75,8.2021,40.5419,1.8968,4.0726,20.9797,13.5928
9.25,8.6154,38.972,1.9722,3.4181,20.535,13.0468
9.75,8.8617,37.6522,2.2741,2.7078,20.4629,12.2074
10.25,8.7282,35.2041,2.5374,1.9607,19.673,11.033
10.75,8.5898,32.6605,2.8252,1.0786,18.7558,10.001
11.25,7.9015,31.0322,3.3718,0.2102,18.4354,9.0148
11.75,7.0921,29.5956,3.3323,0.0,17.4412,8.8222
12.25,6.9948,28.1119,2.9603,0.0,16.6996,8.4519
12.75,6.8878,26.5198,2.7623,0.0,15.6712,8.0863
13.25,7.0086,25.2363,2.5519,0.0,15.0272,7.6572
13.75,6.9472,23.829,2.2736,0.0,14.2431,7.3124
14.25,6.6134,22.9424,2.1064,0.0,14.088,6.7481
14.75,6.4393,22.2075,1.9689,0.0,13.7517,6.4869
15.25,6.2158,21.8687,1.8312,0.0,13.8386,6.1988
15.75,6.2954,21.3679,1.7235,0.0,13.56,6.0843
16.25,6.5218,20.7836,1.5776,0.0,13.4509,5.7551
16.75,6.9125,20.0303,1.4521,0.0,13.0684,5.5098
17.25,7.319,19.231,1.3183,0.0,12.7314,5.1814
17.75,7.5898,18.6415,1.2492,0.0,12.4662,4.9261
18.25,7.4941,18.0491,1.2236,0.0,12.1637,4.6618
18.75,7.1502,17.4413,1.1334,0.0,11.9136,4.3944
19.25,6.9279,16.2939,1.0134,0.0,11.142,4.1385
19.75,6.7898,15.4978,0.9598,0.0,10.7735,3.7644
20.25,6.6546,14.7614,0.9308,0.0,10.2414,3.5892
20.75,6.6438,14.2812,0.8606,0.0,9.9979,3.4227
21.25,6.6444,13.9275,0.8496,0.0,9.768,3.3098
21.75,6.393,13.5687,0.8197,0.0,9.5153,3.2337
22.25,6.3226,13.1535,0.7609,0.0,9.3037,3.0889
22.75,6.5083,13.0774,0.737,0.0,9.2077,3.1327
23.25,7.0339,12.7013,0.7281,0.0,9.0192,2.954
23.75,7.2979,12.4701,0.6861,0.0,8.8922,2.8918
24.25,7.2483,12.5253,0.6746,0.0,8.9347,2.9161
24.75,7.1769,12.0428,0.6522,0.0,8.7635,2.6271
25.25,7.1475,11.4764,0.6531,0.0,8.3283,2.495
25.75,6.8789,10.9508,0.6181,0.0,7.9527,2.3799
26.25,6.9307,10.4967,0.5751,0.0,7.6752,2.2464
26.75,7.0185,10.2741,0.5291,0.0,7.4877,2.2573
27.25,6.8084,9.6945,0.5163,0.0,6.9671,2.2111
27.75,6.4662,9.2009,0.5191,0.0,6.6249,2.0569
28.25,6.3759,8.5333,0.4791,0.0,6.0821,1.9721
28.75,6.6262,8.0022,0.4826,0.0,5.798,1.7217
29.25,6.4918,7.2741,0.4507,0.0,5.3356,1.4877
29.75,6.4648,6.8642,0.4406,0.0,5.116,1.3076
30.25,6.3849,6.4767,0.405,0.0,4.9607,1.111
30.75,6.4818,6.1634,0.3923,0.0,4.7739,0.9972
31.25,6.6072,5.8458,0.3832,0.0,4.5915,0.8711
31.75,6.6624,5.7758,0.3763,0.0,4.5711,0.8285
32.25,7.1278,5.4507,0.3608,0.0,4.3233,0.7666
32.75,7.4171,5.1942,0.3216,0.0,4.1092,0.7634
33.25,7.4224,4.9023,0.3415,0.0,3.8598,0.7011
33.75,7.3024,4.7574,0.3211,0.0,3.7647,0.6715
34.25,7.3878,4.4702,0.3221,0.0,3.5122,0.6358
34.75,7.2171,4.168,0.2689,0.0,3.2793,0.6199
35.25,6.9682,3.987,0.2777,0.0,3.1248,0.5844
35.75,6.5248,3.8102,0.2875,0.0,2.946,0.5767
36.25,6.3953,3.5391,0.2726,0.0,2.7212,0.5453
36.75,6.2004,3.471,0.2603,0.0,2.6965,0.5142
37.25,5.9854,3.289,0.253,0.0,2.5334,0.5026
37.75,5.9916,3.1788,0.2545,0.0,2.444,0.4803
38.25,6.1587,3.0263,0.2506,0.0,2.2957,0.4801
38.75,6.3746,2.9283,0.2276,0.0,2.2531,0.4477
39.25,6.2618,2.8409,0.2299,0.0,2.1583,0.4527
39.75,6.1592,2.669,0.2275,0.0,2.0162,0.4253
40.25,6.1756,2.6284,0.2169,0.0,1.9734,0.4381
40.75,6.0761,2.4716,0.2099,0.0,1.8578,0.4039
41.25,5.9105,2.327,0.197,0.0,1.7254,0.4046
41.75,5.6359,2.1899,0.2044,0.0,1.6057,0.3797
42.25,5.5346,2.0409,0.1976,0.0,1.4736,0.3696
42.75,5.5841,1.9217,0.1776,0.0,1.3768,0.3672
43.25,5.3409,1.7555,0.1772,0.0,1.2268,0.3515
43.75,4.9679,1.7164,0.1801,0.0,1.1826,0.3538
44.25,4.8134,1.5499,0.1673,0.0,1.0392,0.3435
44.75,4.7061,1.4572,0.166,0.0,0.9723,0.3189
45.25,4.478,1.3377,0.1596,0.0,0.8699,0.3082
45.75,4.0649,1.2408,0.1535,0.0,0.7891,0.2983
46.25,3.7556,1.1675,0.1567,0.0,0.7171,0.2937
46.75,3.4324,1.0672,0.1553,0.0,0.6276,0.2843
47.25,3.3221,0.9784,0.1417,0.0,0.5627,0.2739
47.75,3.1608,0.9098,0.1408,0.0,0.4994,0.2695
48.25,3.0023,0.8579,0.1366,0.0,0.4581,0.2631
48.75,2.9856,0.7676,0.1304,0.0,0.3964,0.2407
49.25,2.8787,0.7223,0.1272,0.0,0.3579,0.2372
49.75,2.7402,0.6687,0.1298,0.0,0.32,0.2188
