CylindricalRadius_ckpc,[Fe/H]_Stars,[Fe/H]_Stars_Std,[Fe/H]_H_Stars,[Fe/H]_H_Stars_Std,[Fe/H]_B_Stars,[Fe/H]_B_Stars_Std,[Fe/H]_CD_Stars,[Fe/H]_CD_Stars_Std,[Fe/H]_WD_Stars,[Fe/H]_WD_Stars_Std,[O/H]_Stars,[O/H]_Stars_Std,[O/H]_H_Stars,[O/H]_H_Stars_Std,[O/H]_B_Stars,[O/H]_B_Stars_Std,[O/H]_CD_Stars,[O/H]_CD_Stars_Std,[O/H]_WD_Stars,[O/H]_WD_Stars_Std,[O/Fe]_Stars,[O/Fe]_Stars_Std,[O/Fe]_H_Stars,[O/Fe]_H_Stars_Std,[O/Fe]_B_Stars,[O/Fe]_B_Stars_Std,[O/Fe]_CD_Stars,[O/Fe]_CD_Stars_Std,[O/Fe]_WD_Stars,[O/Fe]_WD_Stars_Std
0.25,0.280394,0.470627,-0.487684,0.369753,0.207763,0.491996,0.423874,0.388568,0.380908,0.407073,0.51708,0.431698,-0.20442,0.356408,0.453031,0.45256,0.644767,0.35395,0.606866,0.371873,0.236687,0.050038,0.283264,0.033157,0.245268,0.051002,0.220893,0.045515,0.225957,0.045937
0.75,0.267208,0.486876,-0.512059,0.387644,0.185603,0.503379,0.380391,0.400397,0.364944,0.451676,0.501287,0.446393,-0.227956,0.374663,0.430699,0.462714,0.599805,0.365188,0.58831,0.413372,0.234079,0.051535,0.284103,0.034962,0.245096,0.052355,0.219414,0.045804,0.223366,0.048735
1.25,0.124419,0.496825,-0.50374,0.368768,0.009647,0.521239,0.255052,0.410587,0.23993,0.448459,0.367616,0.458644,-0.220092,0.352221,0.268761,0.486607,0.481415,0.374058,0.470735,0.411588,0.243197,0.050885,0.283648,0.039382,0.259115,0.048977,0.226363,0.047719,0.230805,0.048121
1.75,0.032408,0.462247,-0.512032,0.374942,-0.132709,0.462728,0.195928,0.378057,0.134961,0.427506,0.281093,0.421881,-0.228839,0.361667,0.137208,0.418535,0.42605,0.345738,0.373133,0.393768,0.248685,0.078493,0.283193,0.035436,0.269917,0.114719,0.230123,0.044225,0.238172,0.046219
2.25,0.007138,0.442719,-0.514444,0.40435,-0.179076,0.417979,0.178621,0.367065,0.084166,0.4132,0.256312,0.409268,-0.230977,0.383256,0.093161,0.395278,0.40872,0.335869,0.326643,0.380596,0.249174,0.046935,0.283467,0.046476,0.272237,0.038941,0.230099,0.043757,0.242477,0.04505
2.75,-0.010327,0.432853,-0.529704,0.420252,-0.215692,0.400656,0.163489,0.357547,0.05007,0.392171,0.238806,0.400676,-0.246061,0.403094,0.058449,0.379807,0.393501,0.326751,0.295261,0.362965,0.249134,0.045564,0.283643,0.037516,0.274141,0.037844,0.230012,0.043131,0.245191,0.042438
3.25,-0.024425,0.424856,-0.521638,0.370452,-0.253053,0.408491,0.150153,0.335955,0.024023,0.389204,0.224876,0.393664,-0.238019,0.35694,0.023163,0.388944,0.380926,0.307198,0.270765,0.360752,0.249301,0.044853,0.283619,0.036474,0.276216,0.037379,0.230773,0.04134,0.246742,0.042057
3.75,-0.037735,0.419746,-0.526894,0.371207,-0.272657,0.41186,0.138414,0.32894,-0.000368,0.375452,0.211729,0.389517,-0.243182,0.35786,0.004875,0.392143,0.369004,0.301008,0.248313,0.350287,0.249464,0.044155,0.283712,0.038219,0.277532,0.038316,0.23059,0.040444,0.248681,0.039194
4.25,-0.041292,0.415099,-0.513107,0.367512,-0.277558,0.384038,0.126538,0.319062,-0.012311,0.398251,0.207402,0.385287,-0.229651,0.354546,-0.000384,0.366077,0.356845,0.292031,0.236911,0.372565,0.248695,0.043819,0.283456,0.035308,0.277173,0.036493,0.230308,0.040291,0.249222,0.039997
4.75,-0.05451,0.412131,-0.515082,0.415908,-0.284522,0.388873,0.111092,0.313692,-0.031647,0.377463,0.194757,0.382995,-0.232297,0.401955,-0.006679,0.370841,0.342735,0.287428,0.21882,0.352272,0.249266,0.043347,0.282784,0.036433,0.277844,0.038103,0.231643,0.039278,0.250467,0.039356
