,Time_Gyr,ExpansionFactor,zPositionMedian_kpc,zPosition16thPercentile_kpc,zPosition84thPercentile_kpc,zPositionAbsMedian_kpc,zPositionAbs16thPercentile_kpc,zPositionAbs84thPercentile_kpc,zAngularMomFracMedian,zAngularMomFrac16thPercentile,zAngularMomFrac84thPercentile,CircularityMedian,Circularity16thPercentile,Circularity84thPercentile
0,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,
37,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,
40,0.8458612530579325,0.1334828742744916,0.7530166899604764,0.15376773741946784,1.2222248316179454,0.7530166899604764,0.15873040370147723,1.2222248316179454,0.8121595464921181,0.5948757688238424,0.8842470934841344,0.9456772427394315,0.8127221827207571,1.1191129748034265
41,0.9080449696290195,0.13995994787469493,0.13809671444375066,-0.0100180901548494,0.8133492572253396,0.22482015197068378,0.04999875936732058,0.8740363322345768,0.8131163134829684,0.7267443656405562,0.9666773162795874,0.87978239798009,0.7977567883758181,0.9762160209149466
42,0.9678924784861273,0.14605760406878063,-0.5051789766015502,-1.8477053495209823,0.6230698147156526,1.0570176624798506,0.326157388793527,1.9742995698452912,0.672891099043713,0.4765061173863321,0.8374438142641263,1.0116445509698677,0.6803915472038178,1.2465315173439153
43,1.0390037466243902,0.15314484920464314,0.7464299931419509,-0.44864197880603807,1.8230031952567356,0.9175477303255086,0.33673614614508923,1.9053299926578846,0.8881665087802001,0.5371663507730986,0.9741882893595275,0.7611769503143961,0.20882728757916216,0.9498769141742904
