Snapshot,Time_Gyr,Redshift,ExpansionFactor,Mass_Msun,Mass_H_Msun,Mass_B_Msun,Mass_CD_Msun,Mass_WD_Msun
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
30.0,0.4217845366394565,10.919033198155363,0.08389942232519026,1143863.875,569812.75,319613.0,114973.046875,139465.078125
31.0,0.4528384166734556,10.367443572408746,0.08797052684978504,2236360.0,1192852.75,614263.625,119128.3125,310115.1875
32.0,0.48617612343955924,9.841380439471834,0.09223917614394847,3106832.25,729311.9375,1849070.375,331220.9375,197228.96875
33.0,0.5182708119307342,9.388771271940549,0.09625777426642748,5318468.0,1836252.0,1899336.25,215981.265625,1366897.875
34.0,0.5564188833159369,8.907999185598532,0.1009285508878038,740273.75,71616.359375,239382.984375,177728.875,251545.5
35.0,0.5973702376945801,8.449476294368743,0.10582597054568338,3997207.5,1762834.5,1753087.5,189080.78125,292204.71875
36.0,0.6413297674084788,8.012172948865935,0.11096103078290759,7668236.5,2700166.0,3682695.0,226598.421875,1058777.625
37.0,0.6885170787669509,7.5951071498715965,0.11634526278301709,28235496.0,8914453.0,14751699.0,1017129.6875,3552215.75
38.0,0.7339395587876801,7.23627606616736,0.1214140944240273,30117970.0,6771581.5,9534818.0,5988872.5,7822698.0
39.0,0.787921774026992,6.855117262650799,0.12730554701643482,47753608.0,10193854.0,23169680.0,4353853.5,10036220.0
40.0,0.8458612530579325,6.491597745667503,0.1334828742744916,67281800.0,11958979.0,35557840.0,7592058.0,12172922.0
41.0,0.9080449696290195,6.144901203416368,0.13995994787469493,90120624.0,12389324.0,46174500.0,9966369.0,21590432.0
42.0,0.9678924784861273,5.846613747881867,0.14605760406878063,196470464.0,29899142.0,60623096.0,42762216.0,63186016.0
43.0,1.0390037466243902,5.5297658079491026,0.15314484920464314,236406304.0,31067172.0,114955648.0,27179438.0,63204044.0
44.0,1.115309430693374,5.227580973127337,0.1605759932010687,373612704.0,78468016.0,162824496.0,44670832.0,87649360.0
45.0,1.197181863756146,4.939380663491011,0.1683677232791182,509563776.0,112710880.0,248706080.0,47684576.0,100462232.0
46.0,1.2850184010331818,4.664517702470927,0.1765375363843931,607077376.0,122311664.0,343558592.0,45287592.0,95919480.0
47.0,1.3695201902147043,4.428033736605549,0.18422877390319162,695623936.0,153928672.0,387204576.0,47153104.0,107337592.0
48.0,1.469878490582777,4.176834914726472,0.19316822276007173,848781632.0,165413536.0,494078208.0,61819992.0,127469824.0
49.0,1.577506484958674,3.9372610847275835,0.20254144612552438,1008247936.0,220335952.0,561064000.0,65162628.0,161685392.0
50.0,1.6929110344480442,3.7087742646422353,0.21236949231329916,1192350080.0,259738112.0,695901824.0,68538224.0,168171872.0
