CylindricalRadius_ckpc,SurfaceDensity_Type0_Msun/ckpc^2,SurfaceDensity_Type4_Msun/ckpc^2,SurfaceDensity_Type4_H_Msun/ckpc^2,SurfaceDensity_Type4_B_Msun/ckpc^2,SurfaceDensity_Type4_CD_Msun/ckpc^2,SurfaceDensity_Type4_WD_Msun/ckpc^2
15.75,23.7529,20.5899,3.0337,0.0,12.587,4.9693
16.25,22.256,18.1047,2.9116,0.0,10.7714,4.4217
16.75,21.4211,16.002,2.7032,0.0,9.3887,3.91
17.25,19.6491,14.2286,2.4406,0.0,8.2229,3.565
17.75,18.361,12.6685,2.2971,0.0,7.2198,3.1516
18.25,17.3014,11.3976,2.1981,0.0,6.3658,2.8336
18.75,16.4692,10.1003,1.9332,0.0,5.4802,2.6869
19.25,15.6228,9.0922,1.8711,0.0,4.7982,2.4229
19.75,14.5405,8.0569,1.7608,0.0,4.1775,2.1187
20.25,14.2088,7.233,1.6192,0.0,3.7024,1.9114
20.75,13.515,6.6031,1.561,0.0,3.2142,1.8279
21.25,13.3779,6.1957,1.4977,0.0,2.8969,1.8011
21.75,13.1369,5.5525,1.3535,0.0,2.4797,1.7193
22.25,12.3743,5.1568,1.3079,0.0,2.1156,1.7333
22.75,11.9654,4.7102,1.2436,0.0,1.8307,1.6359
23.25,11.4288,4.2489,1.1504,0.0,1.5331,1.5654
23.75,11.1024,3.8834,1.1226,0.0,1.363,1.3978
24.25,11.3837,3.5852,1.0825,0.0,1.2167,1.286
24.75,11.2113,3.2915,1.0619,0.0,1.083,1.1465
25.25,10.8095,3.0385,0.9893,0.0,0.9495,1.0998
25.75,10.8417,2.8003,0.9559,0.0,0.8649,0.9795
26.25,10.4449,2.5881,0.9051,0.0,0.7568,0.9262
26.75,9.7871,2.3028,0.8525,0.0,0.6489,0.8014
27.25,9.2162,2.1098,0.8356,0.0,0.5738,0.7004
27.75,8.4494,1.8846,0.7855,0.0,0.4645,0.6346
28.25,7.9615,1.7493,0.7776,0.0,0.4046,0.5671
28.75,7.4984,1.4881,0.6887,0.0,0.332,0.4674
29.25,7.0227,1.3873,0.6685,0.0,0.2942,0.4246
29.75,6.5237,1.3055,0.6701,0.0,0.2609,0.3745
30.25,6.0506,1.1665,0.6414,0.0,0.2202,0.305
30.75,5.7784,1.0728,0.6158,0.0,0.1873,0.2697
31.25,5.4351,1.0212,0.5947,0.0,0.169,0.2574
31.75,5.0795,0.9149,0.5591,0.0,0.1401,0.2158
32.25,4.8145,0.8506,0.5412,0.0,0.1196,0.1897
32.75,4.5031,0.8568,0.5591,0.0,0.1097,0.1879
33.25,4.2249,0.8038,0.514,0.0,0.0957,0.1941
33.75,4.1874,0.733,0.4948,0.0,0.0836,0.1545
34.25,4.0026,0.7286,0.486,0.0,0.0778,0.1648
34.75,3.688,0.7152,0.4946,0.0,0.0804,0.1402
35.25,3.6333,0.7099,0.4942,0.0,0.083,0.1328
35.75,3.377,0.6854,0.4725,0.0,0.0739,0.1389
36.25,3.2944,0.6736,0.4682,0.0,0.0795,0.1259
36.75,3.0961,0.6373,0.4431,0.0,0.0712,0.1229
37.25,2.9046,0.624,0.4378,0.0,0.0613,0.125
37.75,2.7649,0.6257,0.4335,0.0,0.061,0.1312
38.25,2.6235,0.6195,0.4294,0.0,0.0557,0.1343
38.75,2.513,0.6105,0.4302,0.0,0.0518,0.1285
39.25,2.44,0.5893,0.417,0.0,0.0464,0.1259
39.75,2.3585,0.6112,0.4303,0.0,0.0488,0.1321
40.25,2.2599,0.5781,0.4197,0.0,0.0345,0.124
40.75,2.3183,0.564,0.409,0.0,0.0383,0.1167
41.25,2.1423,0.5822,0.4257,0.0,0.0346,0.1219
41.75,2.0638,0.5517,0.4139,0.0,0.0286,0.1091
42.25,1.9931,0.5432,0.4169,0.0,0.0322,0.0941
42.75,1.9631,0.5308,0.4017,0.0,0.0328,0.0963
43.25,1.8064,0.5044,0.3896,0.0,0.0284,0.0864
43.75,1.8401,0.459,0.3578,0.0,0.022,0.0792
44.25,1.8196,0.4662,0.3647,0.0,0.0283,0.0733
44.75,1.7702,0.4442,0.3485,0.0,0.0256,0.07
45.25,1.7504,0.4098,0.3311,0.0,0.0174,0.0613
45.75,1.7481,0.3737,0.2884,0.0,0.021,0.0644
46.25,1.6923,0.3784,0.2959,0.0,0.0207,0.0619
46.75,1.6516,0.3466,0.2718,0.0,0.0207,0.0541
47.25,1.6534,0.3363,0.2693,0.0,0.0178,0.0491
47.75,1.5722,0.329,0.2534,0.0,0.0187,0.0569
48.25,1.5208,0.3159,0.2512,0.0,0.0161,0.0487
48.75,1.5344,0.3152,0.2524,0.0,0.0181,0.0447
49.25,1.5296,0.2965,0.2338,0.0,0.0151,0.0475
49.75,1.4396,0.2775,0.218,0.0,0.014,0.0455
