CylindricalRadius_ckpc,SurfaceDensity_Type0_Msun/ckpc^2,SurfaceDensity_Type4_Msun/ckpc^2,SurfaceDensity_Type4_H_Msun/ckpc^2,SurfaceDensity_Type4_B_Msun/ckpc^2,SurfaceDensity_Type4_CD_Msun/ckpc^2,SurfaceDensity_Type4_WD_Msun/ckpc^2
0.25,23.1585,3158.4061,5.546,1787.3292,480.8363,884.6946
0.75,80.04,2094.484,6.9227,1020.7175,410.55,656.2938
1.25,71.8791,993.1049,6.6485,428.1181,240.5238,317.8144
1.75,43.8658,599.6845,6.6765,219.6146,179.7235,193.6698
2.25,34.8562,453.4077,6.6403,143.7602,154.5345,148.4727
2.75,29.4734,356.7864,6.9169,99.2832,135.2851,115.3011
3.25,29.1575,286.9363,6.6285,71.7622,117.03,91.5157
3.75,27.7112,234.1052,6.6547,53.5999,99.8831,73.9675
4.25,27.8539,200.2486,6.5625,41.5346,88.6711,63.4804
4.75,27.8877,170.888,7.125,32.5816,78.5525,52.6289
5.25,25.9424,144.9672,7.2446,25.323,68.3667,44.0329
5.75,25.8552,126.3994,7.024,19.7807,61.9585,37.6362
6.25,26.3149,114.8966,7.651,15.2498,59.4831,32.5127
6.75,24.7005,104.4262,7.9499,10.9424,56.9627,28.5712
7.25,23.4952,95.0557,8.7556,7.6484,53.122,25.5297
7.75,22.7044,86.7752,9.0881,4.9646,49.8367,22.8857
8.25,21.1471,79.393,10.7485,1.6536,46.3113,20.6796
8.75,20.4303,71.5849,11.0215,0.0,42.5228,18.0405
9.25,20.1975,64.6308,9.8547,0.0,38.0999,16.6761
9.75,21.182,57.9728,8.8471,0.0,34.0343,15.0913
10.25,21.6638,52.9497,7.9878,0.0,31.542,13.4199
10.75,21.1214,48.7003,7.4416,0.0,29.2823,11.9764
11.25,20.7019,45.5231,6.7552,0.0,27.6167,11.1512
11.75,21.1983,41.7319,6.1011,0.0,26.0358,9.595
12.25,22.1674,39.1556,5.8171,0.0,24.5812,8.7573
12.75,22.7632,36.3854,5.0554,0.0,23.4159,7.9141
13.25,23.6892,34.7994,4.8175,0.0,22.2318,7.7501
13.75,23.8935,32.4586,4.422,0.0,20.6205,7.4161
14.25,24.4459,29.9398,3.9805,0.0,18.8565,7.1028
14.75,23.8895,26.369,3.5259,0.0,16.275,6.5681
15.25,23.3111,23.6122,3.2971,0.0,14.5957,5.7193
