,TimeBinCenters_Gyr,StellarAgeDist_All,StellarAgeDist_All_InSitu,StellarAgeDist_H,StellarAgeDist_H_InSitu,StellarAgeDist_B,StellarAgeDist_B_InSitu,StellarAgeDist_CD,StellarAgeDist_CD_InSitu,StellarAgeDist_WD,StellarAgeDist_WD_InSitu
0,0.25,0.02944835237735763,0.02944835237735763,0.0001491684562190581,0.0001491684562190581,0.004957436863500517,0.004957436863500517,0.06374692694680972,0.06374692694680972,0.006673017362291229,0.006673017362291229
1,0.75,0.0375504695238422,0.037468574500451796,0.0017027720002364178,0.0015226440531039705,0.005407147207546635,0.005407147207546635,0.07653842605406402,0.07653191362346212,0.015042212978077335,0.014868286891877013
2,1.25,0.028255155611982295,0.02780999439545231,0.001320000112579967,0.0006473348100072332,0.002949674933782808,0.002949674933782808,0.05345511578558908,0.053410614176476016,0.01788247383529359,0.01677668688357962
3,1.75,0.030561941689828318,0.030028937766644934,0.003245117547558,0.0013847335935806902,0.007340547584311837,0.007340547584311837,0.05326299908283269,0.053230436929823134,0.02314014772547762,0.022383808598331268
4,2.25,0.029543515309565477,0.02822221459698727,0.017027720002364178,0.011100384742037079,0.012680415291568109,0.012680415291568109,0.04195633415281418,0.04184996445298297,0.02598998249569573,0.024898556413484537
5,2.75,0.0317478182296492,0.02938567294604765,0.012409126857921267,0.0005854158281804544,0.01530431580289231,0.01530431580289231,0.04521037864356925,0.04503997004281923,0.030330156389868884,0.02904565639545367
6,3.25,0.03806791796772238,0.03468322867698361,0.015324948002127761,0.0015648615407131377,0.01172079715584765,0.01172079715584765,0.05352024009160819,0.05324129098082632,0.04011788678209614,0.036524478102067486
7,3.75,0.03648125907879537,0.03305996866028434,0.015251771023605205,0.001857569454803365,0.009366014645684905,0.009366014645684905,0.0489669656957718,0.048726005763501085,0.042380521554867295,0.03839617809392966
8,4.25,0.03899209644397168,0.036419952189776846,0.01336887107623634,0.0021924948565027595,0.023183099389527062,0.023183099389527062,0.049373992608391266,0.049164509424029786,0.0453803476287811,0.043053886769330925
9,4.75,0.05436777270699653,0.0513838657653639,0.016222773238616053,0.004373731716309741,0.02131343748672115,0.02131343748672115,0.07149780476818461,0.07129809022972598,0.06570576493171407,0.06231021712039036
10,5.25,0.05886925390888607,0.05681227052808565,0.012929809205100999,0.005080171008969809,0.019783714111698134,0.019783714111698134,0.07728735557328384,0.07711694697253382,0.07545041271543299,0.07297715185662108
11,5.75,0.06115407931006874,0.0581253359869151,0.0195973577481755,0.005941407756196823,0.023257460942479567,0.023257460942479567,0.07782354569284121,0.07754568198715965,0.07728541270745473,0.07487278663098788
12,6.25,0.06896384494847248,0.06528726166375001,0.024559319791839642,0.008176120100308751,0.033296270591068114,0.033296270591068114,0.082224863374633,0.08190575427513934,0.09071601699688689,0.08765076918412709
13,6.75,0.06660032712257946,0.06367818458406249,0.023228061682563896,0.01003087505593817,0.08463407033894704,0.08463407033894704,0.06576578043340225,0.06552047888073026,0.08429032572047684,0.08194152573068902
