,GravPotential_(km/s)^2,SphericalRadius_ckpc
0,-424092.0451035931,0.0
1,-399533.60443620203,1.0
2,-377556.1363875973,2.0
3,-361794.3112212956,3.0
4,-349406.1983025371,4.0
5,-339245.9143434289,5.0
6,-330597.75096461456,6.0
7,-323004.2580439495,7.0
8,-316348.08209296374,8.0
9,-310352.3455911032,9.0
10,-304923.9517209043,10.0
11,-300016.1719893323,11.0
12,-295511.83376713627,12.0
13,-291345.7203698785,13.0
14,-287457.0922656793,14.0
15,-283789.92418387503,15.0
16,-280356.19570876076,16.0
17,-277194.9035288855,17.0
18,-274206.07763525733,18.0
19,-271333.3347080284,19.0
20,-268670.7067294404,20.0
21,-266192.2003682777,21.0
22,-263777.73080733535,22.0
23,-261511.81182601964,23.0
24,-259380.20549530315,24.0
25,-257326.42077828984,25.0
26,-255367.85894310166,26.0
27,-253526.88392220088,27.0
28,-251737.65126980236,28.0
29,-250033.50242988986,29.0
30,-248400.12073756332,30.0
31,-246822.21933554817,31.0
32,-245322.84400168157,32.0
33,-243876.660538196,33.0
34,-242503.93165940922,34.0
35,-241146.51132464915,35.0
36,-239854.72316814627,36.0
37,-238596.87357632245,37.0
38,-237394.24844072986,38.0
39,-236227.61845968667,39.0
40,-235091.11044663374,40.0
41,-234006.10144692234,41.0
42,-232927.72748910365,42.0
43,-231896.37335358092,43.0
44,-230897.6115180697,44.0
45,-229914.90121420132,45.0
46,-228965.1275202704,46.0
47,-228042.60819162088,47.0
48,-227133.53500157438,48.0
49,-226240.4942124477,49.0
50,-225398.30706609433,50.0
51,-224561.0978650271,51.0
52,-223750.19941958776,52.0
53,-222942.68990666704,53.0
54,-222170.19103908289,54.0
55,-221401.15664166238,55.0
56,-220649.03671733994,56.0
57,-219958.5807162964,57.0
58,-219241.99577425505,58.0
59,-218572.9700499941,59.0
60,-217883.16809731576,60.0
61,-217253.80290210628,61.0
62,-216615.42922908397,62.0
63,-215980.39622411728,63.0
64,-215417.1569355928,64.0
65,-214836.75619124717,65.0
66,-214355.1583620639,66.0
67,-213867.20205007045,67.0
68,-213409.09441556496,68.0
69,-213071.36927275703,69.0
70,-212873.09278596388,70.0
71,-212899.53969412504,71.0
72,-213126.73145513286,72.0
73,-213957.5434721997,73.0
74,-214433.4232724365,74.0
75,-212491.74343246917,75.0
76,-210875.2056009979,76.0
77,-209618.00815097644,77.0
78,-208706.69748495592,78.0
79,-207860.914160195,79.0
80,-207149.39516380805,80.0
81,-206499.1395127755,81.0
82,-205915.87318118612,82.0
83,-205332.1861065635,83.0
84,-204798.20705837084,84.0
85,-204267.74645191556,85.0
86,-203760.72077243536,86.0
87,-203303.38398575762,87.0
88,-202842.5752619836,88.0
89,-202373.80400651714,89.0
90,-201956.10385804492,90.0
91,-201526.3020477594,91.0
92,-201106.44813002236,92.0
93,-200696.13215340805,93.0
94,-200275.2894874638,94.0
95,-199886.38869452028,95.0
96,-199489.85965291696,96.0
97,-199068.45484193868,97.0
98,-198720.56317804227,98.0
99,-198369.01459387926,99.0
100,-198050.70663972912,100.0
101,-197642.02673142418,101.0
102,-197243.76728146992,102.0
103,-196898.43354133941,103.0
104,-196530.52297684635,104.0
105,-196216.64179611893,105.0
106,-195836.35561516273,106.0
107,-195522.91408529243,107.0
108,-195209.60271588326,108.0
109,-194817.15659872137,109.0
110,-194551.39570472811,110.0
111,-194247.07943203012,111.0
112,-193945.4367195607,112.0
113,-193600.350556444,113.0
114,-193304.3369836531,114.0
115,-192994.31910060544,115.0
116,-192673.2745778892,116.0
117,-192354.563100393,117.0
118,-192089.17714495692,118.0
119,-191787.75205687067,119.0
120,-191518.90319293478,120.0
121,-191241.8844956809,121.0
122,-190979.0405609914,122.0
123,-190695.66003625875,123.0
124,-190492.48825468085,124.0
125,-190261.94062224406,125.0
126,-189945.00504751434,126.0
127,-189636.79540229886,127.0
128,-189386.08048461913,128.0
129,-189106.8045215708,129.0
130,-188857.2092497495,130.0
131,-188596.58624107073,131.0
132,-188364.26833086385,132.0
133,-188064.66744728305,133.0
134,-187833.87335151996,134.0
135,-187574.0968742327,135.0
136,-187342.4480181746,136.0
137,-187139.5689995634,137.0
138,-186861.5344494353,138.0
139,-186638.5652838228,139.0
140,-186416.22607307116,140.0
