nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
3.147356986999511719e+01 -2.098377037048339844e+01 -1.451401329040527344e+01
1.933391380310058594e+01 -1.274243736267089844e+01 -1.134887123107910156e+01
3.551071929931640625e+01 -9.491923332214355469e+00 -1.427614021301269531e+01
4.777957916259765625e+01 -1.952754974365234375e+01 -8.720428466796875000e+00
4.039731216430664062e+01 -1.706710243225097656e+01 -4.760052204132080078e+00
4.772346878051757812e+01 -2.500214767456054688e+01 8.722942352294921875e+00
2.875184249877929688e+01 -2.097586250305175781e+01 4.453073441982269287e-01
4.318674850463867188e+01 -9.247057914733886719e+00 -1.347027206420898438e+01
3.878501510620117188e+01 -1.410874462127685547e+01 -1.487854862213134766e+01
4.596913909912109375e+01 -1.557207393646240234e+01 8.582347869873046875e+00
3.964996719360351562e+01 -1.335787677764892578e+01 -1.541351127624511719e+01
3.804677963256835938e+01 -1.366311550140380859e+01 -2.954760742187500000e+01
3.311484909057617188e+01 -9.897089958190917969e+00 -1.806561660766601562e+01
4.106384658813476562e+01 -7.838074684143066406e+00 -2.322960090637207031e+01
3.956816864013671875e+01 -3.318444728851318359e+00 -2.950303649902343750e+01
4.722213745117187500e+01 -7.639470100402832031e+00 -2.174889564514160156e+01
4.743857574462890625e+01 -5.625418186187744141e+00 -1.589401912689208984e+01
6.359845733642578125e+01 -1.723054313659667969e+01 -2.599165678024291992e+00
1.454889965057373047e+01 1.986103820800781250e+01 -1.532183265686035156e+01
3.993537521362304688e+01 -1.788896942138671875e+01 7.423346996307373047e+00
6.396697616577148438e+01 -5.823332786560058594e+00 8.663471221923828125e+00
5.845028686523437500e+01 -1.932344055175781250e+01 1.613324356079101562e+01
6.747778320312500000e+01 -4.922788619995117188e+00 3.756864929199218750e+01
7.293338012695312500e+01 5.201770782470703125e+00 1.620949745178222656e+01
7.845181274414062500e+01 2.545048904418945312e+01 2.276398849487304688e+01
9.025732421875000000e+01 1.880823707580566406e+01 4.575077056884765625e+01
1.219456481933593750e+02 4.862518692016601562e+01 6.438186645507812500e+01
1.389695434570312500e+02 3.108967208862304688e+01 2.918898820877075195e+00
9.960993957519531250e+01 -6.592932224273681641e+00 2.155814361572265625e+01
8.946446228027343750e+01 -3.056300926208496094e+01 2.925736808776855469e+01
1.168868408203125000e+02 -1.710382652282714844e+01 7.176018524169921875e+01
8.471481323242187500e+01 2.224775314331054688e+01 -5.518954086303710938e+01
9.720015716552734375e+01 2.782593154907226562e+01 -4.757218933105468750e+01
1.086445693969726562e+02 3.925735092163085938e+01 -5.278128051757812500e+01
9.603218841552734375e+01 3.406293487548828125e+01 -6.266301345825195312e+01
9.783186340332031250e+01 3.287458801269531250e+01 -5.885370254516601562e+01
9.495202636718750000e+01 2.415629768371582031e+01 -5.632380676269531250e+01
8.386981201171875000e+01 2.373521232604980469e+01 -5.453519058227539062e+01
6.862422943115234375e+01 1.706071281433105469e+01 -3.145779037475585938e+01
1.199304351806640625e+02 8.029907226562500000e+00 1.556483364105224609e+01
1.913919982910156250e+02 -2.098515319824218750e+01 -1.336586356163024902e+00
2.704492492675781250e+02 -4.083261871337890625e+01 -3.118647003173828125e+01
1.371712341308593750e+02 -2.384283065795898438e+01 2.311365890502929688e+01
1.012307662963867188e+02 2.622715759277343750e+01 -8.327449798583984375e+00
7.803384399414062500e+01 1.407268714904785156e+01 -4.155102539062500000e+01
6.406050872802734375e+01 -4.553493976593017578e+00 -5.391675949096679688e+01
1.307621917724609375e+02 2.359077262878417969e+01 -4.863010406494140625e+01
1.223904266357421875e+02 1.665332412719726562e+01 -9.453896331787109375e+01
1.115107879638671875e+02 1.888066864013671875e+01 -1.065359115600585938e+02
1.316994476318359375e+02 1.216055679321289062e+01 -1.018408050537109375e+02
1.215032806396484375e+02 2.026154518127441406e+01 -9.657868194580078125e+01
1.224013442993164062e+02 2.726904487609863281e+01 -7.669163513183593750e+01
1.104653625488281250e+02 3.529815673828125000e+01 -7.539337158203125000e+01
1.336188354492187500e+02 3.772309494018554688e+01 -6.787170410156250000e+01
1.262780609130859375e+02 3.681492233276367188e+01 -5.234988784790039062e+01
1.295151519775390625e+02 2.640155220031738281e+01 -4.091838836669921875e+01
1.398277435302734375e+02 2.060174369812011719e+01 -3.258849716186523438e+01
1.376578369140625000e+02 -3.023994255065917969e+01 -3.359670162200927734e+00
1.108641586303710938e+02 -3.418734359741210938e+01 -4.980773162841796875e+01
1.010141143798828125e+02 -2.945153617858886719e+01 -3.771204757690429688e+01
9.372907257080078125e+01 -2.127869367599487305e+00 -7.335166168212890625e+01
9.410592651367187500e+01 -4.686636734008789062e+01 -7.663348388671875000e+01
1.421450042724609375e+02 -1.684926795959472656e+01 -8.807108306884765625e+01
1.363057250976562500e+02 2.951036071777343750e+01 -8.248484802246093750e+01
1.216924591064453125e+02 4.068263626098632812e+01 -8.438637542724609375e+01
9.850687408447265625e+01 5.260102844238281250e+01 -6.934764099121093750e+01
9.596095275878906250e+01 6.039891052246093750e+01 -6.467688751220703125e+01
1.215346832275390625e+02 4.596039581298828125e+01 -8.414624023437500000e+01
1.027750167846679688e+02 2.861557960510253906e+01 -7.562280273437500000e+01
1.042597122192382812e+02 3.462623214721679688e+01 -7.601660156250000000e+01
1.082487792968750000e+02 3.496416473388671875e+01 -9.347691345214843750e+01
1.049319839477539062e+02 4.290907669067382812e+01 -1.007994232177734375e+02
