SnapshotNumber,Time_Gyr,StellarMassInR200_Msun,StellarMassIn0.5R200_Msun,StellarMassIn0.3R200_Msun
0,,,,
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
6,,,,
7,,,,
8,,,,
9,,,,
10,,,,
11,,,,
12,,,,
13,,,,
14,,,,
15,,,,
16,,,,
17,,,,
18,,,,
19,,,,
20,,,,
21,,,,
22,,,,
23,,,,
24,,,,
25,,,,
26,,,,
27,,,,
28,,,,
29,,,,
30,,,,
31,,,,
32,,,,
33,,,,
34,,,,
35,0.597,30612.0,0.0,0.0
36,0.641,863010.0,0.0,0.0
37,0.689,578624.0,48996.0,0.0
38,0.734,2122727.0,1679704.0,438964.0
39,0.788,496728.0,112528.0,0.0
40,0.846,1237568.0,863968.0,297728.0
41,0.908,41405072.0,601544.0,233212.0
42,0.968,2484976.0,233040.0,0.0
43,1.039,1461072.0,375680.0,0.0
44,1.115,1567552.0,451936.0,83232.0
45,1.197,10961088.0,483776.0,194720.0
46,1.285,5965472.0,5158144.0,1039840.0
47,1.37,16600960.0,2021312.0,96128.0
48,1.47,11207296.0,6856768.0,1103360.0
49,1.578,58366592.0,1252160.0,97856.0
50,1.693,27446912.0,9396608.0,9257344.0
51,1.817,51152128.0,36693120.0,40704.0
52,1.949,40448128.0,24607104.0,1218432.0
53,2.091,34577664.0,9110656.0,6934016.0
54,2.244,22798336.0,2138752.0,387456.0
55,2.39,20191744.0,648704.0,218880.0
56,2.545,58012416.0,8470016.0,0.0
57,2.691,44484864.0,42237952.0,4875264.0
58,2.846,7531520.0,2850560.0,2691584.0
59,2.988,9048064.0,7328512.0,6976768.0
60,3.137,68438272.0,1062400.0,343552.0
61,3.293,60372736.0,30343168.0,3694080.0
62,3.456,50089472.0,45589504.0,2653696.0
63,3.602,328204288.0,24690688.0,65536.0
64,3.754,414094848.0,38090752.0,232448.0
65,3.911,218104832.0,173385216.0,34369536.0
66,4.047,494649856.0,234907136.0,96036352.0
67,4.217,443786752.0,283278336.0,66419712.0
68,4.362,424188928.0,241101312.0,219603456.0
69,4.513,406817792.0,228219904.0,17982464.0
70,4.668,548542464.0,34875392.0,320512.0
71,4.827,914271232.0,28259328.0,14527488.0
72,4.992,995511296.0,92860416.0,0.0
73,5.127,1010334720.0,148008960.0,689152.0
74,5.301,964421632.0,561157120.0,148944896.0
75,5.444,1020858368.0,608691200.0,103672832.0
76,5.59,1026159616.0,584091648.0,24107008.0
77,5.739,1404454912.0,365473792.0,42828800.0
78,5.93,1215250432.0,137835520.0,111737856.0
79,6.087,1199071232.0,557552640.0,161424384.0
80,6.207,1319034880.0,668131328.0,486350848.0
81,6.37,1400090624.0,736874496.0,40651776.0
82,6.537,2166697984.0,235839488.0,134014976.0
83,6.707,19106267136.0,652462080.0,21585920.0
84,6.836,21004724224.0,17684264960.0,49242112.0
85,7.013,18980567040.0,18734157824.0,18180179968.0
86,7.147,17808918528.0,17129492480.0,17043492864.0
87,7.33,21012776960.0,20402262016.0,238993408.0
88,7.469,20387256320.0,19760560128.0,486438912.0
89,7.658,21077659648.0,20852008960.0,20099260416.0
90,7.802,1133985792.0,852901888.0,296226816.0
91,7.948,931155968.0,551157760.0,60891136.0
92,8.096,866226176.0,226775040.0,15314944.0
93,8.296,736038912.0,108769280.0,10620928.0
94,8.449,773558272.0,169811968.0,61399040.0
95,8.603,769417216.0,499482624.0,40185856.0
96,8.76,766627840.0,552517632.0,503808.0
97,8.919,846651392.0,521068544.0,13373440.0
98,9.079,947912704.0,489349120.0,32567296.0
99,9.242,831430656.0,425099264.0,398012416.0
100,9.407,833249280.0,498270208.0,371081216.0
101,9.573,810049536.0,731439104.0,309403648.0
102,9.742,810860544.0,742948864.0,302170112.0
103,9.855,959012864.0,812834816.0,27033600.0
104,10.026,986120192.0,616505344.0,27017216.0
105,10.2,937803776.0,279044096.0,131547136.0
106,10.375,873029632.0,218374144.0,207593472.0
107,10.552,801284096.0,177946624.0,155303936.0
108,10.671,518201344.0,170524672.0,129318912.0
109,10.852,635330560.0,233447424.0,150839296.0
110,11.034,481878016.0,125452288.0,33873920.0
111,11.156,380592128.0,132366336.0,31105024.0
112,11.341,356163584.0,152887296.0,73900032.0
113,11.527,358875136.0,129294336.0,77758464.0
114,11.652,362135552.0,97181696.0,72171520.0
115,11.842,443416576.0,81272832.0,74530816.0
116,11.969,563159040.0,76095488.0,60555264.0
117,12.161,736722944.0,70041600.0,43417600.0
118,12.355,719323136.0,143826944.0,28131328.0
119,12.485,902144000.0,141729792.0,133971968.0
120,12.681,888463360.0,127516672.0,121503744.0
121,12.812,813817856.0,242196480.0,21954560.0
122,13.011,703365120.0,290054144.0,117260288.0
123,13.145,676323328.0,315531264.0,107724800.0
124,13.346,657088512.0,507461632.0,185253888.0
125,13.481,632872960.0,493559808.0,174759936.0
126,13.684,536756224.0,393052160.0,75202560.0
127,13.821,536633344.0,190406656.0,7995392.0
