SnapshotNumber,Time_Gyr,StellarMassInR200_Msun,StellarMassIn0.5R200_Msun,StellarMassIn0.3R200_Msun
0,,,,
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
6,,,,
7,,,,
8,,,,
9,,,,
10,,,,
11,,,,
12,,,,
13,,,,
14,,,,
15,,,,
16,,,,
17,,,,
18,,,,
19,,,,
20,,,,
21,,,,
22,,,,
23,,,,
24,,,,
25,,,,
26,,,,
27,,,,
28,,,,
29,,,,
30,,,,
31,,,,
32,,,,
33,,,,
34,,,,
35,0.597,697680.0,100472.0,47896.0
36,0.641,2816736.0,264288.0,0.0
37,0.689,3849472.0,1512656.0,174960.0
38,0.734,2920736.0,1516768.0,120448.0
39,0.788,7549472.0,1415232.0,76576.0
40,0.846,5725120.0,2353280.0,1315200.0
41,0.908,76593952.0,3211360.0,1332352.0
42,0.968,50064960.0,5488256.0,2478368.0
43,1.039,587516992.0,425193664.0,7232640.0
44,1.115,196805888.0,183735296.0,181390464.0
45,1.197,13933056.0,4935168.0,1263360.0
46,1.285,14427136.0,3812096.0,503296.0
47,1.37,16647168.0,630784.0,44288.0
48,1.47,16421888.0,840192.0,0.0
49,1.578,18648576.0,4693504.0,3058688.0
50,1.693,15924736.0,324608.0,45568.0
51,1.817,16704000.0,1298944.0,47616.0
52,1.949,24183296.0,1347072.0,125440.0
53,2.091,20369408.0,5454336.0,5083136.0
54,2.244,17612800.0,5586944.0,89088.0
55,2.39,15720960.0,1666048.0,1038848.0
56,2.545,366544896.0,3642368.0,69632.0
57,2.691,337513472.0,288606208.0,1528832.0
58,2.846,304697344.0,292440064.0,12332032.0
59,2.988,432498688.0,69475328.0,41984.0
60,3.137,369920000.0,1382400.0,53248.0
61,3.293,392997888.0,28505088.0,32768.0
62,3.456,276347904.0,266298368.0,240194560.0
63,3.602,139550720.0,84128768.0,83574784.0
64,3.754,88072192.0,20568064.0,18540544.0
65,3.911,71477248.0,30393344.0,120832.0
66,4.047,72461312.0,534528.0,312320.0
67,4.217,2509833216.0,102000640.0,1872384.0
68,4.362,10269186048.0,4306944.0,257024.0
69,4.513,10918486016.0,10370275328.0,4274176.0
70,4.668,7875014656.0,7759964160.0,6270842880.0
71,4.827,11623606272.0,11485747200.0,9903247360.0
72,4.992,1949990912.0,1266843648.0,47167488.0
73,5.127,1906249728.0,236021760.0,886784.0
74,5.301,1845731328.0,441120768.0,34316288.0
75,5.444,1519181824.0,1397866496.0,40509440.0
76,5.59,1531932672.0,1370841088.0,1355776.0
77,5.739,1397813248.0,1203892224.0,1107988480.0
78,5.93,1171189760.0,1049477120.0,1049419776.0
79,6.087,1160900608.0,1057644544.0,802369536.0
80,6.207,1197756416.0,1096187904.0,52981760.0
81,6.37,1187332096.0,1080811520.0,82456576.0
82,6.537,1457872896.0,1010339840.0,1009852416.0
83,6.707,1265491968.0,816619520.0,812568576.0
84,6.836,1184731136.0,730398720.0,727199744.0
85,7.013,1143545856.0,1012658176.0,682799104.0
86,7.147,1137344512.0,1028481024.0,993611776.0
87,7.33,884957184.0,795328512.0,760803328.0
88,7.469,811741184.0,726421504.0,477270016.0
89,7.658,745213952.0,469463040.0,431841280.0
90,7.802,720707584.0,439033856.0,379707392.0
91,7.948,604901376.0,320876544.0,289161216.0
92,8.096,577400832.0,289570816.0,270135296.0
93,8.296,601473024.0,235786240.0,217268224.0
94,8.449,542588928.0,177971200.0,154288128.0
95,8.603,547418112.0,179908608.0,131112960.0
96,8.76,562098176.0,340762624.0,118677504.0
97,8.919,517120000.0,297086976.0,271417344.0
98,9.079,456388608.0,273174528.0,202801152.0
99,9.242,459960320.0,285749248.0,183742464.0
100,9.407,2221219840.0,226603008.0,52916224.0
101,9.573,2273017856.0,219037696.0,36851712.0
102,9.742,2291204096.0,89759744.0,53600256.0
103,9.855,2318532608.0,288522240.0,59047936.0
104,10.026,2366914560.0,2173034496.0,2228224.0
105,10.2,2341232640.0,2214502400.0,1449984.0
106,10.375,2342027264.0,2222645248.0,59596800.0
107,10.552,2364456960.0,93364224.0,46923776.0
108,10.671,2375786496.0,54190080.0,9601024.0
109,10.852,2382151680.0,58744832.0,3579904.0
110,11.034,2377768960.0,55869440.0,2883584.0
111,11.156,2382389248.0,54902784.0,245760.0
112,11.341,2353209344.0,71393280.0,1146880.0
113,11.527,108453888.0,83255296.0,12550144.0
114,11.652,86310912.0,69451776.0,30449664.0
115,11.842,76668928.0,55910400.0,34185216.0
116,11.969,78143488.0,44482560.0,31424512.0
117,12.161,74194944.0,37117952.0,14770176.0
118,12.355,69304320.0,28827648.0,163840.0
119,12.485,89251840.0,26411008.0,1564672.0
120,12.681,80461824.0,16293888.0,1204224.0
121,12.812,79060992.0,11255808.0,1155072.0
122,13.011,75726848.0,9330688.0,3686400.0
123,13.145,72048640.0,7249920.0,1138688.0
124,13.346,66568192.0,33013760.0,2072576.0
125,13.481,70451200.0,30629888.0,15335424.0
126,13.684,2966077440.0,44679168.0,18374656.0
127,13.821,3026591744.0,47013888.0,20643840.0
