,StellarMassFraction_0,StellarMassFraction_0_InSitu,StellarMassFraction_0_ExSitu,StellarMassFraction_0to0,StellarMassFraction_1to0,StellarMassFraction_2to0,StellarMassFraction_3to0,StellarMassFraction_1,StellarMassFraction_1_InSitu,StellarMassFraction_1_ExSitu,StellarMassFraction_0to1,StellarMassFraction_1to1,StellarMassFraction_2to1,StellarMassFraction_3to1,StellarMassFraction_2,StellarMassFraction_2_InSitu,StellarMassFraction_2_ExSitu,StellarMassFraction_0to2,StellarMassFraction_1to2,StellarMassFraction_2to2,StellarMassFraction_3to2,StellarMassFraction_3,StellarMassFraction_3_InSitu,StellarMassFraction_3_ExSitu,StellarMassFraction_0to3,StellarMassFraction_1to3,StellarMassFraction_2to3,StellarMassFraction_3to3,Abundance_[O/Fe]
0,3.613869e-05,2.3468187e-05,1.26705e-05,1.2932353e-05,4.036838e-06,0.0,6.4989945e-06,0.0005413559,0.0005335262,7.829802e-06,0.0,0.00034934288,4.9566857e-05,0.00013128572,0.00023372087,0.00023278604,9.348242e-07,0.0,9.328532e-06,0.00013406709,8.9390436e-05,0.0011952625,0.0011826876,1.2574868e-05,0.0,0.00011790956,0.00054373575,0.0005210423,0.10300000000000001
1,6.180689e-05,6.1529095e-06,5.5653978e-05,6.1529095e-06,0.0,0.0,0.0,0.0006893254,0.0006768484,1.2476969e-05,0.0,0.00042674487,7.4991025e-05,0.00017511251,0.0003509449,0.0003501175,8.274217e-07,0.0,1.6378253e-05,0.00021342935,0.0001203099,0.0015356435,0.0015301983,5.445121e-06,0.0,0.00012502508,0.0007427927,0.00066238054,0.10900000000000001
2,5.333063e-05,1.632691e-05,3.7003716e-05,1.632691e-05,0.0,0.0,0.0,0.00074375165,0.00073349866,1.0252936e-05,0.0,0.00046912435,6.739654e-05,0.00019697777,0.0005081773,0.0005081773,0.0,1.2492231e-06,1.1763006e-05,0.0003328896,0.00016227546,0.002144385,0.002139483,4.90147e-06,0.0,0.00016385577,0.0010787003,0.0008969272,0.115
3,3.997184e-05,8.92967e-06,3.1042175e-05,5.1976926e-06,0.0,0.0,0.0,0.00083288265,0.00081616093,1.6721744e-05,2.0329253e-06,0.00055313285,6.9484064e-05,0.00019151106,0.00075162394,0.00074895925,2.6646248e-06,0.0,1.884604e-05,0.00053056446,0.00019954883,0.0023537823,0.0023448397,8.942637e-06,8.193989e-06,0.00014848645,0.0012184961,0.000962784,0.12100000000000001
4,6.67369e-05,2.5269546e-05,4.1467356e-05,1.8982879e-05,0.0,0.0,0.0,0.00056835177,0.000550377,1.7974826e-05,0.0,0.00031981882,8.8907975e-05,0.0001416502,0.0010859394,0.0010837064,2.2330873e-06,0.0,8.592677e-06,0.0008520481,0.00022306551,0.0025970484,0.0025791104,1.7937913e-05,3.922992e-06,0.00013171663,0.0014707467,0.0009727241,0.127
5,9.867984e-05,2.9440707e-05,6.923913e-05,1.7446899e-05,0.0,0.0,7.012046e-06,0.0018712071,0.0018652017,6.0053567e-06,0.0,0.0012831166,0.00015921381,0.00041692372,0.0020806172,0.0020798529,7.639493e-07,0.0,2.7518223e-05,0.0016982242,0.00035411053,0.0053382567,0.0053190473,1.9209518e-05,5.817954e-06,0.00034521264,0.0024364695,0.002528044,0.133
6,9.8732664e-05,2.8785958e-05,6.9946705e-05,2.3600038e-05,0.0,0.0,5.1859206e-06,0.0037294817,0.00372189,7.5918497e-06,7.1623786e-06,0.0023474402,0.00030378692,0.0010604337,0.0039653103,0.0039636265,1.6836716e-06,8.747248e-07,6.8550486e-05,0.0033159975,0.00057820434,0.0068331524,0.006808733,2.4419289e-05,0.0,0.0005686981,0.0032590202,0.0029810148,0.139
7,0.0001333372,4.833895e-05,8.499826e-05,4.833895e-05,0.0,0.0,0.0,0.0016166687,0.0016021756,1.4493138e-05,0.0,0.000993823,0.00021214299,0.00038907907,0.005923594,0.0059213582,2.235267e-06,7.6323875e-07,2.1820564e-05,0.00548666,0.00041211417,0.005359901,0.0053393794,2.0521487e-05,6.136561e-06,0.00028121652,0.0032281594,0.0018214093,0.14500000000000002
8,0.00011854764,7.700315e-05,4.1544496e-05,5.2661366e-05,0.0,6.1309393e-06,1.3623627e-05,0.0010175791,0.0010121738,5.405296e-06,6.767905e-06,0.0006627621,9.497045e-05,0.00024767334,0.008187765,0.008182134,5.6304884e-06,1.9416452e-06,1.3575102e-05,0.007826541,0.0003400764,0.0040118974,0.004005589,6.3084512e-06,1.590791e-06,0.0001177526,0.002693252,0.0011929936,0.15100000000000002
9,0.00019985273,0.0001097777,9.007503e-05,8.811185e-05,9.703528e-06,7.162789e-06,4.799536e-06,0.0011686739,0.0011394849,2.9188808e-05,1.82436e-06,0.0007338654,0.00011492792,0.00028590765,0.010535908,0.010531228,4.679151e-06,0.0,1.2412874e-05,0.010261634,0.00025641246,0.0038044285,0.0037773123,2.7116206e-05,1.6374646e-05,0.00019097887,0.0022844044,0.0012855545,0.15700000000000003
10,0.0003233809,0.00022409779,9.9283105e-05,0.00018459093,5.7506486e-06,4.318497e-06,2.397073e-05,0.0026931418,0.0026680504,2.509146e-05,1.819788e-05,0.0017586581,0.00025496865,0.000636226,0.014675983,0.014671474,4.507542e-06,1.7946909e-06,4.084317e-05,0.014255041,0.00037379377,0.0055580633,0.0055039492,5.4113018e-05,1.8259772e-05,0.00033568195,0.0030395116,0.0021075935,0.16300000000000003
