,[Fe/H]_Median,[Fe/H]_MAD,StellarAge_BinCenters_Gyr,[Fe/H]_Median_H,[Fe/H]_MAD_H,[Fe/H]_Median_B,[Fe/H]_MAD_B,[Fe/H]_Median_CD,[Fe/H]_MAD_CD,[Fe/H]_Median_WD,[Fe/H]_MAD_WD
0,0.325924,0.153797,0.5,0.01164,0.097193,0.869098,0.027553,0.312189,0.143816,0.826318,0.054913
1,0.294179,0.156106,1.5,-0.01825,0.097968,0.59381,0.065139,0.287407,0.152852,0.591239,0.105361
2,0.179342,0.149755,2.5,-0.170732,0.079468,0.765127,0.031369,0.177461,0.146446,0.354544,0.399029
3,0.139674,0.167402,3.5,-0.260762,0.184629,0.657752,0.03616,0.136782,0.163076,0.225493,0.30277
4,0.135124,0.171804,4.5,-0.893968,0.327499,0.550595,0.065305,0.127554,0.162362,0.243263,0.27901
5,0.092386,0.17428,5.5,-0.25904,0.226342,0.465712,0.049146,0.08521,0.164453,0.153448,0.269923
6,-0.005641,0.20722,6.5,-0.383556,0.166346,0.447557,0.035625,-0.018043,0.188684,0.039992,0.314617
7,-0.074602,0.193748,7.5,-0.425895,0.170333,0.375969,0.052171,-0.087938,0.17312,-0.045107,0.276553
8,-0.089518,0.273211,8.5,-0.350324,0.210863,0.263906,0.167856,-0.216487,0.173903,-0.109696,0.291982
9,-0.188244,0.239947,9.5,-0.452925,0.17221,-0.082167,0.190586,-0.148768,0.235317,-0.191902,0.256864
10,-0.282758,0.274433,10.5,-0.622977,0.191821,-0.172441,0.242532,-0.237961,0.244237,-0.274008,0.267361
11,-0.435818,0.285237,11.5,-0.821742,0.246484,-0.300709,0.269306,-0.508518,0.273295,-0.50955,0.283519
12,-0.607969,0.332091,12.5,-1.282665,0.350275,-0.495192,0.271032,-0.721953,0.365931,-0.703433,0.365052
13,-1.603779,0.476591,13.5,-1.942055,0.493323,-1.38496,0.405944,-1.694645,0.473925,-1.687069,0.491525
