Snapshot,Time_Gyr,Redshift,ExpansionFactor,Mass_Msun,Mass_H_Msun,Mass_B_Msun,Mass_CD_Msun,Mass_WD_Msun
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
30.0,0.4217845366394565,10.919033198155363,0.08389942232519026,1010572.625,107372.046875,466273.375,181244.078125,255683.21875
31.0,0.4528384166734556,10.367443572408746,0.08797052684978504,952244.375,808108.75,66837.03125,0.0,77298.65625
32.0,0.48617612343955924,9.841380439471834,0.09223917614394847,3166951.0,1200344.5,1029314.625,264122.40625,673168.8125
33.0,0.5182708119307342,9.388771271940549,0.09625777426642748,316120.4375,182567.28125,133553.15625,0.0,0.0
34.0,0.5564188833159369,8.907999185598532,0.1009285508878038,5279820.0,1151803.0,2845381.25,200114.546875,1082520.5
35.0,0.5973702376945801,8.449476294368743,0.10582597054568338,7510250.0,2376374.75,3897018.75,180677.96875,1056178.25
36.0,0.6413297674084788,8.012172948865935,0.11096103078290759,5595203.0,1928689.0,2739037.0,119595.8359375,807881.1875
37.0,0.6885170787669509,7.5951071498715965,0.11634526278301709,11837878.0,2570704.5,5736642.5,1004636.375,2525894.25
38.0,0.7339395587876801,7.23627606616736,0.1214140944240273,18823154.0,3486274.25,9440719.0,1574728.875,4321434.0
39.0,0.787921774026992,6.855117262650799,0.12730554701643482,15597456.0,3193725.0,9363914.0,916885.125,2122931.25
40.0,0.8458612530579325,6.491597745667503,0.1334828742744916,21356218.0,4945708.0,13404640.0,847832.3125,2158040.0
41.0,0.9080449696290195,6.144901203416368,0.13995994787469493,12049682.0,4727705.5,6240058.0,373229.5625,708689.0
42.0,0.9678924784861273,5.846613747881867,0.14605760406878063,11427186.0,636303.0625,5806638.0,1262026.875,3722218.25
43.0,1.0390037466243902,5.5297658079491026,0.15314484920464314,16916826.0,3643488.0,10601220.0,626379.0625,2045738.5
44.0,1.115309430693374,5.227580973127337,0.1605759932010687,30025346.0,8247588.5,14865302.0,1917158.875,4995296.5
45.0,1.197181863756146,4.939380663491011,0.1683677232791182,117305776.0,24881100.0,37037848.0,19555410.0,35831416.0
46.0,1.2850184010331818,4.664517702470927,0.1765375363843931,154384384.0,41129104.0,92255672.0,5608927.5,15390674.0
47.0,1.3695201902147043,4.428033736605549,0.18422877390319162,190784832.0,62469496.0,84198256.0,16021577.0,28095502.0
48.0,1.469878490582777,4.176834914726472,0.19316822276007173,267421536.0,58439236.0,133844912.0,20356280.0,54781136.0
49.0,1.577506484958674,3.9372610847275835,0.20254144612552438,328283200.0,48529864.0,201214448.0,23450532.0,55088352.0
50.0,1.6929110344480442,3.7087742646422353,0.21236949231329916,419040192.0,61497364.0,258770240.0,31181640.0,67590952.0
