SnapshotNumber,Time_Gyr,StellarMassInR200_Msun,StellarMassIn0.5R200_Msun,StellarMassIn0.3R200_Msun
0,,,,
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
6,,,,
7,,,,
8,,,,
9,,,,
10,,,,
11,,,,
12,,,,
13,,,,
14,,,,
15,,,,
16,,,,
17,,,,
18,,,,
19,,,,
20,,,,
21,,,,
22,,,,
23,,,,
24,,,,
25,,,,
26,,,,
27,,,,
28,,,,
29,,,,
30,,,,
31,,,,
32,,,,
33,,,,
34,,,,
35,0.597,52939.0,0.0,0.0
36,0.641,953490.5,235733.0,0.0
37,0.689,232022.0,232022.0,164499.0
38,0.734,97614.0,40320.0,40321.0
39,0.788,80527.0,0.0,0.0
40,0.846,5895152.0,0.0,0.0
41,0.908,375930.0,0.0,0.0
42,0.968,215327.0,215329.0,58261.0
43,1.039,1709667.0,496362.0,0.0
44,1.115,13448866.0,1098934.0,147152.0
45,1.197,1265440.0,44128.0,44128.0
46,1.285,3602432.0,3470928.0,97984.0
47,1.37,40852560.0,88560.0,0.0
48,1.47,3807488.0,1170352.0,1113360.0
49,1.578,6248768.0,3804672.0,1436320.0
50,1.693,14629728.0,51040.0,0.0
51,1.817,297167712.0,7262784.0,2343488.0
52,1.949,237015680.0,159153472.0,12840000.0
53,2.091,178187776.0,143135744.0,69688704.0
54,2.244,75609472.0,70395264.0,33574144.0
55,2.39,26185216.0,18711808.0,1575808.0
56,2.545,89572352.0,1410304.0,132352.0
57,2.691,140563968.0,1576192.0,567040.0
58,2.846,145046528.0,43901184.0,1111808.0
59,2.988,401070336.0,21026048.0,17637632.0
60,3.137,1990271232.0,39029248.0,2542848.0
61,3.293,1808283136.0,1721590784.0,1314622464.0
62,3.456,1655082496.0,1617827840.0,387152384.0
63,3.602,2242669568.0,1806156800.0,865387520.0
64,3.754,1330627584.0,745068544.0,692552704.0
65,3.911,1441789952.0,417389568.0,386516992.0
66,4.047,1400892416.0,123652096.0,16111616.0
67,4.217,1507584000.0,655120384.0,473142272.0
68,4.362,1367023616.0,480966656.0,76859392.0
69,4.513,1383890944.0,276312064.0,38785024.0
70,4.668,1362012160.0,244500480.0,8546304.0
71,4.827,3749566464.0,20697088.0,1675264.0
72,4.992,3948525568.0,2582087680.0,24356864.0
73,5.127,1815234560.0,137752576.0,133738496.0
74,5.301,3212759040.0,343171072.0,304570368.0
75,5.444,3040092160.0,605716480.0,6662144.0
76,5.59,2901786624.0,500989952.0,486088704.0
77,5.739,2928840704.0,877019136.0,477446144.0
78,5.93,2855157760.0,846413824.0,354836480.0
79,6.087,2885390336.0,839069696.0,50769920.0
80,6.207,2890231808.0,814690304.0,471040.0
81,6.37,2863136768.0,514658304.0,434102272.0
82,6.537,2647134208.0,295350272.0,204034048.0
83,6.707,2783752192.0,546840576.0,271212544.0
84,6.836,2726068224.0,460734464.0,271831040.0
85,7.013,2526838784.0,263909376.0,241401856.0
86,7.147,2600779776.0,281079808.0,247078912.0
87,7.33,2536148992.0,151412736.0,66318336.0
88,7.469,2528509952.0,108384256.0,38158336.0
89,7.658,2550890496.0,144195584.0,14725120.0
90,7.802,2572922880.0,119595008.0,31875072.0
91,7.948,2614292480.0,125501440.0,97206272.0
92,8.096,2678030336.0,96444416.0,12926976.0
93,8.296,2757033984.0,2473611264.0,0.0
94,8.449,2755198976.0,2626785280.0,52666368.0
95,8.603,2563858432.0,2426331136.0,2395025408.0
96,8.76,4290785280.0,2643120128.0,2625114112.0
97,8.919,4445921280.0,2526306304.0,9646080.0
98,9.079,4635566080.0,2650951680.0,2617344.0
99,9.242,4640522240.0,2605248512.0,2609152.0
100,9.407,4766277632.0,2675351552.0,4079616.0
101,9.573,4801196032.0,2673639424.0,4169728.0
102,9.742,4847325184.0,2634665984.0,2618261504.0
103,9.855,4514942976.0,2268815360.0,2252836864.0
104,10.026,4183068672.0,1945690112.0,1933991936.0
105,10.2,4627886080.0,2229948416.0,2171576320.0
106,10.375,4357853184.0,2307559424.0,2288721920.0
107,10.552,2494951424.0,2115432448.0,2103820288.0
108,10.671,1849896960.0,1537458176.0,1528954880.0
109,10.852,3168821248.0,1486786560.0,1434415104.0
110,11.034,3226312704.0,1457217536.0,1432895488.0
111,11.156,3286646784.0,2259402752.0,1440579584.0
112,11.341,3575955456.0,2482749440.0,950796288.0
113,11.527,3751772160.0,2629402624.0,974823424.0
114,11.652,3686342656.0,2541846528.0,852410368.0
115,11.842,3732299776.0,904011776.0,859947008.0
116,11.969,3817840640.0,990937088.0,932388864.0
117,12.161,3556065280.0,971948032.0,941842432.0
118,12.355,1700839424.0,773439488.0,731815936.0
119,12.485,1645977600.0,741105664.0,678526976.0
120,12.681,511287296.0,357343232.0,328613888.0
121,12.812,99459072.0,26861568.0,26517504.0
122,13.011,80289792.0,16203776.0,10035200.0
123,13.145,88072192.0,19931136.0,13885440.0
124,13.346,351928320.0,12541952.0,0.0
125,13.481,3586146304.0,58130432.0,48848896.0
126,13.684,3777126400.0,30236672.0,24387584.0
127,13.821,3824353280.0,5914624.0,540672.0
