,GravPotential_(km/s)^2,SphericalRadius_ckpc
0,-361134.8111778132,0.0
1,-319797.87350893347,1.0
2,-287694.3663324588,2.0
3,-269435.6078014624,3.0
4,-257275.1247778512,4.0
5,-247982.95408774665,5.0
6,-240338.42435820872,6.0
7,-233916.6231740201,7.0
8,-228316.5253994478,8.0
9,-223345.68259199546,9.0
10,-218823.13989053594,10.0
11,-214666.83825156666,11.0
12,-210867.69438225613,12.0
13,-207424.4180946785,13.0
14,-204059.8809069858,14.0
15,-200990.4252510521,15.0
16,-198099.18985911578,16.0
17,-195334.8167267547,17.0
18,-192734.51842530817,18.0
19,-190215.248655312,19.0
20,-187907.2066296384,20.0
21,-185594.34758632112,21.0
22,-183478.847352083,22.0
23,-181352.8990383401,23.0
24,-179346.07126092946,24.0
25,-177402.4542261905,25.0
26,-175541.66147944288,26.0
27,-173767.4184325815,27.0
28,-172015.5116966123,28.0
29,-170323.88833752988,29.0
30,-168728.83759369925,30.0
31,-167172.34990464858,31.0
32,-165643.77588513057,32.0
33,-164180.45911577542,33.0
34,-162769.76843841802,34.0
35,-161359.50337815593,35.0
36,-160017.05243257698,36.0
37,-158682.40329348537,37.0
38,-157390.15661434483,38.0
39,-156164.37673518062,39.0
40,-154969.64722529796,40.0
41,-153763.97092335531,41.0
42,-152624.30560932975,42.0
43,-151531.49060977894,43.0
44,-150413.61219834926,44.0
45,-149380.39698041833,45.0
46,-148333.4531088819,46.0
47,-147324.4715497802,47.0
48,-146329.76644615995,48.0
49,-145396.7077965913,49.0
50,-144452.73207213008,50.0
51,-143544.41022988848,51.0
52,-142657.73516064938,52.0
53,-141797.93950427545,53.0
54,-140942.04928348752,54.0
55,-140122.72789734846,55.0
56,-139315.58994783528,56.0
57,-138534.8912947326,57.0
58,-137732.38481638563,58.0
59,-136995.86227759894,59.0
60,-136244.80281728404,60.0
61,-135516.67150968403,61.0
62,-134811.2484397743,62.0
63,-134131.87273481107,63.0
64,-133461.30611967106,64.0
65,-132779.11507711222,65.0
66,-132132.18287408017,66.0
67,-131498.71475317955,67.0
68,-130882.3806076381,68.0
69,-130246.90470204504,69.0
70,-129625.9974064779,70.0
71,-129042.78323149028,71.0
72,-128469.63923818548,72.0
73,-127883.50537242008,73.0
74,-127318.6052444593,74.0
75,-126758.4952080016,75.0
76,-126223.10874514008,76.0
77,-125712.50483332387,77.0
78,-125173.8663374146,78.0
79,-124625.16650081666,79.0
80,-124152.1522086262,80.0
81,-123678.71921563218,81.0
82,-123156.28709303473,82.0
83,-122672.89086338886,83.0
84,-122224.02543175548,84.0
85,-121742.42832568032,85.0
86,-121261.0170422894,86.0
87,-120821.28071822297,87.0
88,-120363.2737766493,88.0
89,-119912.9386688712,89.0
90,-119462.83421900473,90.0
91,-119052.87626961483,91.0
92,-118613.28741717916,92.0
93,-118214.29806232092,93.0
94,-117806.0611948349,94.0
95,-117382.93226623801,95.0
96,-116985.99526822167,96.0
97,-116604.96664895104,97.0
98,-116206.06282437975,98.0
99,-115822.13344462596,99.0
100,-115445.85926838478,100.0
101,-115091.4454647499,101.0
102,-114703.78930113776,102.0
103,-114350.91526821243,103.0
104,-113960.63417143207,104.0
105,-113613.14652029231,105.0
106,-113234.0881824207,106.0
107,-112943.23876766278,107.0
108,-112621.2520939646,108.0
109,-112265.22498219924,109.0
110,-111930.3558185229,110.0
111,-111650.73117779556,111.0
112,-111334.36132146591,112.0
113,-110998.91145697016,113.0
114,-110699.08784614284,114.0
115,-110366.13842563317,115.0
116,-110056.64432680493,116.0
117,-109782.58643783288,117.0
118,-109481.07305575808,118.0
119,-109190.79447707286,119.0
120,-108842.79170992876,120.0
121,-108542.00656562392,121.0
122,-108251.62137124316,122.0
123,-107965.7679078156,123.0
124,-107652.20276186321,124.0
125,-107370.64823365206,125.0
126,-107091.2280920574,126.0
127,-106787.71304759927,127.0
128,-106529.47447017359,128.0
129,-106328.40601297797,129.0
130,-106005.65908566558,130.0
131,-105777.29165377765,131.0
132,-105530.19904914469,132.0
133,-105287.0524937372,133.0
134,-105065.56914302438,134.0
135,-104771.20794812408,135.0
136,-104552.31854815566,136.0
137,-104292.60796529743,137.0
138,-104109.83310328607,138.0
139,-103881.54658859223,139.0
140,-103640.17623922414,140.0
141,-103443.87997252218,141.0
142,-103205.44966085271,142.0
143,-102957.67709093464,143.0
144,-102748.81222330603,144.0
145,-102524.68880198078,145.0
146,-102306.0338869196,146.0
147,-102118.55615328942,147.0
148,-101876.9975346749,148.0
149,-101642.60109651096,149.0
150,-101424.7597765222,150.0
151,-101230.0737286316,151.0
152,-101067.13694915165,152.0
153,-100849.98576614245,153.0
154,-100666.86392522276,154.0
155,-100406.6898469356,155.0
156,-100250.28662411237,156.0
157,-100060.4188061786,157.0
158,-99843.92969266401,158.0
159,-99652.33521166333,159.0
160,-99444.12348447286,160.0
161,-99292.24875915272,161.0
162,-99068.21233816548,162.0
163,-98874.92047564729,163.0
164,-98704.88766196318,164.0
165,-98461.35677237544,165.0
166,-98330.88595455041,166.0
167,-98097.01869052953,167.0
168,-97957.15979139494,168.0
169,-97774.05720211397,169.0
170,-97653.13859666068,170.0
171,-97428.19865013102,171.0
172,-97285.14647083089,172.0
173,-97144.31298869455,173.0
174,-96960.31906438846,174.0
175,-96825.9450139288,175.0
176,-96772.54483695653,176.0
177,-96658.6339808366,177.0
178,-96518.55601730144,178.0
179,-96399.76375193764,179.0
180,-96371.92875157458,180.0
181,-96334.13984301918,181.0
182,-96152.43566795287,182.0
183,-95987.11092542052,183.0
184,-95954.90963245135,184.0
185,-95959.19137639661,185.0
186,-95906.95782283485,186.0
187,-95790.4018372086,187.0
188,-95603.06236906424,188.0
189,-95563.55579922027,189.0
190,-95508.6340861044,190.0
191,-95419.65595249979,191.0
192,-95334.40618812141,192.0
193,-95262.35358604624,193.0
194,-95295.81221872703,194.0
195,-95423.81203346667,195.0
196,-95775.25647325111,196.0
197,-95939.03512588971,197.0
198,-96097.76187344072,198.0
199,-96507.05929830471,199.0
200,-96902.22038288393,200.0
201,-97663.76476553599,201.0
202,-98795.45940286366,202.0
203,-100196.66918558184,203.0
204,-102641.96019260834,204.0
205,-104956.76200213608,205.0
206,-102985.85135886502,206.0
207,-100453.48795118832,207.0
208,-98845.37397729314,208.0
209,-97460.26299881873,209.0
210,-96535.52958749101,210.0
