,[Fe/H]_Median,[Fe/H]_MAD,StellarAge_BinCenters_Gyr,[Fe/H]_Median_H,[Fe/H]_MAD_H,[Fe/H]_Median_B,[Fe/H]_MAD_B,[Fe/H]_Median_CD,[Fe/H]_MAD_CD,[Fe/H]_Median_WD,[Fe/H]_MAD_WD
0,0.139067,0.173485,0.5,-0.197749,0.061558,0.803328,0.09582,0.13444,0.163877,0.219573,0.39296
1,0.048655,0.195333,1.5,-0.296679,0.069593,0.705257,0.145556,0.046647,0.179043,0.04978,0.298007
2,0.006023,0.185652,2.5,-0.316711,0.077284,0.706676,0.119085,-0.003136,0.163416,0.004801,0.242357
3,-0.012357,0.203181,3.5,-0.374698,0.067195,0.464145,0.224156,-0.034863,0.171577,0.041276,0.248641
4,-0.022042,0.217648,4.5,-0.419894,0.063625,0.076635,0.283874,-0.03512,0.197147,-0.000291,0.214304
5,-0.107127,0.221052,5.5,-0.454963,0.118535,-0.00633,0.210955,-0.060942,0.171687,-0.082652,0.200271
6,-0.262919,0.21877,6.5,-0.504377,0.143535,-0.086552,0.203494,-0.223689,0.184167,-0.245988,0.201596
7,-0.388667,0.203931,7.5,-0.58214,0.133632,-0.246391,0.200932,-0.396792,0.183391,-0.389034,0.193466
8,-0.530055,0.221459,8.5,-0.705093,0.16132,-0.37719,0.218442,-0.512515,0.21166,-0.522868,0.219661
9,-0.613407,0.256144,9.5,-0.824247,0.200242,-0.443814,0.227172,-0.590282,0.250791,-0.603013,0.250513
10,-0.852652,0.261238,10.5,-1.002496,0.229077,-0.678102,0.236105,-0.822678,0.267264,-0.82283,0.27141
11,-1.106377,0.297078,11.5,-1.241116,0.26272,-0.903605,0.257069,-1.064163,0.298236,-1.071716,0.303013
12,-1.463377,0.349127,12.5,-1.595281,0.320689,-1.270354,0.328471,-1.434151,0.353584,-1.422751,0.345652
13,-2.192681,0.503705,13.5,-2.263486,0.475655,-2.113752,0.459678,-2.10575,0.343043,-2.218205,0.619111
