SnapshotNumber,Time_Gyr,StellarMassInR200_Msun,StellarMassIn0.5R200_Msun,StellarMassIn0.3R200_Msun
0,,,,
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
6,,,,
7,,,,
8,,,,
9,,,,
10,,,,
11,,,,
12,,,,
13,,,,
14,,,,
15,,,,
16,,,,
17,,,,
18,,,,
19,,,,
20,,,,
21,,,,
22,,,,
23,,,,
24,,,,
25,,,,
26,,,,
27,,,,
28,,,,
29,,,,
30,,,,
31,,,,
32,,,,
33,,,,
34,,,,
35,0.597,43517.0,43516.5,0.0
36,0.641,60928.5,60928.0,0.0
37,0.689,301121.0,0.0,0.0
38,0.734,519482.0,197229.75,0.0
39,0.788,98675.0,0.0,0.0
40,0.846,1329096.0,69299.0,0.0
41,0.908,1159420.0,133595.0,0.0
42,0.968,1670248.0,969284.0,0.0
43,1.039,5485536.0,541944.0,108196.0
44,1.115,1363696.0,907024.0,73188.0
45,1.197,2607288.0,2256272.0,0.0
46,1.285,1411776.0,328984.0,288536.0
47,1.37,1078800.0,280704.0,154144.0
48,1.47,3658320.0,473616.0,0.0
49,1.578,3592896.0,439568.0,178944.0
50,1.693,2758528.0,1708000.0,205408.0
51,1.817,2636544.0,325056.0,0.0
52,1.949,2431104.0,90304.0,50880.0
53,2.091,2328608.0,225312.0,0.0
54,2.244,3639936.0,3639928.0,3091840.0
55,2.39,3310688.0,2449536.0,1475152.0
56,2.545,41305552.0,3059120.0,407232.0
57,2.691,57992176.0,5888480.0,1903776.0
58,2.846,37204896.0,35925888.0,35175808.0
59,2.988,58083808.0,49639072.0,3219936.0
60,3.137,344819904.0,41572960.0,35925248.0
61,3.293,322658112.0,213882304.0,205362560.0
62,3.456,211800576.0,209437312.0,145446848.0
63,3.602,384532224.0,31639936.0,14190208.0
64,3.754,461550336.0,31594240.0,6444544.0
65,3.911,509600768.0,61702144.0,55455872.0
66,4.047,570061312.0,45852672.0,41153536.0
67,4.217,1110819072.0,15990528.0,72704.0
68,4.362,1305921024.0,2905344.0,1465344.0
69,4.513,1418239744.0,3532800.0,1870592.0
70,4.668,1459449856.0,5605376.0,0.0
71,4.827,1465663488.0,39678976.0,2406144.0
72,4.992,1506570496.0,64192512.0,2517504.0
73,5.127,1971615744.0,41193984.0,31939328.0
74,5.301,2102202624.0,39214080.0,28279808.0
75,5.444,2225608192.0,795142656.0,56715776.0
76,5.59,1870163456.0,809059328.0,146330624.0
77,5.739,1844472320.0,849934848.0,717876736.0
78,5.93,1832678400.0,1652227584.0,1373049856.0
79,6.087,1503511040.0,1322663936.0,815074816.0
80,6.207,1286233600.0,1103364096.0,1102832128.0
81,6.37,1006443520.0,819464192.0,806525952.0
82,6.537,362466304.0,171538432.0,141488128.0
83,6.707,2272674816.0,8335360.0,87040.0
84,6.836,2484108288.0,13996032.0,5821440.0
85,7.013,2597999616.0,409204736.0,7026688.0
86,7.147,2537134080.0,2518787072.0,220880896.0
87,7.33,1859203072.0,1832145920.0,1812644864.0
88,7.469,2145714176.0,1926805504.0,421249024.0
89,7.658,2201650176.0,1957859328.0,6397952.0
90,7.802,2347732992.0,2059533312.0,6242304.0
91,7.948,2795136000.0,2543678464.0,145295360.0
92,8.096,2752142336.0,2525894656.0,208317440.0
93,8.296,3749163008.0,2235160576.0,2051293184.0
94,8.449,2077960192.0,685250560.0,319408128.0
95,8.603,2105239552.0,500211712.0,488376320.0
96,8.76,1829232640.0,666456064.0,186732544.0
97,8.919,1867423744.0,1611057152.0,66535424.0
98,9.079,1909137408.0,1652948992.0,1477386240.0
99,9.242,2010185728.0,1742452736.0,45789184.0
100,9.407,2024568832.0,1436717056.0,11589632.0
101,9.573,2008991744.0,197419008.0,382976.0
102,9.742,2010855424.0,287944704.0,337920.0
103,9.855,1999247360.0,386453504.0,42838016.0
104,10.026,3200602112.0,276791296.0,206336000.0
105,10.2,3090741248.0,179771392.0,129480704.0
106,10.375,3169525760.0,211499008.0,127318016.0
107,10.552,3144988672.0,1552117760.0,49043456.0
108,10.671,3158562816.0,1533554688.0,24825856.0
109,10.852,3211151360.0,1550405632.0,15443968.0
110,11.034,3234648064.0,1562800128.0,31903744.0
111,11.156,3242504192.0,172771328.0,21565440.0
112,11.341,3545088000.0,41644032.0,35280896.0
113,11.527,3562651648.0,24350720.0,16273408.0
114,11.652,3571154944.0,19431424.0,7487488.0
115,11.842,3731017728.0,14864384.0,4009984.0
116,11.969,3567140864.0,154808320.0,53248.0
117,12.161,2252009472.0,2084237312.0,2134016.0
118,12.355,2191175680.0,2154610688.0,1670361088.0
119,12.485,2029211648.0,1669066752.0,1658662912.0
120,12.681,2072109056.0,1709080576.0,1707884544.0
121,12.812,2142969856.0,1781456896.0,192405504.0
122,13.011,2162237440.0,1794449408.0,2285568.0
123,13.145,2159624192.0,1666748416.0,2097152.0
124,13.346,1880391680.0,1661100032.0,139264.0
125,13.481,13054967808.0,1675239424.0,139264.0
126,13.684,13318103040.0,1672519680.0,3076096.0
127,13.821,13464653824.0,1664974848.0,108388352.0
