SnapshotNumber,Time_Gyr,LookbackTime_Gyr,Redshift,ExpansionFactor,VirialRadius_ckpc,VirialMass_1E10Msun,MainHaloIdx,MainSubhaloIdx,VirialRadius00_ckpc,VirialMass00_1E10Msun,ReferencePotential_(km/s)^2
50,1.692911,12.1276188,3.7087742999999995,0.21236950000000002,163.61620109999998,14.665598600000001,0,0,163.61620109999998,14.665598600000001,-369289.3125
51,1.8166297999999999,12.0039,3.4908614,0.22267440000000002,169.06610790000002,16.233884099999997,0,0,169.06610790000002,16.233884099999997,-369948.0625
52,1.9492319,11.8712979,3.2830331,0.23347939999999998,175.04389880000002,18.084077,0,0,175.04389880000002,18.084077,-368249.125
53,2.0913186,11.7292112,3.0848226000000003,0.2448087,175.6106244,18.3383775,0,0,175.6106244,18.3383775,-366702.25
54,2.2435237,11.5770061,2.895785,0.2566877,175.39285680000003,18.3592818,0,0,175.39285680000003,18.3592818,-368292.78125
55,2.3897091,11.4308207,2.7331426,0.2678708,180.71785069999999,20.1849693,0,0,180.71785069999999,20.1849693,-371046.125
56,2.5451363,11.2753935,2.5772903,0.27954120000000005,200.52352119999998,27.729727899999997,0,0,200.52352119999998,27.729727899999997,-372325.0
57,2.6914781000000003,11.1290517,2.4442257,0.29034099999999996,210.28500209999999,32.159868100000004,0,0,210.28500209999999,32.159868100000004,-372200.15625
58,2.8459209,10.974608900000002,2.3161107000000003,0.30155809999999994,215.4611162,34.81201420000001,0,0,215.4611162,34.81201420000001,-373284.5625
59,2.9880126000000002,10.8325172,2.2079255,0.31172790000000006,218.818286,36.6907343,0,0,218.818286,36.6907343,-375102.6875
60,3.1368772999999996,10.683652499999999,2.1032697,0.3222408,223.97606230000002,39.6077338,0,0,223.97606230000002,39.6077338,-378431.4375
61,3.2927892999999995,10.5277405,2.0020281000000004,0.33310809999999996,223.3972983,39.58782720000001,0,0,223.3972983,39.58782720000001,-378437.8125
62,3.4560273,10.364502499999999,1.9040895,0.344342,223.3457148,39.8801269,0,0,223.3457148,39.8801269,-382087.40625
63,3.6019898,10.218539999999999,1.8226893,0.3542721,223.7897373,40.419799299999994,0,0,223.7897373,40.419799299999994,-385744.53125
64,3.7537196,10.066810199999999,1.7435706000000002,0.36448850000000005,223.1254406,40.3897889,0,0,223.1254406,40.3897889,-383781.0625
65,3.9113954,9.9091344,1.6666696,0.3749996,222.44797319999998,40.369947100000005,0,0,222.44797319999998,40.369947100000005,-387910.3125
66,4.0474627,9.7730671,1.6042345,0.38399,222.72400860000002,40.8433169,0,0,222.72400860000002,40.8433169,-387641.03125
67,4.2165016,9.604028199999998,1.531239,0.3950634,223.67082709999997,41.7782836,0,0,223.67082709999997,41.7782836,-387162.0
68,4.362284900000001,9.4582449,1.4719748,0.40453490000000003,224.6014625,42.6846218,0,0,224.6014625,42.6846218,-390714.3125
69,4.5126456,9.307884199999998,1.4140982,0.4142334,227.3816054,44.7175818,0,0,227.3816054,44.7175818,-390424.9375
70,4.6676817999999995,9.152847999999999,1.3575767,0.4241644,228.99247880000001,46.1376489,0,0,228.99247880000001,46.1376489,-394444.0625
71,4.827489599999999,8.9930402,1.3023784999999999,0.4343335,231.2386249,48.023165899999995,0,0,231.2386249,48.023165899999995,-390480.84375
72,4.9921623,8.8283675,1.2484726000000002,0.4447464,232.4368744,49.333627299999996,0,0,232.4368744,49.333627299999996,-393935.71875
73,5.127464,8.693065800000001,1.2062581,0.4532561,232.82401430000002,50.061149799999995,0,0,232.82401430000002,50.061149799999995,-396233.34375
74,5.3011186,8.519411199999999,1.1546027,0.4641227,232.9188699,50.762424700000004,0,0,232.9188699,50.762424700000004,-396356.5625
75,5.4437164000000005,8.376813400000001,1.1141506,0.4730032,233.312958,51.572010799999994,0,0,233.312958,51.572010799999994,-394954.40625
76,5.589624099999999,8.2309057,1.0744579,0.48205370000000003,233.5666537,52.3242666,0,0,233.5666537,52.3242666,-395407.40625
77,5.7388805,8.0816493,1.0355104,0.49127730000000003,233.51153019999998,52.9026855,0,0,233.51153019999998,52.9026855,-396432.84375
78,5.9302152,7.890314599999999,0.9878528,0.5030554,232.8153511,53.2500498,0,0,232.8153511,53.2500498,-400867.40625
79,6.087135400000001,7.7333944,0.9505314,0.5126808,232.4210431,53.6665312,0,0,232.4210431,53.6665312,-401803.5
80,6.2070934,7.6134364,0.9230008,0.5200206,232.0141361,53.925949800000005,0,0,232.0141361,53.925949800000005,-405016.03125
81,6.3700838,7.450446,0.8868969000000001,0.5299706999999999,231.18161040000004,54.099798,0,0,231.18161040000004,54.099798,-402898.21875
82,6.5365796,7.2839502000000005,0.8514709,0.5401111,230.92542999999998,54.7210639,0,0,230.92542999999998,54.7210639,-404040.59375
83,6.7066037,7.1139261,0.81671,0.5504456,230.64726180000002,55.3530755,0,0,230.64726180000002,55.3530755,-406974.34375
84,6.836449099999999,6.9840807,0.7910682,0.558326,230.17357769999998,55.672452899999996,0,0,230.17357769999998,55.672452899999996,-407767.5
85,7.0126931,6.8078367,0.7574414,0.569009,229.28359780000002,55.934325699999995,0,0,229.28359780000002,55.934325699999995,-408537.25
86,7.1472212,6.6733085999999995,0.7326362,0.5771552,229.21429210000002,56.5998403,0,0,229.21429210000002,56.5998403,-406999.28125
87,7.3297275,6.4908023,0.7001064,0.5881985,228.96086019999998,57.41361429999999,0,0,228.96086019999998,57.41361429999999,-410478.78125
88,7.4689628,6.351567,0.6761104,0.5966194,229.5016952,58.6163444,0,0,229.5016952,58.6163444,-411196.65625
89,7.6577542,6.1627756,0.6446418,0.6080350999999999,231.3080185,61.1417505,0,0,231.3080185,61.1417505,-410773.1875
90,7.8017065,6.0188233,0.6214287,0.61674,231.61138480000002,62.291259499999995,0,0,231.61138480000002,62.291259499999995,-408460.40625
91,7.9476796,5.8728502,0.5985433000000001,0.6255695,231.73073480000002,63.3268791,0,0,231.73073480000002,63.3268791,-409225.875
92,8.095671099999999,5.7248586999999995,0.5759808000000001,0.6345255,231.4567003,64.072825,0,0,231.4567003,64.072825,-408401.375
93,8.296126600000001,5.5244032,0.5463922,0.6466665,230.5407088,64.67100119999999,0,0,230.5407088,64.67100119999999,-409865.09375
94,8.4488118,5.371718,0.5245658000000001,0.6559245,229.6705179,65.0020249,0,0,229.6705179,65.0020249,-412511.0625
95,8.6034987,5.2170311,0.5030475000000001,0.665315,228.71705899999998,65.2861486,0,0,228.71705899999998,65.2861486,-411709.84375
96,8.7601795,5.0603503,0.48183290000000006,0.6748399,227.6202175,65.47249860000001,0,0,227.6202175,65.47249860000001,-413307.03125
97,8.9188451,4.901684700000001,0.4609178,0.6845011999999999,226.57188109999998,65.7169668,0,0,226.57188109999998,65.7169668,-415108.875
98,9.0794853,4.7410445,0.4402978,0.6943008,225.16430730000002,65.6796248,0,0,225.16430730000002,65.6796248,-421556.21875
99,9.2420885,4.5784413,0.41996890000000003,0.7042408,223.77962290000002,65.6926669,0,0,223.77962290000002,65.6926669,-429175.65625
100,9.406641800000001,4.413888,0.399927,0.7143229999999999,222.5549441,65.8581731,0,0,222.5549441,65.8581731,-461438.6875
101,9.573131300000002,4.2473985,0.3801679,0.7245495,221.16916030000002,65.9003222,0,0,221.16916030000002,65.9003222,-426933.71875
102,9.7415418,4.078988,0.3606877,0.7349225,219.84982369999997,66.0325898,0,0,219.84982369999997,66.0325898,-418329.1875
103,9.8548746,3.9656552000000005,0.3478538,0.7419201999999999,218.99069269999995,66.15012660000001,0,0,218.99069269999995,66.15012660000001,-416585.59375
104,10.026449699999999,3.7940801,0.3288297,0.7525419,217.8803066,66.5160831,0,0,217.8803066,66.5160831,-412936.6875
105,10.199899499999999,3.6206303,0.3100741,0.7633156,217.1044656,67.21809549999999,0,0,217.1044656,67.21809549999999,-410392.46875
106,10.3752046,3.4453252,0.29158320000000004,0.7742435999999999,217.03230150000002,68.61474079999999,0,0,217.03230150000002,68.61474079999999,-409139.0625
107,10.5523448,3.268185,0.27335329999999997,0.785328,216.6237014,69.73788959999999,0,0,216.6237014,69.73788959999999,-408115.5
108,10.671447099999998,3.1490827,0.2613433,0.7928056,215.8504769,70.03993009999999,0,0,215.8504769,70.03993009999999,-405835.125
109,10.851597300000002,2.9689325,0.2435402,0.8041558000000001,214.96773100000001,70.7792282,0,0,214.96773100000001,70.7792282,-404638.53125
110,11.0335233,2.7870065,0.2259884,0.8156684000000001,214.027157,71.49771640000002,0,0,214.027157,71.49771640000002,-404027.78125
111,11.155782,2.6647477999999998,0.214425,0.8234349,213.7952733,72.3914205,0,0,213.7952733,72.3914205,-405705.71875
112,11.340613900000001,2.4799159,0.19728420000000002,0.8352235999999998,213.74439339999998,74.10860840000001,0,0,213.74439339999998,74.10860840000001,-402513.625
113,11.5271559,2.2933738999999997,0.18038529999999997,0.847181,212.97798509999998,75.1246058,0,0,212.97798509999998,75.1246058,-404107.1875
114,11.652454400000002,2.1680754,0.16925199999999999,0.8552476000000001,212.79623360000002,76.17669000000001,0,0,212.79623360000002,76.17669000000001,-398318.0625
115,11.841788300000001,1.9787415000000002,0.1527488,0.8674917,213.12684280000002,78.492026,0,0,213.12684280000002,78.492026,-401279.90625
116,11.968923199999999,1.8516066000000002,0.1418762,0.8757517,215.18151880000002,82.17172,0,0,215.18151880000002,82.17172,-402068.375
117,12.1609735,1.6595563000000002,0.12575930000000002,0.8882893,233.33072420000002,107.5050587,0,0,233.33072420000002,107.5050587,-396205.90625
118,12.354616199999999,1.4659136000000001,0.10986989999999998,0.9010065,235.80429049999998,113.9406449,0,0,235.80429049999998,113.9406449,-399190.75
119,12.4845818,1.335948,0.0994018,0.9095856,236.0220801,116.29847350000001,0,0,236.0220801,116.29847350000001,-394778.15625
120,12.6808145,1.1397153,0.0838844,0.9226075999999999,235.6507494,118.9253628,0,0,235.6507494,118.9253628,-391084.25
121,12.8124798,1.00805,0.07366139999999999,0.9313923000000001,235.08458450000003,120.2480389,0,0,235.08458450000003,120.2480389,-389806.78125
122,13.011220699999999,0.8093090999999999,0.0585073,0.9447266,233.96856949999997,121.87164650000001,0,0,233.96856949999997,121.87164650000001,-390995.75
123,13.1445304,0.6759994,0.0485236,0.9537219000000001,232.962032,122.58319420000001,0,0,232.962032,122.58319420000001,-390389.84375
124,13.345696100000001,0.4748337,0.0337244,0.9673759,231.29209930000002,123.4220111,0,0,231.29209930000002,123.4220111,-392120.40625
125,13.480594199999999,0.3399356,0.023974400000000003,0.9765869,230.22670040000003,124.0947082,0,0,230.22670040000003,124.0947082,-390998.5625
126,13.6841,0.1364298,0.009521700000000001,0.9905681000000001,227.66894249999999,123.5533331,0,0,227.66894249999999,123.5533331,-387827.6875
127,13.820529800000001,0.0,0.0,1.0,225.30472169999996,122.10939950000001,0,0,225.30472169999996,122.10939950000001,-385562.0
