,[Fe/H]_Median,[Fe/H]_MAD,StellarAge_BinCenters_Gyr,[Fe/H]_Median_H,[Fe/H]_MAD_H,[Fe/H]_Median_B,[Fe/H]_MAD_B,[Fe/H]_Median_CD,[Fe/H]_MAD_CD,[Fe/H]_Median_WD,[Fe/H]_MAD_WD
0,0.33843,0.183348,0.5,-0.097368,0.050712,0.491282,0.167801,0.219353,0.130497,0.337492,0.160194
1,0.225968,0.165662,1.5,-0.088834,0.086665,0.455595,0.199007,0.154109,0.114977,0.229698,0.167376
2,0.165002,0.172587,2.5,-0.06688,0.120255,0.450547,0.208147,0.100238,0.117052,0.16589,0.17657
3,0.126342,0.199412,3.5,-0.070565,0.15661,0.392586,0.176253,0.065969,0.15403,0.13142,0.197257
4,0.054627,0.190413,4.5,-0.115798,0.178915,0.294804,0.172964,0.036284,0.159015,0.061042,0.190819
5,-0.011181,0.199151,5.5,-0.145929,0.177954,0.253146,0.180513,-0.029122,0.172499,-0.008607,0.201712
6,-0.106053,0.213912,6.5,-0.266241,0.17598,0.117297,0.206943,-0.13021,0.183854,-0.107914,0.211379
7,-0.265645,0.195037,7.5,-0.417558,0.162885,-0.131363,0.238428,-0.267385,0.162006,-0.2579,0.182847
8,-0.359227,0.208665,8.5,-0.505405,0.168259,-0.187479,0.242997,-0.349029,0.182885,-0.342206,0.195945
9,-0.569725,0.223667,9.5,-0.681055,0.197366,-0.409575,0.229625,-0.576937,0.2067,-0.55629,0.215741
10,-0.736218,0.233035,10.5,-0.825434,0.216088,-0.585888,0.238889,-0.724258,0.230051,-0.719791,0.228729
11,-1.012821,0.269164,11.5,-1.108793,0.227686,-0.709145,0.247594,-0.993837,0.286684,-0.989766,0.274102
12,-1.363071,0.349208,12.5,-1.501782,0.316468,-1.054833,0.323617,-1.335461,0.352173,-1.352131,0.351389
13,-1.970676,0.457594,13.5,-2.158853,0.462899,-1.724505,0.412313,-1.917803,0.425311,-1.960027,0.453032
