SnapshotNumber,Time_Gyr,StellarMassInR200_Msun,StellarMassIn0.5R200_Msun,StellarMassIn0.3R200_Msun
0,,,,
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
6,,,,
7,,,,
8,,,,
9,,,,
10,,,,
11,,,,
12,,,,
13,,,,
14,,,,
15,,,,
16,,,,
17,,,,
18,,,,
19,,,,
20,,,,
21,,,,
22,,,,
23,,,,
24,,,,
25,,,,
26,,,,
27,,,,
28,,,,
29,,,,
30,,,,
31,,,,
32,,,,
33,,,,
34,,,,
35,0.597,191785.75,139294.03125,67031.875
36,0.641,0.0,0.0,0.0
37,0.689,261772.71875,261772.71875,0.0
38,0.734,56056.0,0.0,0.0
39,0.788,0.0,0.0,0.0
40,0.846,123506.0,0.0,0.0
41,0.908,0.0,0.0,0.0
42,0.968,54198.0,0.0,0.0
43,1.039,45716.0,0.0,0.0
44,1.115,0.0,0.0,0.0
45,1.197,1793440.0,0.0,0.0
46,1.285,279144.0,0.0,0.0
47,1.37,238104.0,0.0,0.0
48,1.47,39424.0,0.0,0.0
49,1.578,4053416.0,0.0,0.0
50,1.693,0.0,0.0,0.0
51,1.817,0.0,0.0,0.0
52,1.949,39248.0,39256.0,0.0
53,2.091,366624.0,0.0,0.0
54,2.244,0.0,0.0,0.0
55,2.39,0.0,0.0,0.0
56,2.545,0.0,0.0,0.0
57,2.691,0.0,0.0,0.0
58,2.846,0.0,0.0,0.0
59,2.988,8609888.0,0.0,0.0
60,3.137,0.0,0.0,0.0
61,3.293,7295616.0,7005312.0,146688.0
62,3.456,24441728.0,0.0,0.0
63,3.602,1794315904.0,691675392.0,7998976.0
64,3.754,2037400064.0,783529088.0,14512256.0
65,3.911,2719071744.0,359068544.0,265041152.0
66,4.047,3410390528.0,1390215296.0,384353152.0
67,4.217,2731525888.0,2381732096.0,2181807616.0
68,4.362,2733574912.0,2609258240.0,2015564032.0
69,4.513,1646286848.0,1583840256.0,1554781696.0
70,4.668,1474290176.0,1038759424.0,955756032.0
71,4.827,969647104.0,481845248.0,465220096.0
72,4.992,617627648.0,149271552.0,128066560.0
73,5.127,425040896.0,20976640.0,0.0
74,5.301,43816960.0,20485120.0,249344.0
75,5.444,79998976.0,25704448.0,32768.0
76,5.59,1097472000.0,21414912.0,2915328.0
77,5.739,1896581120.0,19625984.0,116736.0
78,5.93,1915243520.0,1442487296.0,4730880.0
79,6.087,1290716160.0,821724160.0,803580928.0
80,6.207,1679363072.0,1217677312.0,1216275456.0
81,6.37,1881593856.0,1428817920.0,135945216.0
82,6.537,1719648256.0,1269565440.0,713083904.0
83,6.707,1031502848.0,1021769728.0,539228160.0
84,6.836,541034496.0,525379584.0,492269568.0
85,7.013,382111744.0,360132608.0,358600704.0
86,7.147,436817920.0,416000000.0,34111488.0
87,7.33,432230400.0,419037184.0,5208064.0
88,7.469,430944256.0,385560576.0,3182592.0
89,7.658,422162432.0,393981952.0,8474624.0
90,7.802,422866944.0,398680064.0,8591360.0
91,7.948,409415680.0,392773632.0,13586432.0
92,8.096,364476416.0,348233728.0,334256128.0
93,8.296,313442304.0,293904384.0,285206528.0
94,8.449,297271296.0,277090304.0,228814848.0
95,8.603,301365248.0,282525696.0,200704.0
96,8.76,298749952.0,280242176.0,7452672.0
97,8.919,292237312.0,278675456.0,6283264.0
98,9.079,278433792.0,264245248.0,261967872.0
99,9.242,188631040.0,174055424.0,170283008.0
100,9.407,0.0,0.0,0.0
101,9.573,0.0,0.0,0.0
102,9.742,0.0,0.0,0.0
103,9.855,0.0,0.0,0.0
104,10.026,0.0,0.0,0.0
105,10.2,101191680.0,99172352.0,99174400.0
106,10.375,90394624.0,85594112.0,73728.0
107,10.552,84250624.0,4993024.0,0.0
108,10.671,81829888.0,364544.0,0.0
109,10.852,71376896.0,70692864.0,2129920.0
110,11.034,52928512.0,49557504.0,48979968.0
111,11.156,54644736.0,51273728.0,50003968.0
112,11.341,42885120.0,41988096.0,0.0
113,11.527,46350336.0,33005568.0,0.0
114,11.652,44527616.0,41545728.0,0.0
115,11.842,39301120.0,33927168.0,31010816.0
116,11.969,38670336.0,32681984.0,29724672.0
117,12.161,33206272.0,26165248.0,24109056.0
118,12.355,29597696.0,22671360.0,20283392.0
119,12.485,30994432.0,22454272.0,20385792.0
120,12.681,35708928.0,16613376.0,15327232.0
121,12.812,420290560.0,15147008.0,14446592.0
122,13.011,33481666560.0,12886016.0,11038720.0
123,13.145,33558011904.0,17424384.0,6234112.0
124,13.346,33187229696.0,2203095040.0,4280320.0
125,13.481,32722190336.0,32498700288.0,28409856.0
126,13.684,30512390144.0,28961697792.0,28951306240.0
127,13.821,26379059200.0,19982049280.0,19981328384.0
