CylindricalRadius_ckpc,SurfaceDensity_Type0_Msun/ckpc^2,SurfaceDensity_Type4_Msun/ckpc^2,SurfaceDensity_Type4_H_Msun/ckpc^2,SurfaceDensity_Type4_B_Msun/ckpc^2,SurfaceDensity_Type4_CD_Msun/ckpc^2,SurfaceDensity_Type4_WD_Msun/ckpc^2
34.25,4.0751,0.7076,0.3799,0.0,0.0786,0.2491
34.75,3.7194,0.7135,0.4184,0.0,0.0614,0.2337
35.25,3.5179,0.6565,0.3702,0.0,0.0545,0.2318
35.75,3.4227,0.6002,0.3517,0.0,0.0461,0.2024
36.25,3.102,0.5819,0.3535,0.0,0.0406,0.1877
36.75,2.9362,0.5818,0.3567,0.0,0.0431,0.1821
37.25,2.7916,0.5295,0.325,0.0,0.0385,0.1661
37.75,2.6667,0.498,0.3111,0.0,0.0327,0.1543
38.25,2.4299,0.5212,0.3374,0.0,0.0303,0.1535
38.75,2.306,0.4872,0.3173,0.0,0.0356,0.1343
39.25,2.2564,0.4751,0.3069,0.0,0.0345,0.1337
39.75,2.064,0.4554,0.292,0.0,0.0281,0.1354
40.25,1.9686,0.4216,0.2677,0.0,0.0362,0.1178
40.75,1.9102,0.4466,0.2939,0.0,0.0359,0.1168
41.25,1.8161,0.4131,0.2753,0.0,0.0258,0.112
41.75,1.7038,0.3921,0.2698,0.0,0.0275,0.0949
42.25,1.6456,0.3703,0.2554,0.0,0.0274,0.0874
42.75,1.5309,0.3806,0.2624,0.0,0.0238,0.0944
43.25,1.5992,0.3647,0.256,0.0,0.0272,0.0815
43.75,1.4791,0.3478,0.2398,0.0,0.0304,0.0775
44.25,1.5059,0.3376,0.2313,0.0,0.0261,0.0802
44.75,1.4857,0.326,0.2338,0.0,0.0233,0.069
45.25,1.4212,0.3039,0.2082,0.0,0.024,0.0718
45.75,1.454,0.3192,0.2199,0.0,0.0316,0.0678
46.25,1.4122,0.2948,0.213,0.0,0.0223,0.0595
46.75,1.4131,0.2831,0.1992,0.0,0.0232,0.0607
47.25,1.3185,0.2621,0.18,0.0,0.0231,0.059
47.75,1.2494,0.2697,0.1958,0.0,0.0186,0.0553
48.25,1.1683,0.2592,0.1849,0.0,0.0212,0.0531
48.75,1.1958,0.2375,0.1681,0.0,0.0204,0.049
49.25,1.1665,0.2574,0.1873,0.0,0.0154,0.0548
49.75,1.1701,0.2438,0.1759,0.0,0.0196,0.0484
