SnapshotNumber,Time_Gyr,StellarMassInR200_Msun,StellarMassIn0.5R200_Msun,StellarMassIn0.3R200_Msun
0,,,,
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
6,,,,
7,,,,
8,,,,
9,,,,
10,,,,
11,,,,
12,,,,
13,,,,
14,,,,
15,,,,
16,,,,
17,,,,
18,,,,
19,,,,
20,,,,
21,,,,
22,,,,
23,,,,
24,,,,
25,,,,
26,,,,
27,,,,
28,,,,
29,,,,
30,,,,
31,,,,
32,,,,
33,,,,
34,,,,
35,0.597,332421.0,0.0,0.0
36,0.641,660642.0,69248.0,0.0
37,0.689,1489254.0,263824.0,185260.0
38,0.734,1205336.0,1205336.0,260056.0
39,0.788,224416.0,0.0,0.0
40,0.846,428576.0,190376.0,190384.0
41,0.908,1670288.0,38408.0,0.0
42,0.968,4179000.0,58616.0,0.0
43,1.039,22383632.0,1901088.0,0.0
44,1.115,60020128.0,15845984.0,283872.0
45,1.197,51190528.0,37389600.0,6213040.0
46,1.285,126379968.0,39819296.0,29984544.0
47,1.37,32158144.0,29051776.0,15318272.0
48,1.47,114448640.0,97357056.0,5899136.0
49,1.578,21045888.0,15776128.0,3946752.0
50,1.693,22957056.0,1350400.0,714880.0
51,1.817,934780672.0,7260160.0,1858816.0
52,1.949,130116352.0,112736000.0,22172416.0
53,2.091,928288256.0,792943616.0,28848640.0
54,2.244,149860864.0,114084864.0,4543488.0
55,2.39,75921920.0,31401472.0,26265600.0
56,2.545,63509504.0,20759040.0,667648.0
57,2.691,196023808.0,8241152.0,5270528.0
58,2.846,172068864.0,144146432.0,108604416.0
59,2.988,117448704.0,90535936.0,13831168.0
60,3.137,67613696.0,55898112.0,550912.0
61,3.293,130172928.0,31076352.0,30136320.0
62,3.456,4442900480.0,46437376.0,9536512.0
63,3.602,3596612608.0,3134048256.0,91350016.0
64,3.754,1738061824.0,1685678080.0,1681809408.0
65,3.911,2319233024.0,2282117120.0,2132559872.0
66,4.047,1783617536.0,1742757888.0,1712443392.0
67,4.217,85665792.0,32612352.0,2121728.0
68,4.362,106463232.0,9951232.0,8177664.0
69,4.513,133498880.0,9635840.0,47104.0
70,4.668,140658688.0,61435904.0,512000.0
71,4.827,148598784.0,84621312.0,84281344.0
72,4.992,163903488.0,34992128.0,4007936.0
73,5.127,414842880.0,6692864.0,3446784.0
74,5.301,459558912.0,12611584.0,966656.0
75,5.444,498892800.0,263585792.0,8536064.0
76,5.59,484753408.0,342278144.0,9863168.0
77,5.739,445497344.0,322162688.0,34897920.0
78,5.93,495087616.0,48795648.0,102400.0
79,6.087,493797376.0,2580480.0,417792.0
80,6.207,476766208.0,1667072.0,0.0
81,6.37,484917248.0,27324416.0,0.0
82,6.537,463310848.0,46940160.0,46428160.0
83,6.707,427859968.0,41328640.0,37363712.0
84,6.836,425881600.0,52535296.0,2785280.0
85,7.013,417292288.0,33886208.0,21774336.0
86,7.147,1051688960.0,30937088.0,19853312.0
87,7.33,3558027264.0,27664384.0,466944.0
88,7.469,4263301120.0,561229824.0,253952.0
89,7.658,4446400512.0,1159901184.0,556310528.0
90,7.802,4532817920.0,3881570304.0,945414144.0
91,7.948,4340387840.0,4182941696.0,2626449408.0
92,8.096,4496121856.0,3852111872.0,1587154944.0
93,8.296,4883984384.0,3347050496.0,218132480.0
94,8.449,5042798592.0,997756928.0,28835840.0
95,8.603,5083660288.0,1433559040.0,17567744.0
96,8.76,5147955200.0,1091764224.0,5677056.0
97,8.919,5190324224.0,1057841152.0,521076736.0
98,9.079,4971094016.0,810524672.0,438288384.0
99,9.242,4959436800.0,761503744.0,382484480.0
100,9.407,5012414464.0,3823452160.0,354779136.0
101,9.573,4937359360.0,4248477696.0,47849472.0
102,9.742,3463266304.0,3016925184.0,2414190592.0
103,9.855,1804804096.0,1348780032.0,751288320.0
104,10.026,1900077056.0,1467195392.0,799293440.0
105,10.2,1584545792.0,1457217536.0,965869568.0
106,10.375,998023168.0,867516416.0,271220736.0
107,10.552,1035460608.0,895606784.0,439074816.0
108,10.671,920158208.0,687136768.0,341114880.0
109,10.852,835862528.0,562946048.0,37388288.0
110,11.034,814505984.0,542457856.0,622592.0
111,11.156,802938880.0,608600064.0,835584.0
112,11.341,783704064.0,512868352.0,381173760.0
113,11.527,736854016.0,469835776.0,440516608.0
114,11.652,692060160.0,528891904.0,425656320.0
115,11.842,668155904.0,523534336.0,358293504.0
116,11.969,652312576.0,513933312.0,145760256.0
117,12.161,619610112.0,486187008.0,80887808.0
118,12.355,586989568.0,473694208.0,83378176.0
119,12.485,708337664.0,453206016.0,36397056.0
120,12.681,678387712.0,423542784.0,128294912.0
121,12.812,631922688.0,336453632.0,315654144.0
122,13.011,640802816.0,331988992.0,327467008.0
123,13.145,615030784.0,312279040.0,297926656.0
124,13.346,601882624.0,305324032.0,225222656.0
125,13.481,600186880.0,297820160.0,237903872.0
126,13.684,600358912.0,329932800.0,58040320.0
127,13.821,596869120.0,371646464.0,17776640.0
