,Time_Gyr,ExpansionFactor,zPositionMedian_kpc,zPosition16thPercentile_kpc,zPosition84thPercentile_kpc,zPositionAbsMedian_kpc,zPositionAbs16thPercentile_kpc,zPositionAbs84thPercentile_kpc,zAngularMomFracMedian,zAngularMomFrac16thPercentile,zAngularMomFrac84thPercentile,CircularityMedian,Circularity16thPercentile,Circularity84thPercentile
0,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,
37,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,
40,0.8458612530579325,0.1334828742744916,0.05946346345846143,0.05946346345846143,0.05946346345846143,0.05946346345846143,0.05946346345846143,0.05946346345846143,0.8365118120557022,0.8365118120557022,0.8365118120557022,0.8579996742036381,0.8579996742036381,0.8579996742036381
41,0.9080449696290195,0.13995994787469493,0.1729368867559214,-0.032001816112716464,0.31954981663443255,0.19818726770100142,0.1677758639531066,0.31954981663443255,0.8264107815948329,0.5112554224971285,0.9510446862842626,0.9118476230097783,0.69648329105363,1.0871717288372185
42,0.9678924784861273,0.14605760406878063,0.1459524153584167,-0.1628662874895257,0.332236157063691,0.27853835489048795,0.1271226023925562,0.3369617694192145,0.8929804854077276,0.545015235158043,0.9361917699836652,0.5698548422288713,0.478670866787088,0.7546581772578169
43,1.0390037466243902,0.15314484920464314,-0.32233928158260317,-1.8855515266774245,0.5843431064814152,0.45867276900665593,0.3221283886509029,2.3611670723628144,0.44572042211931406,-0.6465674949153122,0.818947067470149,0.46863409453549937,-0.37178692689295867,1.030100789111431
