,[Fe/H]_Median,[Fe/H]_MAD,StellarAge_BinCenters_Gyr,[Fe/H]_Median_H,[Fe/H]_MAD_H,[Fe/H]_Median_B,[Fe/H]_MAD_B,[Fe/H]_Median_CD,[Fe/H]_MAD_CD,[Fe/H]_Median_WD,[Fe/H]_MAD_WD
0,0.095401,0.183722,0.5,-0.239747,0.055228,0.773281,0.081649,0.085781,0.158671,0.036631,0.272837
1,0.125621,0.167647,1.5,0.001141,0.159016,0.575192,0.127813,0.128376,0.142808,0.118653,0.171254
2,-0.034447,0.195337,2.5,-0.140311,0.170857,0.516275,0.149036,-0.025399,0.176494,0.018825,0.189714
3,-0.055964,0.213971,3.5,-0.226023,0.16328,0.320671,0.225634,-0.047892,0.188739,-0.018626,0.201126
4,-0.109972,0.230217,4.5,-0.292226,0.175951,0.190917,0.229124,-0.038081,0.206119,-0.025466,0.221093
5,-0.176601,0.23761,5.5,-0.330327,0.177378,0.18512,0.20471,-0.095419,0.234403,-0.078915,0.241759
6,-0.205411,0.232627,6.5,-0.381107,0.195709,0.119769,0.262115,-0.139478,0.195941,-0.132381,0.207737
7,-0.163188,0.240731,7.5,-0.49606,0.196913,0.009931,0.205334,-0.195126,0.20278,-0.174899,0.210121
8,-0.396511,0.225889,8.5,-0.552308,0.189835,-0.186143,0.171532,-0.439619,0.217509,-0.419317,0.22008
9,-0.557117,0.259053,9.5,-0.691094,0.219155,-0.263396,0.211625,-0.582642,0.257414,-0.577205,0.253439
10,-0.702979,0.267122,10.5,-0.867404,0.226954,-0.432034,0.216567,-0.747149,0.268891,-0.724433,0.267446
11,-0.9294,0.306852,11.5,-1.11645,0.262758,-0.640416,0.227506,-0.940308,0.301045,-0.945801,0.309966
12,-1.354415,0.36136,12.5,-1.500081,0.332877,-1.05446,0.307348,-1.35462,0.335301,-1.348499,0.353095
13,-2.15094,0.507254,13.5,-2.312284,0.549066,-1.857185,0.451565,-2.120251,0.454869,-2.192084,0.507495
