CylindricalRadius_ckpc,SurfaceDensity_Type0_Msun/ckpc^2,SurfaceDensity_Type4_Msun/ckpc^2,SurfaceDensity_Type4_H_Msun/ckpc^2,SurfaceDensity_Type4_B_Msun/ckpc^2,SurfaceDensity_Type4_CD_Msun/ckpc^2,SurfaceDensity_Type4_WD_Msun/ckpc^2
0.25,47.9534,3531.6541,9.6359,2234.6027,441.3167,846.0988
0.75,99.7423,1967.6601,8.4171,1129.6305,301.0613,528.5512
1.25,58.5311,907.9367,9.3548,462.3837,170.7674,265.4307
1.75,38.7723,531.8335,9.2245,241.2014,119.9328,161.4748
2.25,38.0314,356.8365,10.5816,145.4964,89.6393,111.1193
2.75,34.7769,262.6985,10.4337,97.8641,74.0624,80.3383
3.25,32.2124,201.6839,10.8527,69.1869,60.2257,61.4185
3.75,30.9202,158.3542,11.0562,49.4959,51.3704,46.4318
4.25,31.2779,128.0057,11.6456,35.3606,46.182,34.8175
4.75,35.1406,104.9557,12.5032,25.5723,38.5497,28.3304
5.25,39.7258,89.0566,14.3606,18.3274,33.3057,23.0629
5.75,40.0997,75.9183,17.4925,11.2323,27.8893,19.3042
6.25,42.4841,65.0007,22.9068,1.9951,23.7892,16.3096
6.75,43.8709,56.6129,22.3015,0.0,20.2967,14.0148
7.25,42.1368,48.6823,19.5733,0.0,17.122,11.9869
7.75,38.0786,43.5218,17.818,0.0,15.151,10.5528
8.25,34.7338,38.0947,15.959,0.0,12.9959,9.1398
8.75,31.7303,34.8811,14.8273,0.0,12.0232,8.0305
9.25,30.2465,32.1462,13.4192,0.0,11.4456,7.2814
9.75,30.3722,30.0764,12.1004,0.0,10.9136,7.0624
10.25,29.7097,27.2603,10.6522,0.0,10.1161,6.492
10.75,30.2267,24.7153,9.5005,0.0,9.1768,6.0381
11.25,28.7845,22.5943,8.7844,0.0,8.3322,5.4777
11.75,27.5818,20.7865,7.864,0.0,7.8673,5.0552
12.25,26.792,19.0571,7.2567,0.0,7.2408,4.5596
12.75,25.7868,17.5238,6.7475,0.0,6.7672,4.0091
13.25,24.6812,15.8236,6.359,0.0,5.7822,3.6824
13.75,24.125,14.4058,5.8496,0.0,5.1774,3.3788
14.25,24.3406,13.2789,5.4292,0.0,4.6441,3.2056
14.75,25.1089,12.1209,5.0829,0.0,4.1393,2.8987
15.25,26.0284,10.9938,4.7834,0.0,3.649,2.5614
15.75,25.1591,10.1994,4.4974,0.0,3.2782,2.4239
16.25,22.9175,9.3363,4.2509,0.0,2.9778,2.1076
16.75,21.0593,8.6461,3.8496,0.0,2.6945,2.102
17.25,19.6542,8.1826,3.7431,0.0,2.5384,1.9011
