,Time_Gyr,ExpansionFactor,zPositionMedian_kpc,zPosition16thPercentile_kpc,zPosition84thPercentile_kpc,zPositionAbsMedian_kpc,zPositionAbs16thPercentile_kpc,zPositionAbs84thPercentile_kpc,zAngularMomFracMedian,zAngularMomFrac16thPercentile,zAngularMomFrac84thPercentile,CircularityMedian,Circularity16thPercentile,Circularity84thPercentile
0,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,
37,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,
40,,,,,,,,,,,,,,
41,0.9080449696290195,0.13995994787469493,-0.03370645528790936,-0.8605080111988915,0.279835057182894,0.44590852573746825,0.13144231182105282,0.8605080111988914,0.9702786264786695,0.7213983177684269,0.9884257626488875,0.9696857993400163,0.8547886734256299,0.9999042112316012
42,0.9678924784861273,0.14605760406878063,-0.01578828602398645,-0.3187090299484491,0.7405786822389202,0.394364670713764,0.2048727725016761,0.8179809028161877,0.9357449894278684,0.8541005341839049,0.9845513245922319,0.6741262174863025,0.32440369608437775,0.9573293840832628
43,1.0390037466243902,0.15314484920464314,-0.41558452548563485,-0.7892083458215325,0.39957463896707646,0.6076722466505651,0.28680789675601936,0.913113928355677,0.9212529441317481,0.7541706179770976,0.971738914005109,0.8405196878472756,0.5689200025015357,1.0662956674624058
44,1.115309430693374,0.1605759932010687,-0.010513558930854257,-0.027853388821003952,0.4275711807152461,0.03601330876930969,0.018673478879159995,0.44245977837929856,0.9345111846247491,0.7979710841791828,0.9785516663955904,1.0318375920930198,0.9023283957896765,1.0391382546767656
