SnapshotNumber,Time_Gyr,StellarMassInR200_Msun,StellarMassIn0.5R200_Msun,StellarMassIn0.3R200_Msun
0,,,,
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
6,,,,
7,,,,
8,,,,
9,,,,
10,,,,
11,,,,
12,,,,
13,,,,
14,,,,
15,,,,
16,,,,
17,,,,
18,,,,
19,,,,
20,,,,
21,,,,
22,,,,
23,,,,
24,,,,
25,,,,
26,,,,
27,,,,
28,,,,
29,,,,
30,,,,
31,,,,
32,,,,
33,,,,
34,,,,
35,0.597,42816.0,0.0,0.0
36,0.641,0.0,0.0,0.0
37,0.689,34079.5,0.0,0.0
38,0.734,0.0,0.0,0.0
39,0.788,59279.0,59279.0,0.0
40,0.846,7107029.0,0.0,0.0
41,0.908,5025308.0,5025310.0,1111288.0
42,0.968,7588976.0,6160448.0,1555344.0
43,1.039,2779708.0,1047560.0,307056.0
44,1.115,949067.0,0.0,0.0
45,1.197,6709421.0,153304.0,0.0
46,1.285,101924.0,35344.0,0.0
47,1.37,1669048.0,1119640.0,98440.0
48,1.47,570608.0,397176.0,260672.0
49,1.578,881504.0,318688.0,0.0
50,1.693,801648.0,231616.0,44400.0
51,1.817,4577536.0,189200.0,0.0
52,1.949,114506608.0,4958624.0,862336.0
53,2.091,34709792.0,33781120.0,33530400.0
54,2.244,131769408.0,95890784.0,71396832.0
55,2.39,20427008.0,15500672.0,15160320.0
56,2.545,29016000.0,18296704.0,0.0
57,2.691,30770176.0,5615296.0,0.0
58,2.846,31308032.0,18303808.0,152640.0
59,2.988,95193760.0,4756256.0,56608.0
60,3.137,95684544.0,3079680.0,41696.0
61,3.293,94052224.0,3065632.0,0.0
62,3.456,95479168.0,17481376.0,0.0
63,3.602,869125632.0,85076544.0,7838080.0
64,3.754,892390592.0,67485056.0,29432576.0
65,3.911,282362752.0,273016064.0,269783808.0
66,4.047,845592064.0,843964288.0,785111808.0
67,4.217,736799616.0,733824000.0,733139456.0
68,4.362,2139776.0,26496.0,26496.0
69,4.513,1732224.0,312192.0,285760.0
70,4.668,9535488.0,54272.0,0.0
71,4.827,11429376.0,989952.0,41216.0
72,4.992,114966784.0,1863680.0,75520.0
73,5.127,8051968.0,4705792.0,472064.0
74,5.301,3990949888.0,6179584.0,5723392.0
75,5.444,4545074688.0,91244288.0,5238528.0
76,5.59,4315942400.0,3889698816.0,3880296448.0
77,5.739,2737148928.0,2699828736.0,2283260416.0
78,5.93,472041472.0,461677568.0,14100480.0
79,6.087,501457920.0,359131136.0,683008.0
80,6.207,520207360.0,343427072.0,4399104.0
81,6.37,529949696.0,10475520.0,3972096.0
82,6.537,521282560.0,4834304.0,324608.0
83,6.707,514843648.0,841728.0,486400.0
84,6.836,415619072.0,556032.0,357376.0
85,7.013,361199616.0,550912.0,30720.0
86,7.147,362131456.0,506880.0,0.0
87,7.33,363550720.0,359424.0,0.0
88,7.469,369187840.0,599040.0,0.0
89,7.658,368220160.0,111728640.0,0.0
90,7.802,385849344.0,358899712.0,3433472.0
91,7.948,5404585984.0,327362560.0,327222272.0
92,8.096,5630214144.0,209256448.0,207860736.0
93,8.296,5925492736.0,4973422592.0,275798016.0
94,8.449,5297795072.0,5102862336.0,4706504704.0
95,8.603,4449173504.0,4249257984.0,3999416320.0
96,8.76,5856229376.0,5826852864.0,1102473216.0
97,8.919,6049675264.0,5974069248.0,167471104.0
98,9.079,6528378880.0,6362445824.0,14821376.0
99,9.242,7411181568.0,6812751872.0,88776704.0
100,9.407,7021518848.0,6472828928.0,1144860672.0
101,9.573,6212063232.0,6185924608.0,5915248640.0
102,9.742,1307752448.0,1250230272.0,917831680.0
103,9.855,2419269632.0,2351282176.0,2010941440.0
104,10.026,780013568.0,664983552.0,135102464.0
105,10.2,683976704.0,558139392.0,32362496.0
106,10.375,644130816.0,263303168.0,7985152.0
107,10.552,653316096.0,266903552.0,1798144.0
108,10.671,570118144.0,420974592.0,385024.0
109,10.852,573235200.0,511176704.0,872448.0
110,11.034,6821355520.0,475873280.0,314445824.0
111,11.156,6870245376.0,362323968.0,325054464.0
112,11.341,6985281536.0,696983552.0,233951232.0
113,11.527,6743216128.0,6738292736.0,6374510592.0
114,11.652,2274938880.0,2263961600.0,2240086016.0
115,11.842,3415875584.0,3378466816.0,3347832832.0
116,11.969,4607901696.0,4384411648.0,4259622912.0
117,12.161,4830724096.0,4433293312.0,4421832704.0
118,12.355,1263267840.0,903041024.0,869949440.0
119,12.485,1024942080.0,832532480.0,658919424.0
120,12.681,403275776.0,222818304.0,219602944.0
121,12.812,405544960.0,219463680.0,219181056.0
122,13.011,397045760.0,217829376.0,43569152.0
123,13.145,379117568.0,208736256.0,39796736.0
124,13.346,347598848.0,32002048.0,28004352.0
125,13.481,338206720.0,41394176.0,24928256.0
126,13.684,292253696.0,66154496.0,21315584.0
127,13.821,151343104.0,107106304.0,20926464.0
