,GravPotential_(km/s)^2,SphericalRadius_ckpc
0,-146526.13900434837,0.0
1,-121933.86871332073,1.0
2,-101055.01557158468,2.0
3,-86522.00664969867,3.0
4,-75590.19993684308,4.0
5,-66914.60342715781,5.0
6,-59650.764098508436,6.0
7,-53455.46127523652,7.0
8,-48041.886680508214,8.0
9,-43173.28631533699,9.0
10,-38898.24771612127,10.0
11,-34931.55362975752,11.0
12,-31302.32701568351,12.0
13,-27985.91570062989,13.0
14,-24878.500709985125,14.0
15,-22014.25460017448,15.0
16,-19313.651317830245,16.0
17,-16706.016846468323,17.0
18,-14352.772794637891,18.0
19,-12100.251906144587,19.0
20,-9938.908177034464,20.0
21,-7901.163752158012,21.0
22,-5967.590240092914,22.0
23,-4189.495441533393,23.0
24,-2445.378659956065,24.0
25,-792.1337606656728,25.0
26,807.3717206134727,26.0
27,2340.2478025271093,27.0
28,3769.8591155653367,28.0
29,5173.88253305621,29.0
30,6519.462193513993,30.0
31,7832.880958904347,31.0
32,9048.139007379792,32.0
33,10226.2600587104,33.0
34,11356.631924505748,34.0
35,12461.355437271708,35.0
36,13519.341388889334,36.0
37,14539.14072375295,37.0
38,15522.052310061157,38.0
39,16466.723083842728,39.0
40,17373.657151711963,40.0
41,18279.277749135363,41.0
42,19158.976363733324,42.0
43,19975.197027038463,43.0
44,20808.73621082379,44.0
45,21588.93987272322,45.0
46,22375.63345970562,46.0
47,23110.783432019372,47.0
48,23843.403225258677,48.0
49,24539.940265970698,49.0
50,25242.13509935113,50.0
51,25913.980355110372,51.0
52,26586.92296528979,52.0
53,27226.44380186599,53.0
54,27849.21189697514,54.0
55,28471.27217030862,55.0
56,29086.843472570315,56.0
57,29671.61821739947,57.0
58,30240.009337114523,58.0
59,30805.129427458753,59.0
60,31371.4634090834,60.0
61,31890.87081199461,61.0
62,32405.135365782593,62.0
63,32940.084050615114,63.0
64,33442.33974709665,64.0
65,33961.62540650724,65.0
66,34432.6876189417,66.0
67,34917.22896389022,67.0
68,35383.36452574104,68.0
69,35854.11312839576,69.0
70,36294.878356873516,70.0
71,36733.330836699315,71.0
72,37191.7282627169,72.0
73,37586.16855133745,73.0
74,38027.15116115843,74.0
75,38434.963351068225,75.0
76,38821.89687546725,76.0
77,39215.50409805049,77.0
78,39585.73008363992,78.0
79,39949.05098738956,79.0
80,40364.66595221185,80.0
81,40751.420631055385,81.0
82,41128.587944405124,82.0
83,41475.66802273709,83.0
84,41815.08534799221,84.0
85,42170.85838778068,85.0
86,42542.220858433735,86.0
87,42870.89671851361,87.0
88,43172.7640692977,88.0
89,43483.21949754064,89.0
90,43803.2901671941,90.0
91,44113.39965442581,91.0
92,44398.92956893321,92.0
93,44717.82602412637,93.0
94,45001.6290143632,94.0
95,45312.87239983261,95.0
96,45559.653409756,96.0
97,45826.44059509569,97.0
98,46133.06987966921,98.0
99,46462.3931079621,99.0
100,46758.736884194775,100.0
101,47014.65773852178,101.0
102,47324.609386448254,102.0
103,47602.42338276169,103.0
104,47831.02127277139,104.0
105,48105.96498858186,105.0
106,48360.9282942362,106.0
107,48612.90032160798,107.0
108,48920.89481061614,108.0
109,49179.2088623317,109.0
110,49410.662102945076,110.0
111,49671.06819947747,111.0
112,49920.31155481467,112.0
113,50154.22769233527,113.0
114,50396.31929290546,114.0
115,50638.315724606735,115.0
116,50848.193159167895,116.0
117,51117.08562749905,117.0
118,51347.43490701351,118.0
119,51581.33105651684,119.0
120,51812.423918766086,120.0
121,52043.76008564769,121.0
122,52271.486983733244,122.0
123,52494.33480898674,123.0
124,52706.13156369885,124.0
125,52941.84767150879,125.0
126,53120.033111572266,126.0
127,53351.32308596144,127.0
128,53547.659159536684,128.0
