,Time_Gyr,ExpansionFactor,zPositionMedian_kpc,zPosition16thPercentile_kpc,zPosition84thPercentile_kpc,zPositionAbsMedian_kpc,zPositionAbs16thPercentile_kpc,zPositionAbs84thPercentile_kpc,zAngularMomFracMedian,zAngularMomFrac16thPercentile,zAngularMomFrac84thPercentile,CircularityMedian,Circularity16thPercentile,Circularity84thPercentile
0,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,
37,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,
40,,,,,,,,,,,,,,
41,0.9080449696290195,0.13995994787469493,0.5102351851020044,0.20679353279745916,0.8136768374065495,0.5102351851020044,0.20679353279745916,0.8136768374065495,0.8299974396473027,0.7181813762621316,0.9418135030324738,1.0404335345277094,0.93960918681044,1.1412578822449788
42,0.9678924784861273,0.14605760406878063,-0.21699998017184716,-1.562737201996661,0.16353595747914457,0.21699998017184716,0.1754813370205442,1.5627372019966608,0.7271620166422147,0.6300053578992902,0.8289891162737314,1.0185674324181426,0.6715909090852744,1.323485771060401
43,1.0390037466243902,0.15314484920464314,0.0655453309856768,-0.5331673733210401,0.36336390352505166,0.37583631576945725,0.14577109456429133,0.606535667877205,0.7661844112344758,0.3071009079360468,0.9628972390860506,0.6923530700630627,0.20446151191827844,0.9620643123640128
44,1.115309430693374,0.1605759932010687,0.5567951799545956,0.2414737069522162,3.170151046039333,0.5567951799545956,0.2414737069522162,3.170151046039333,0.7558695681982267,0.7269173609817413,0.773315078720177,0.7949813197361608,0.7742804711971334,0.9845300415263216
