SnapshotNumber,Time_Gyr,StellarMassInR200_Msun,StellarMassIn0.5R200_Msun,StellarMassIn0.3R200_Msun
0,,,,
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
6,,,,
7,,,,
8,,,,
9,,,,
10,,,,
11,,,,
12,,,,
13,,,,
14,,,,
15,,,,
16,,,,
17,,,,
18,,,,
19,,,,
20,,,,
21,,,,
22,,,,
23,,,,
24,,,,
25,,,,
26,,,,
27,,,,
28,,,,
29,,,,
30,,,,
31,,,,
32,,,,
33,,,,
34,,,,
35,0.597,54884.0,0.0,0.0
36,0.641,0.0,0.0,0.0
37,0.689,2258832.0,0.0,0.0
38,0.734,14325688.0,13298560.0,271200.0
39,0.788,6936544.0,6018144.0,4723216.0
40,0.846,1555328.0,256736.0,138720.0
41,0.908,2694176.0,1508064.0,991568.0
42,0.968,2650848.0,1015040.0,0.0
43,1.039,2267264.0,0.0,0.0
44,1.115,1703392.0,231840.0,0.0
45,1.197,703392.0,52288.0,0.0
46,1.285,1622656.0,31904.0,0.0
47,1.37,2607616.0,61376.0,0.0
48,1.47,5009792.0,884544.0,57600.0
49,1.578,2372928.0,299392.0,86656.0
50,1.693,1769344.0,436352.0,0.0
51,1.817,1647872.0,86784.0,0.0
52,1.949,1616960.0,300864.0,262720.0
53,2.091,1490176.0,781440.0,0.0
54,2.244,1346048.0,0.0,0.0
55,2.39,8435328.0,54976.0,0.0
56,2.545,1531392.0,704000.0,704000.0
57,2.691,3580480.0,1864000.0,699584.0
58,2.846,3766208.0,1293504.0,47680.0
59,2.988,5626496.0,1472192.0,98624.0
60,3.137,307883136.0,3849216.0,231616.0
61,3.293,364294016.0,269356672.0,2758912.0
62,3.456,90240384.0,84632704.0,81491328.0
63,3.602,161394560.0,154079232.0,132025600.0
64,3.754,116575744.0,110728192.0,110412032.0
65,3.911,18589696.0,13876736.0,13160960.0
66,4.047,19703808.0,916480.0,32896.0
67,4.217,19478528.0,1193216.0,0.0
68,4.362,18770688.0,16257792.0,0.0
69,4.513,17323008.0,15452672.0,7203840.0
70,4.668,16285184.0,14853376.0,12749824.0
71,4.827,67200256.0,16463616.0,0.0
72,4.992,1326569984.0,17056768.0,309504.0
73,5.127,1314296320.0,1283552256.0,9144576.0
74,5.301,660861184.0,659672576.0,647180032.0
75,5.444,874376704.0,873288704.0,871913984.0
76,5.59,21468672.0,19570688.0,2668544.0
77,5.739,28804096.0,1065472.0,0.0
78,5.93,253038592.0,728064.0,677376.0
79,6.087,554996224.0,980480.0,46080.0
80,6.207,588253184.0,38333440.0,0.0
81,6.37,672843776.0,482237952.0,1560064.0
82,6.537,2564204544.0,571295744.0,272392704.0
83,6.707,8566305280.0,647601664.0,581691904.0
84,6.836,8950369280.0,647330304.0,202560512.0
85,7.013,9652469760.0,5939505664.0,5877248.0
86,7.147,11417802752.0,7921759232.0,5477316608.0
87,7.33,9471678464.0,9420588032.0,6110457856.0
88,7.469,10831435776.0,10595496960.0,7866590208.0
89,7.658,10256178176.0,10226820096.0,1713070080.0
90,7.802,9968904192.0,9590522880.0,1003141120.0
91,7.948,10054899712.0,7589782528.0,7273323520.0
92,8.096,8217786368.0,5204846592.0,4411785216.0
93,8.296,4513165312.0,1375107072.0,609775616.0
94,8.449,3847899136.0,672835584.0,7741440.0
95,8.603,3816548352.0,616488960.0,419909632.0
96,8.76,3736784896.0,486242304.0,454748160.0
97,8.919,3444267008.0,389128192.0,333252608.0
98,9.079,3524083712.0,2279567360.0,383318016.0
99,9.242,3529979904.0,3453419520.0,354484224.0
100,9.407,3289280512.0,3219460096.0,317003776.0
101,9.573,2945144832.0,2878164992.0,2378842112.0
102,9.742,2536394752.0,2460026880.0,2205888512.0
103,9.855,2804705280.0,2722738176.0,1286981632.0
104,10.026,3032047616.0,2861453312.0,218865664.0
105,10.2,14617182208.0,2585856000.0,122961920.0
106,10.375,15694045184.0,2849529856.0,1569767424.0
107,10.552,16092393472.0,2834780160.0,2763663360.0
108,10.671,15905994752.0,8701292544.0,2359500800.0
109,10.852,14946447360.0,14630027264.0,2051063808.0
110,11.034,16427380736.0,16110960640.0,2214141952.0
111,11.156,17253773312.0,16979787776.0,125169664.0
112,11.341,18633613312.0,17262440448.0,165986304.0
113,11.527,18453831680.0,1203499008.0,179912704.0
114,11.652,18456408064.0,365334528.0,177147904.0
115,11.842,18894127104.0,208453632.0,7720960.0
116,11.969,19191418880.0,53616640.0,6590464.0
117,12.161,19084615680.0,22581248.0,606208.0
118,12.355,19422511104.0,23715840.0,503808.0
119,12.485,19519299584.0,33935360.0,2310144.0
120,12.681,19844292608.0,277938176.0,2011136.0
121,12.812,20134440960.0,1774317568.0,188416.0
122,13.011,19987537920.0,19581026304.0,13148160.0
123,13.145,19535511552.0,19472789504.0,518807552.0
124,13.346,16986017792.0,16928911360.0,16922910720.0
125,13.481,11197853696.0,11143860224.0,11137318912.0
126,13.684,14521864192.0,14469140480.0,14445428736.0
127,13.821,15397056512.0,15339687936.0,15330668544.0
