,Time_Gyr,ExpansionFactor,zPositionMedian_kpc,zPosition16thPercentile_kpc,zPosition84thPercentile_kpc,zPositionAbsMedian_kpc,zPositionAbs16thPercentile_kpc,zPositionAbs84thPercentile_kpc,zAngularMomFracMedian,zAngularMomFrac16thPercentile,zAngularMomFrac84thPercentile,CircularityMedian,Circularity16thPercentile,Circularity84thPercentile
0,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,
37,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,
40,0.8458612530579325,0.1334828742744916,-0.8526070713185596,-2.0226245308023234,-0.36391994127681093,0.8526070713185596,0.36391994127681093,2.0226245308023234,0.773508591773972,0.6051511856511044,0.9188944579061108,0.9491751752977264,0.8019622654016759,1.1314099703903944
41,0.9080449696290195,0.13995994787469493,0.21220562431088025,-0.31831364872365603,0.9504312168539594,0.51130976642183,0.13276094234856683,1.012149250371914,0.9400502507454804,0.8310978582957643,0.9843196090901684,0.9398301349786518,0.6373372709085655,1.084841732254931
42,0.9678924784861273,0.14605760406878063,-0.030936682090739794,-0.6667180628171279,0.6704619182796921,0.45443045190940184,0.15005958510197412,0.8635434463319966,0.9068015652915153,0.6656802091113744,0.9796729908489338,0.5980245168646166,0.30914444251083156,0.9508947354059276
43,1.0390037466243902,0.15314484920464314,0.18953711006062332,-0.5974075300383366,0.8034760170421869,0.5289219211456055,0.11925057453087913,1.029475912863308,0.7919278659647173,-0.31917373335679133,0.9364043539916252,0.5823212604500995,-0.10486766013563907,1.0362713109596664
