CylindricalRadius_ckpc,[Fe/H]_Stars,[Fe/H]_Stars_Std,[Fe/H]_H_Stars,[Fe/H]_H_Stars_Std,[Fe/H]_B_Stars,[Fe/H]_B_Stars_Std,[Fe/H]_CD_Stars,[Fe/H]_CD_Stars_Std,[Fe/H]_WD_Stars,[Fe/H]_WD_Stars_Std,[O/H]_Stars,[O/H]_Stars_Std,[O/H]_H_Stars,[O/H]_H_Stars_Std,[O/H]_B_Stars,[O/H]_B_Stars_Std,[O/H]_CD_Stars,[O/H]_CD_Stars_Std,[O/H]_WD_Stars,[O/H]_WD_Stars_Std,[O/Fe]_Stars,[O/Fe]_Stars_Std,[O/Fe]_H_Stars,[O/Fe]_H_Stars_Std,[O/Fe]_B_Stars,[O/Fe]_B_Stars_Std,[O/Fe]_CD_Stars,[O/Fe]_CD_Stars_Std,[O/Fe]_WD_Stars,[O/Fe]_WD_Stars_Std
0.25,0.329107,0.39404,-0.730104,0.467036,0.32849,0.39815,0.369626,0.348563,0.339806,0.359675,0.554609,0.349763,-0.415855,0.428238,0.556147,0.353547,0.58716,0.306044,0.561158,0.3177,0.225502,0.055494,0.314249,0.068921,0.227657,0.055676,0.217534,0.053184,0.221352,0.053111
0.75,0.268718,0.416066,-0.703246,0.454322,0.282674,0.436535,0.257652,0.359849,0.281046,0.365672,0.497653,0.371369,-0.395615,0.421877,0.512892,0.389177,0.484079,0.321187,0.506517,0.324247,0.228935,0.056345,0.307631,0.059375,0.230217,0.058567,0.226427,0.05142,0.225471,0.052719
1.25,0.157024,0.415428,-0.707081,0.598577,0.172045,0.42962,0.140596,0.349465,0.188867,0.366809,0.3949,0.36923,-0.399228,0.56667,0.411189,0.378352,0.377282,0.310777,0.42216,0.325129,0.237876,0.065939,0.307853,0.063281,0.239144,0.076447,0.236686,0.051526,0.233293,0.054575
1.75,0.067081,0.4074,-0.698671,0.482123,0.073575,0.419633,0.08411,0.344309,0.110813,0.36045,0.31188,0.365636,-0.390917,0.446539,0.321312,0.375732,0.324326,0.306527,0.350332,0.321903,0.244799,0.05637,0.307754,0.060554,0.247737,0.057609,0.240217,0.055511,0.239519,0.051853
2.25,0.010967,0.425808,-0.702727,0.512881,0.009846,0.474212,0.055669,0.326291,0.058555,0.365103,0.259484,0.381858,-0.395512,0.47434,0.26331,0.419595,0.296927,0.292514,0.302064,0.327767,0.248517,0.073632,0.307216,0.066566,0.253464,0.106973,0.241259,0.048202,0.243509,0.051988
2.75,-0.025178,0.403439,-0.676244,0.513578,-0.050467,0.427324,0.048657,0.310556,0.014414,0.361398,0.224573,0.36383,-0.370676,0.481805,0.20796,0.380642,0.287941,0.279343,0.261371,0.323925,0.249751,0.055293,0.305569,0.063952,0.258427,0.061664,0.239284,0.045938,0.246957,0.052957
3.25,-0.034427,0.396958,-0.668657,0.505311,-0.085479,0.408542,0.055839,0.298414,-0.011517,0.367635,0.213868,0.359952,-0.363813,0.472126,0.175913,0.367618,0.292177,0.268352,0.236766,0.333666,0.248295,0.052356,0.304844,0.059837,0.261392,0.05585,0.236337,0.0451,0.248283,0.049973
3.75,-0.039843,0.401118,-0.654005,0.552408,-0.108429,0.394111,0.059663,0.286231,-0.036663,0.385153,0.206378,0.359114,-0.348956,0.457405,0.154003,0.35616,0.29275,0.257342,0.212579,0.353937,0.246221,0.067938,0.305049,0.170728,0.262432,0.053478,0.233087,0.043817,0.249242,0.049153
4.25,-0.058535,0.392703,-0.622379,0.513578,-0.130643,0.376279,0.049005,0.279963,-0.069065,0.374517,0.18684,0.357469,-0.322183,0.477227,0.133444,0.33973,0.28017,0.252611,0.1823,0.344515,0.245375,0.052168,0.300195,0.072496,0.264087,0.052259,0.231164,0.042554,0.251365,0.047339
4.75,-0.080119,0.379729,-0.604914,0.507227,-0.11272,0.32977,0.034672,0.27005,-0.106933,0.338022,0.164861,0.34375,-0.306685,0.464217,0.148847,0.298177,0.264415,0.244527,0.14713,0.308353,0.24498,0.051358,0.298229,0.067982,0.261567,0.047983,0.229743,0.041105,0.254063,0.046596
5.25,-0.106579,0.381382,-0.642292,0.491988,-0.304934,0.388205,0.012155,0.26582,-0.148578,0.348689,0.138563,0.345992,-0.342509,0.454391,-0.03937,0.357414,0.242118,0.24111,0.107441,0.318578,0.245142,0.050929,0.299783,0.063342,0.265563,0.034933,0.229964,0.040633,0.256019,0.047501
5.75,-0.125726,0.3895,-0.684187,0.546356,,,-0.005305,0.260926,-0.190599,0.356171,0.119016,0.354602,-0.384288,0.514227,,,0.224825,0.23746,0.067299,0.321161,0.244742,0.052208,0.299899,0.059046,,,0.23013,0.039517,0.257898,0.057605
6.25,-0.136824,0.397183,-0.732649,0.568846,,,-0.014085,0.259739,-0.219153,0.360841,0.107271,0.363624,-0.430175,0.535671,,,0.21614,0.236197,0.03834,0.333576,0.244095,0.049843,0.302474,0.062956,,,0.230226,0.039505,0.257493,0.046726
6.75,-0.137617,0.458222,-0.759443,0.699856,,,-0.013458,0.321418,-0.249001,0.425225,0.105698,0.410231,-0.455017,0.661263,,,0.216292,0.26219,0.009698,0.410686,0.243315,0.083858,0.304426,0.102831,,,0.229749,0.084787,0.258699,0.047567
7.25,-0.133368,0.395703,-0.766616,0.625786,,,-0.011133,0.252659,-0.25433,0.325331,0.109106,0.355048,-0.461668,0.541213,,,0.217948,0.230472,0.004752,0.3002,0.242474,0.082602,0.304947,0.222081,,,0.229081,0.03861,0.259082,0.04561
7.75,-0.127741,0.374825,-0.766518,0.466352,,,-0.009803,0.250311,-0.262163,0.361489,0.113559,0.341716,-0.463887,0.432778,,,0.218988,0.228637,-0.00362,0.332266,0.2413,0.048739,0.302632,0.061433,,,0.228791,0.038061,0.258543,0.049966
8.25,-0.122561,0.405886,-0.764599,0.499205,,,-0.006858,0.24818,-0.260454,0.503325,0.117536,0.374689,-0.463945,0.467075,,,0.221164,0.227081,-0.003106,0.476046,0.240098,0.047558,0.300654,0.059228,,,0.228022,0.037609,0.257348,0.048455
8.75,-0.123031,0.41612,-0.775079,0.70885,,,-0.008105,0.248261,-0.260934,0.428478,0.116966,0.383228,-0.473999,0.672385,,,0.220038,0.225764,-0.003931,0.397181,0.239998,0.049507,0.30108,0.065643,,,0.228143,0.039903,0.257002,0.048396
9.25,-0.116216,0.374855,-0.778512,0.56802,,,-0.005036,0.247134,-0.272883,0.325621,0.12251,0.346578,-0.478571,0.558147,,,0.222203,0.226025,-0.014568,0.299647,0.238726,0.047535,0.299941,0.065165,,,0.22724,0.03767,0.258315,0.046473
9.75,-0.116234,0.376795,-0.781922,0.557525,,,-0.001724,0.242051,-0.295366,0.337384,0.12177,0.345133,-0.480631,0.520966,,,0.224262,0.222186,-0.035137,0.313417,0.238004,0.047346,0.301291,0.066013,,,0.225986,0.03649,0.26023,0.045558
10.25,-0.120676,0.370992,-0.801417,0.531902,,,-0.005929,0.237571,-0.309376,0.319676,0.117173,0.340626,-0.500757,0.501811,,,0.220042,0.218678,-0.047828,0.296375,0.237849,0.046353,0.300661,0.061982,,,0.225971,0.035871,0.261549,0.045061
10.75,-0.134749,0.379003,-0.798104,0.527899,,,-0.010921,0.237587,-0.324088,0.329085,0.103748,0.347679,-0.498667,0.494622,,,0.214758,0.218825,-0.061542,0.305493,0.238497,0.04696,0.299437,0.061116,,,0.225679,0.035906,0.262546,0.045565
11.25,-0.145483,0.407908,-0.808628,0.686228,,,-0.015559,0.233397,-0.332561,0.336118,0.093547,0.373588,-0.50727,0.635358,,,0.209955,0.215155,-0.070087,0.311319,0.23903,0.049283,0.301359,0.073067,,,0.225515,0.035611,0.262474,0.046988
11.75,-0.155037,0.385083,-0.793036,0.478508,,,-0.022076,0.250189,-0.326036,0.318533,0.083741,0.354387,-0.494618,0.446126,,,0.20289,0.233832,-0.065177,0.296554,0.238778,0.047138,0.298418,0.061546,,,0.224967,0.034732,0.260859,0.045137
12.25,-0.163407,0.380651,-0.77263,0.453885,,,-0.027489,0.237383,-0.339798,0.362466,0.075362,0.350043,-0.475587,0.42249,,,0.197084,0.220925,-0.079281,0.340324,0.238769,0.047011,0.297043,0.060661,,,0.224572,0.034397,0.260517,0.04566
12.75,-0.174311,0.390054,-0.811729,0.485533,,,-0.030131,0.234851,-0.348678,0.336003,0.064326,0.35878,-0.514205,0.456062,,,0.193875,0.218226,-0.088525,0.312405,0.238637,0.047205,0.297524,0.058695,,,0.224006,0.034338,0.260154,0.046049
13.25,-0.173709,0.400232,-0.799915,0.536251,,,-0.02959,0.236805,-0.365128,0.364576,0.063986,0.368163,-0.503174,0.50298,,,0.193099,0.220254,-0.103541,0.339225,0.237694,0.048134,0.296741,0.062019,,,0.222689,0.034232,0.261587,0.04808
13.75,-0.176028,0.428952,-0.840962,0.677477,,,-0.02642,0.234454,-0.347508,0.337269,0.061557,0.393259,-0.537921,0.63248,,,0.195192,0.215864,-0.087901,0.314542,0.237585,0.053173,0.303042,0.074341,,,0.221611,0.038447,0.259607,0.046616
14.25,-0.16887,0.391489,-0.81479,0.49696,,,-0.022022,0.236661,-0.33772,0.31696,0.067044,0.359067,-0.516702,0.462422,,,0.198311,0.220039,-0.079913,0.296572,0.235914,0.048604,0.298087,0.067385,,,0.220333,0.033836,0.257807,0.043645
14.75,-0.175312,0.49026,-0.840987,0.948729,,,-0.026336,0.272305,-0.311928,0.30632,0.061153,0.460828,-0.54261,0.913399,,,0.194426,0.257874,-0.056388,0.285889,0.236465,0.049542,0.298376,0.074049,,,0.220761,0.03385,0.25554,0.043208
15.25,-0.173916,0.390673,-0.81921,0.499238,,,-0.027836,0.240322,-0.285564,0.313386,0.062631,0.359408,-0.521106,0.468489,,,0.192191,0.224501,-0.030437,0.293071,0.236546,0.047561,0.298104,0.062286,,,0.220027,0.032942,0.255126,0.043248
15.75,-0.186208,0.430168,-0.817318,0.68462,,,-0.032242,0.245096,-0.260783,0.322313,0.050913,0.398326,-0.520836,0.646124,,,0.187461,0.228944,-0.009602,0.302625,0.237121,0.048097,0.296482,0.065518,,,0.219702,0.033278,0.251181,0.041355
16.25,-0.206287,0.452803,-0.834268,0.633595,,,-0.042373,0.303781,-0.238756,0.334476,0.032388,0.423896,-0.539766,0.605214,,,0.177781,0.290604,0.009891,0.312967,0.238674,0.048304,0.294502,0.064338,,,0.220154,0.032375,0.248648,0.043278
16.75,-0.223167,0.463308,-0.823697,0.49206,,,-0.057822,0.265375,-0.216799,0.473665,0.01722,0.429467,-0.528603,0.460524,,,0.162851,0.247879,0.029434,0.444553,0.240387,0.050425,0.295094,0.05959,,,0.220673,0.034626,0.246233,0.047577
17.25,-0.25139,0.517363,-0.847369,0.863364,,,-0.076581,0.282091,-0.201158,0.32013,-0.00892,0.481629,-0.550381,0.815329,,,0.14435,0.263826,0.042627,0.298675,0.24247,0.053009,0.296988,0.074996,,,0.220931,0.035447,0.243785,0.0409
17.75,-0.283525,0.451619,-0.843693,0.510611,,,-0.105829,0.318129,-0.217566,0.336507,-0.038877,0.413669,-0.548207,0.478347,,,0.11586,0.282394,0.027394,0.314363,0.244648,0.067927,0.295486,0.060354,,,0.221689,0.079986,0.24496,0.042688
