SnapshotNumber,Time_Gyr,StellarMassInR200_Msun,StellarMassIn0.5R200_Msun,StellarMassIn0.3R200_Msun
0,,,,
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
6,,,,
7,,,,
8,,,,
9,,,,
10,,,,
11,,,,
12,,,,
13,,,,
14,,,,
15,,,,
16,,,,
17,,,,
18,,,,
19,,,,
20,,,,
21,,,,
22,,,,
23,,,,
24,,,,
25,,,,
26,,,,
27,,,,
28,,,,
29,,,,
30,,,,
31,,,,
32,,,,
33,,,,
34,,,,
35,0.597,173952.0,118591.0,118590.5
36,0.641,460916.0,223600.0,223599.0
37,0.689,1526241.5,161090.75,0.0
38,0.734,496414.0,265852.5,68169.5
39,0.788,1000870.0,351190.0,162566.0
40,0.846,5207136.0,318464.0,65540.0
41,0.908,2902096.0,325608.0,272848.0
42,0.968,6051376.0,368656.0,44384.0
43,1.039,6189984.0,3313472.0,214592.0
44,1.115,4792720.0,3785648.0,346960.0
45,1.197,18134144.0,1576192.0,940768.0
46,1.285,328351008.0,13701312.0,2018240.0
47,1.37,424226112.0,261669888.0,20816896.0
48,1.47,91259776.0,87236992.0,71453312.0
49,1.578,161266944.0,114687488.0,405888.0
50,1.693,166069504.0,106028032.0,3350528.0
51,1.817,285691392.0,33372928.0,22205696.0
52,1.949,343237632.0,198134784.0,156173568.0
53,2.091,394750464.0,335066624.0,49423872.0
54,2.244,420664832.0,285365248.0,35803136.0
55,2.39,182672384.0,36649984.0,32655872.0
56,2.545,155540480.0,6374400.0,0.0
57,2.691,199247872.0,5027840.0,1753088.0
58,2.846,180432896.0,31978496.0,28478464.0
59,2.988,183029760.0,83845120.0,602112.0
60,3.137,179192832.0,67032064.0,39040000.0
61,3.293,173908992.0,32834560.0,2057216.0
62,3.456,169010176.0,7900160.0,1107968.0
63,3.602,130422784.0,27574272.0,8679424.0
64,3.754,111454208.0,40382464.0,3063808.0
65,3.911,132593664.0,36581376.0,29120512.0
66,4.047,116310016.0,21123072.0,20295680.0
67,4.217,117467136.0,49778688.0,5908480.0
68,4.362,626636800.0,48429056.0,20566016.0
69,4.513,752975872.0,54712320.0,2643968.0
70,4.668,2168823808.0,623716352.0,23429120.0
71,4.827,1943316480.0,1898833920.0,402870272.0
72,4.992,747501568.0,713912320.0,570267648.0
73,5.127,901763072.0,813410304.0,631853056.0
74,5.301,501739520.0,360837120.0,234131456.0
75,5.444,506650624.0,180125696.0,68632576.0
76,5.59,441233408.0,102432768.0,92839936.0
77,5.739,369315840.0,57774080.0,20807680.0
78,5.93,273768448.0,188731392.0,146640896.0
79,6.087,227033088.0,111652864.0,91017216.0
80,6.207,247365632.0,134139904.0,507904.0
81,6.37,226459648.0,17489920.0,9756672.0
82,6.537,215252992.0,7835648.0,3760128.0
83,6.707,195907584.0,12435456.0,925696.0
84,6.836,152756224.0,9867264.0,5017600.0
85,7.013,151015424.0,91090944.0,3035136.0
86,7.147,137699328.0,80019456.0,3756032.0
87,7.33,78839808.0,46755840.0,14684160.0
88,7.469,86638592.0,53747712.0,6758400.0
89,7.658,110141440.0,45670400.0,466944.0
90,7.802,106528768.0,34828288.0,147456.0
91,7.948,109215744.0,9867264.0,94208.0
92,8.096,110514176.0,53125120.0,0.0
93,8.296,103481344.0,41598976.0,39211008.0
94,8.449,97009664.0,38457344.0,15958016.0
95,8.603,96038912.0,21745664.0,2760704.0
96,8.76,114749440.0,3170304.0,577536.0
97,8.919,108466176.0,2387968.0,253952.0
98,9.079,103133184.0,1855488.0,57344.0
99,9.242,98734080.0,1794048.0,57344.0
100,9.407,93622272.0,36392960.0,0.0
101,9.573,106852352.0,40517632.0,14909440.0
102,9.742,204804096.0,42033152.0,39624704.0
103,9.855,208089088.0,41025536.0,20709376.0
104,10.026,214790144.0,20844544.0,7704576.0
105,10.2,211030016.0,18386944.0,36864.0
106,10.375,251854848.0,6627328.0,0.0
107,10.552,255434752.0,3530752.0,131072.0
108,10.671,237780992.0,74760192.0,335872.0
109,10.852,244596736.0,165445632.0,352256.0
110,11.034,1342971904.0,155869184.0,26042368.0
111,11.156,1332477952.0,133685248.0,1089536.0
112,11.341,1356505088.0,112812032.0,794624.0
113,11.527,1385693184.0,47734784.0,794624.0
114,11.652,1405042688.0,56066048.0,851968.0
115,11.842,1418280960.0,54050816.0,90112.0
116,11.969,1441792000.0,53657600.0,0.0
117,12.161,1468293120.0,54222848.0,8577024.0
118,12.355,1487552512.0,10518528.0,9879552.0
119,12.485,1502273536.0,9568256.0,5742592.0
120,12.681,1032699904.0,3538944.0,417792.0
121,12.812,197902336.0,8568832.0,385024.0
122,13.011,458850304.0,4694016.0,262144.0
123,13.145,653983744.0,1056768.0,0.0
124,13.346,655302656.0,458752.0,32768.0
125,13.481,660004864.0,4800512.0,32768.0
126,13.684,671981568.0,612777984.0,98304.0
127,13.821,623976448.0,563634176.0,452083712.0
