,Time_Gyr,ExpansionFactor,zPositionMedian_kpc,zPosition16thPercentile_kpc,zPosition84thPercentile_kpc,zPositionAbsMedian_kpc,zPositionAbs16thPercentile_kpc,zPositionAbs84thPercentile_kpc,zAngularMomFracMedian,zAngularMomFrac16thPercentile,zAngularMomFrac84thPercentile,CircularityMedian,Circularity16thPercentile,Circularity84thPercentile
0,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,
37,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,
40,0.8458612530579325,0.1334828742744916,-1.2834667124460597,-1.918968738459443,-1.031205472168894,1.2834667124460597,1.0561642531855047,1.918968738459443,0.5722505315455876,0.5473694504957368,0.6773572911310785,0.908867809435164,0.7883278971939263,1.0476248369268202
41,0.9080449696290195,0.13995994787469493,0.4342137501935306,0.044125198064397214,1.332300506642028,0.52320047634336,0.23370832854545975,1.3422076496752964,0.9205307794195965,0.6766665643368027,0.9754997376777053,0.9295303196053444,0.6921966507569336,1.2150284245671747
42,0.9678924784861273,0.14605760406878063,-0.09854372713007467,-0.868078160685188,0.608091989731267,0.49115043291409277,0.13830203664373927,1.096755382350869,0.8678845646697897,0.5583652688396434,0.979832490211945,0.7975038164300676,0.2855533737688812,1.0122897609268704
43,1.0390037466243902,0.15314484920464314,0.0395921826819559,-0.3970001458729811,0.8126770303189756,0.3641507903378354,0.11333417085645882,1.0649698104037344,0.7827379493341579,-0.2956973999186524,0.9722860668280905,0.7627987045445446,-0.15930032048301143,1.015243557214248
