,StellarMassFraction_0,StellarMassFraction_0_InSitu,StellarMassFraction_0_ExSitu,StellarMassFraction_0to0,StellarMassFraction_1to0,StellarMassFraction_2to0,StellarMassFraction_3to0,StellarMassFraction_1,StellarMassFraction_1_InSitu,StellarMassFraction_1_ExSitu,StellarMassFraction_0to1,StellarMassFraction_1to1,StellarMassFraction_2to1,StellarMassFraction_3to1,StellarMassFraction_2,StellarMassFraction_2_InSitu,StellarMassFraction_2_ExSitu,StellarMassFraction_0to2,StellarMassFraction_1to2,StellarMassFraction_2to2,StellarMassFraction_3to2,StellarMassFraction_3,StellarMassFraction_3_InSitu,StellarMassFraction_3_ExSitu,StellarMassFraction_0to3,StellarMassFraction_1to3,StellarMassFraction_2to3,StellarMassFraction_3to3,Abundance_[Fe/H]
0,0.0012733951,0.00033053407,0.0009428611,0.00018325709,0.0,3.6088553e-05,9.037844e-05,5.2206862e-05,1.0100526e-05,4.2106334e-05,5.549661e-06,0.0,0.0,0.0,3.1029398e-05,2.1134188e-06,2.891598e-05,1.1331845e-06,0.0,9.802342e-07,0.0,0.000120881676,5.1115516e-05,6.976616e-05,3.591883e-05,0.0,3.829411e-06,9.130488e-06,-2.465
1,0.0016518442,0.0004525652,0.0011992791,0.0002897564,0.0,5.8528898e-05,8.6890264e-05,5.775217e-05,1.5962078e-05,4.1790096e-05,3.331434e-06,0.0,3.4123068e-06,0.0,3.51781e-05,6.72408e-06,2.845402e-05,0.0,0.0,7.2459227e-07,4.5869438e-06,0.00010504558,3.021329e-05,7.483229e-05,1.7389555e-05,0.0,2.6356258e-06,3.1739053e-06,-2.395
2,0.0018144869,0.0005010605,0.0013134264,0.0003690917,0.0,3.6044672e-05,9.143654e-05,7.7501536e-05,2.7929025e-05,4.957251e-05,8.897172e-06,0.0,5.5920636e-06,6.778051e-06,5.2272e-05,8.477513e-06,4.379449e-05,1.2668062e-06,0.0,2.099167e-06,9.1026556e-07,0.00012839076,4.4981258e-05,8.34095e-05,3.2088526e-05,2.1043127e-06,3.4958612e-06,3.624342e-06,-2.325
3,0.0023981687,0.00071908504,0.0016790836,0.00048991013,0.0,0.000109589964,8.704664e-05,8.555449e-05,1.6210091e-05,6.93444e-05,7.569976e-06,0.0,5.656984e-06,0.0,5.9812766e-05,1.9665262e-05,4.0147504e-05,8.299856e-06,1.3980515e-06,4.1952326e-06,1.7562062e-06,0.00015927402,3.876693e-05,0.00012050708,2.6607539e-05,0.0,2.018744e-06,5.3700037e-06,-2.255
4,0.0030448954,0.00087936287,0.0021655324,0.0006321213,0.0,0.000112388945,0.00012712303,0.00010047133,3.937124e-05,6.1100094e-05,3.9255738e-06,0.0,5.3810336e-06,1.5386797e-05,7.395887e-05,1.5576334e-05,5.8382542e-05,5.976369e-06,3.4709674e-06,1.2604038e-06,3.897158e-06,0.0002186302,7.031862e-05,0.00014831158,3.1548225e-05,3.9188844e-06,1.5641595e-05,1.3696275e-05,-2.1849999999999996
5,0.0031806715,0.0011003321,0.0020803395,0.00069590105,1.7217342e-05,0.00015552234,0.00023169143,0.00015561802,7.1975235e-05,8.3642786e-05,1.2942874e-05,1.491134e-05,8.801299e-06,1.7097389e-05,8.6035565e-05,2.1038193e-05,6.4997366e-05,1.4560731e-05,0.0,2.2410009e-06,3.4357663e-06,0.00022834321,5.1900322e-05,0.00017644287,3.3117976e-05,0.0,8.982673e-06,3.4621721e-06,-2.115
6,0.0042648856,0.0015493722,0.002715513,0.0010362212,1.41511855e-05,0.00015060042,0.00034193674,0.00019066746,8.282444e-05,0.000107843014,2.2059105e-05,1.687852e-05,1.9587442e-05,6.005343e-06,0.000108042375,2.3505512e-05,8.453686e-05,1.3251775e-05,0.0,3.678122e-06,3.5079693e-06,0.00030194383,8.277975e-05,0.00021916408,5.6922436e-05,2.1225683e-06,3.056313e-06,1.9241823e-05,-2.045
7,0.0050624963,0.0019773874,0.0030851092,0.0013128095,9.936824e-06,0.00030343683,0.00034352875,0.00014519325,4.2683958e-05,0.00010250929,8.911232e-06,5.0698195e-06,2.8050802e-06,1.3470515e-05,0.00011658843,3.32947e-05,8.329374e-05,1.439168e-05,3.1733932e-06,6.774615e-06,8.955012e-06,0.0004022242,0.00015003396,0.00025219022,9.4485156e-05,4.204042e-06,1.5365153e-05,2.9365736e-05,-1.9749999999999999
8,0.0059980256,0.0022380576,0.0037599679,0.0015080847,2.3677441e-05,0.00024234102,0.0004588053,0.00020140121,6.886333e-05,0.00013253788,2.7953278e-05,1.803257e-05,7.44952e-06,5.070937e-06,0.00014834557,4.653291e-05,0.00010181266,2.8340677e-05,3.4330678e-06,6.6870293e-06,6.673643e-06,0.0003986543,0.00014734975,0.00025130453,9.1724425e-05,5.342642e-06,1.8616316e-05,2.5115382e-05,-1.9049999999999998
9,0.007210021,0.0028736782,0.0043363427,0.0018716187,7.2265335e-05,0.0003469964,0.0005778677,0.0002900677,0.00013496239,0.0001551053,5.1502477e-05,2.843552e-05,1.8434755e-05,3.2814816e-05,0.0001840613,5.267257e-05,0.00013138873,3.843291e-05,1.984155e-06,2.6921891e-06,9.563311e-06,0.0005551951,0.00020067806,0.00035451702,0.00011990421,1.3695454e-05,2.2453207e-05,3.304178e-05,-1.835
