Snapshot,Time_Gyr,Redshift,ExpansionFactor,Mass_Msun,Mass_H_Msun,Mass_B_Msun,Mass_CD_Msun,Mass_WD_Msun
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
30.0,0.4217845366394565,10.919033198155363,0.08389942232519026,5478620.5,1869740.375,2552533.75,174181.875,882164.5625
31.0,0.4528384166734556,10.367443572408746,0.08797052684978504,8337605.5,2486297.25,4322455.5,449072.375,1079780.875
32.0,0.48617612343955924,9.841380439471834,0.09223917614394847,10400131.0,4241967.0,5070187.5,397238.75,690737.25
33.0,0.5182708119307342,9.388771271940549,0.09625777426642748,5079114.5,2097151.25,1600698.0,428203.875,953061.0625
34.0,0.5564188833159369,8.907999185598532,0.1009285508878038,6725002.5,1819696.625,2592863.75,927400.3125,1385041.75
35.0,0.5973702376945801,8.449476294368743,0.10582597054568338,9474072.0,1199871.0,5858116.0,643216.375,1772868.0
36.0,0.6413297674084788,8.012172948865935,0.11096103078290759,14709784.0,2416928.25,9354348.0,1168957.5,1769550.625
37.0,0.6885170787669509,7.5951071498715965,0.11634526278301709,3061218.0,1432997.75,866059.3125,242767.5625,519393.375
38.0,0.7339395587876801,7.23627606616736,0.1214140944240273,8701880.0,3290959.0,4814945.0,201802.46875,394172.09375
39.0,0.787921774026992,6.855117262650799,0.12730554701643482,21913446.0,7265357.0,7447452.0,2786854.5,4413782.5
40.0,0.8458612530579325,6.491597745667503,0.1334828742744916,40020896.0,4547525.5,12661474.0,9112110.0,13699790.0
41.0,0.9080449696290195,6.144901203416368,0.13995994787469493,68578728.0,15083486.0,14380789.0,15651892.0,23462564.0
42.0,0.9678924784861273,5.846613747881867,0.14605760406878063,110107488.0,26107526.0,40159512.0,13422201.0,30418250.0
43.0,1.0390037466243902,5.5297658079491026,0.15314484920464314,171689680.0,33726224.0,80708352.0,19350618.0,37904488.0
44.0,1.115309430693374,5.227580973127337,0.1605759932010687,233152704.0,63274728.0,128684352.0,12938586.0,28255028.0
45.0,1.197181863756146,4.939380663491011,0.1683677232791182,318644800.0,76599360.0,173032832.0,18437412.0,50575200.0
46.0,1.2850184010331818,4.664517702470927,0.1765375363843931,478631904.0,58524064.0,241557568.0,76500672.0,102049584.0
47.0,1.3695201902147043,4.428033736605549,0.18422877390319162,772614336.0,320778496.0,326601376.0,38167488.0,87066960.0
48.0,1.469878490582777,4.176834914726472,0.19316822276007173,1667987712.0,496954304.0,878659904.0,86105128.0,206268336.0
49.0,1.577506484958674,3.9372610847275835,0.20254144612552438,2239986688.0,541340800.0,1014354688.0,189510880.0,494780320.0
50.0,1.6929110344480442,3.7087742646422353,0.21236949231329916,2768288512.0,857154816.0,1144625664.0,217467296.0,549041152.0
