,[Fe/H]_Median,[Fe/H]_MAD,StellarAge_BinCenters_Gyr,[Fe/H]_Median_H,[Fe/H]_MAD_H,[Fe/H]_Median_B,[Fe/H]_MAD_B,[Fe/H]_Median_CD,[Fe/H]_MAD_CD,[Fe/H]_Median_WD,[Fe/H]_MAD_WD
0,0.303809,0.18496,0.5,-0.591092,0.067292,0.866506,0.037574,0.242709,0.136825,0.760137,0.121283
1,0.245621,0.187283,1.5,-0.395936,0.233566,0.780102,0.067509,0.183018,0.142789,0.564843,0.184467
2,0.244653,0.169338,2.5,-0.111686,0.149188,0.524227,0.069832,0.176655,0.127015,0.372482,0.154496
3,0.216876,0.149851,3.5,-0.143256,0.111354,0.435213,0.069184,0.1577,0.115515,0.287756,0.147015
4,0.186927,0.180897,4.5,-0.253418,0.071018,0.535504,0.106451,0.112419,0.128386,0.234622,0.190399
5,0.13452,0.196057,5.5,-0.280436,0.111578,0.565136,0.11248,0.054694,0.130467,0.172391,0.207292
6,0.110116,0.203424,6.5,-0.338341,0.123128,0.490953,0.134139,0.02705,0.142407,0.116604,0.210645
7,-0.034256,0.223119,7.5,-0.451838,0.107666,0.43438,0.177412,-0.098781,0.148887,-0.045172,0.23852
8,-0.069311,0.23898,8.5,-0.461726,0.116072,0.210655,0.189262,-0.139377,0.168799,-0.091139,0.224023
9,-0.091646,0.238086,9.5,-0.521432,0.164742,0.159142,0.176258,-0.107784,0.185824,-0.098989,0.214871
10,-0.240099,0.249869,10.5,-0.662732,0.182301,-0.012386,0.209689,-0.236582,0.195655,-0.237853,0.222153
11,-0.515802,0.286624,11.5,-0.900732,0.222648,-0.2643,0.213361,-0.453402,0.211366,-0.457444,0.239403
12,-0.973885,0.367098,12.5,-1.305569,0.314749,-0.648941,0.253559,-0.903846,0.32939,-0.89411,0.335423
13,-2.007252,0.477157,13.5,-2.153305,0.4889,-1.665607,0.439034,-2.090136,0.497085,-1.914226,0.422365
