,Time_Gyr,[Fe/H]_Type4_Mean,[O/H]_Type4_Mean,[O/Fe]_Type4_Mean,[Fe/H]_Type0_Mean,[O/H]_Type0_Mean,[O/Fe]_Type0_Mean,[Fe/H]_Type0_30ckpc_Mean,[O/H]_Type0_30ckpc_Mean,[O/Fe]_Type0_30ckpc_Mean
0,0.0525742,,,,,,,,,
1,0.0564469,,,,,,,,,
2,0.0606048,,,,,,,,,
3,0.0646081,,,,,,,,,
4,0.0693672,,,,,,,,,
5,0.0744768,,,,,,,,,
6,0.0799628,,,,,,,,,
7,0.0852449,,,,,,,,,
8,0.091524,,,,,,,,,
9,0.0982656,,,,,,,,,
10,0.1055038,,,,,,,,,
11,0.1132751,,,,,,,,,
12,0.1207575,,,,,,,,,
13,0.1296523,,,,,,,,,
14,0.1392022,,,,,,,,,
15,0.1494555,,,,,,,,,
16,0.1593275,,,,,,,,,
17,0.171063,,,,,,,,,
18,0.1836627,,,,,,,,,
19,0.1971903,,,,,,,,,
20,0.2102148,,,,,,,,,
21,0.2256976,,,,,,,,,
22,0.2423204,,,,,,,,,
23,0.2601672,,,,,,,,,
24,0.27735,,,,,,,,,
25,0.2977756,,,,,,,,,
26,0.3197047,,,,,,,,,
27,0.343248,,,,,,,,,
28,0.3685238,,,,,,,,,
29,0.3928584,,,,,,,,,
30,0.4217845,-2.852950968527299,-2.251881671255978,0.6010692972713212,-2.7354458204650487,-2.2526152351183226,0.48283058534672596,-2.183766960763106,-1.7111490243116116,0.47261793645149425
31,0.4528384,-2.5497124417180816,-1.9862738308018857,0.5634386109161955,-3.1471706187131696,-2.6124843777865983,0.5346862409265711,-2.0072096321039257,-1.5479626377362288,0.4592469943676969
32,0.4861761,-2.3970605960810794,-1.860025469933986,0.5370351261470933,-2.4402160015294188,-1.999065489207575,0.4411505123218437,-1.8222724134344979,-1.382250728627498,0.4400216848069996
33,0.5182708,-2.457551557762399,-1.9411253893128915,0.5164261684495075,-3.9061306097305883,-3.4187889356756664,0.48734167405492196,-2.099440077783568,-1.619398114632053,0.48004196315151515
34,0.5564189,-2.3492078347067116,-1.840277147911931,0.5089306867947805,-3.3934612044653636,-2.947027016347983,0.44643418811737995,-2.0631252881063684,-1.6305426036708994,0.43258268443546943
35,0.5973702,-2.4006697520638216,-1.9230141169724004,0.4776556350914209,-2.6286356236239965,-2.1789179134735055,0.4497177101504908,-1.9986033342305516,-1.5734066485510811,0.42519668567947044
36,0.6413298,-2.1775658523882027,-1.7193449869042567,0.45822086548394586,-2.4045386515535756,-1.960779226694613,0.4437594248589627,-1.9198300393375165,-1.4951409079154436,0.42468913142207265
37,0.6885171,-3.4445056168988795,-2.9041739796894603,0.5403316372094188,-2.684795470293029,-2.282329734497673,0.40246573579535616,-2.6026160506985225,-2.163699526321673,0.43891652437684936
38,0.7339396,-3.1559748783996358,-2.5722874139957455,0.5836874644038899,-4.221585246693878,-3.768700268385104,0.452884978308775,-2.281070686200938,-1.8586593803353846,0.4224113058655532
39,0.7879218,-2.6935594178405844,-2.138845438178061,0.5547139796625232,-2.827383351333004,-2.3799979621919056,0.4473853891410987,-1.9187188411381713,-1.490976490895732,0.4277423502424393
40,0.8458613,-2.425946414448986,-1.9089497715815757,0.5169966428674103,-2.647243601288246,-2.2187426816557023,0.42850091963254355,-1.6780364222217385,-1.2688845807102365,0.4091518415115019
41,0.908045,-2.2585485556550884,-1.7747648079386455,0.48378374771644256,-2.3570934057525084,-1.92983108315934,0.4272623225931681,-1.6710901050375315,-1.2602121514867797,0.4108779535507517
42,0.9678925,-1.980272164191775,-1.5257542555561152,0.4545179086356597,-2.0727467146025766,-1.6779233695791735,0.3948233450234029,-1.4408429375392213,-1.0492737787225168,0.39156915881670434
43,1.0390037,-1.7743771946309572,-1.3403160961257106,0.43406109850524643,-2.020923467306449,-1.6414538189441519,0.3794696483622966,-1.219866395484064,-0.8433503972559514,0.37651599822811277
44,1.1153094,-1.6267456562258715,-1.2076543587777686,0.4190912974481026,-1.9833025925717038,-1.6138780160899842,0.3694245764817193,-1.128967110859504,-0.761501432692775,0.3674656781667291
45,1.1971819,-1.5415118463260877,-1.1362591323513733,0.40525271397471463,-1.9222859246289286,-1.5701170591338232,0.35216886549510495,-0.9377914233024578,-0.5949935078436993,0.34279791545875843
46,1.2850184,-1.5410486047748557,-1.154281306676829,0.3867672980980267,-1.7453722557327753,-1.3891522802643321,0.3562199754684424,-1.052600220508684,-0.7057038937752613,0.3468963267334225
47,1.3695202,-1.4687397675970584,-1.0832391130906462,0.3855006545064121,-1.6554684998460347,-1.3000724138297912,0.35539608601624345,-1.0181021701695536,-0.6554909252077858,0.3626112449617676
48,1.4698785,-1.2699828951419514,-0.8910597060715599,0.37892318907039163,-1.5132591620098592,-1.1649584841689882,0.34830067784087104,-0.8507338783357663,-0.4898055517190342,0.3609283266167319
49,1.5775065,-1.1495259601949155,-0.7777230460938527,0.37180291410106303,-1.4321983953023953,-1.0941361151060942,0.3380622801963018,-0.6760051592771997,-0.33311862497668776,0.34288653430051197
50,1.692911,-1.0604123703677688,-0.6942960790391454,0.3661162913286234,-1.3796681953606975,-1.0584523473119722,0.32121584804872527,-0.6127076031303186,-0.28211160792222284,0.3305959952080957
51,1.8166298,-0.9940389951704572,-0.6334279321553881,0.3606110630150691,-1.3400734792415705,-1.0341535024350774,0.30591997680649313,-0.5291310344788416,-0.20763468148173092,0.32149635299711066
52,1.9492319,-0.9602431970517971,-0.6048852019386391,0.3553579951131579,-1.270749983564271,-0.9702570996480583,0.3004928839162125,-0.6003950012133412,-0.2834137932920647,0.31698120792127654
53,2.0913186,-0.9209777721111341,-0.5711951030143313,0.34978266909680267,-1.1614057915302778,-0.8577742153085668,0.30363157622171083,-0.5690652339139547,-0.2484716308720471,0.3205936030419076
54,2.2435237,-0.8676972892341092,-0.5228631536862146,0.34483413554789477,-1.095525703479005,-0.7966934000576685,0.29883230342133665,-0.5172320976180678,-0.19756307897019748,0.3196690186478704
55,2.3897091,-0.8075771442221871,-0.46742258191970154,0.34015456230248564,-1.0337642560171723,-0.7395509033701064,0.29421335264706583,-0.4601983474822792,-0.14419507221045888,0.31600327527182026
56,2.5451363,-0.7425864390397895,-0.4063197502710411,0.3362666887687486,-1.0013623587042382,-0.7114657038912326,0.28989665481300597,-0.36976112986229087,-0.06256303587517859,0.3071980939871123
57,2.6914781,-0.6942522866319993,-0.36130536955570364,0.33294691707629565,-0.9463253021300544,-0.6600752838426905,0.2862500182873638,-0.34092736310925936,-0.03929431675992474,0.3016330463493346
58,2.8459209,-0.658899558656638,-0.3295466465238475,0.32935291213279055,-0.9441232523383979,-0.6616775313958267,0.2824457209425715,-0.39211524170705503,-0.09500373820514216,0.29711150350191284
59,2.9880126,-0.6213791385831836,-0.295723655152851,0.32565548343033235,-0.8573936330059287,-0.5748026275214988,0.2825910054844302,-0.36704892539294764,-0.07158780965578053,0.2954611157371671
60,3.1368773,-0.5843277244141496,-0.2616814864652389,0.32264623794891095,-0.8274493367693139,-0.5488310963145591,0.2786182404547551,-0.3346491798306949,-0.0374724759239413,0.2971767039067536
61,3.2927893,-0.5526836155998163,-0.2326132505884094,0.32007036501140695,-0.7804220486645868,-0.5041928609506386,0.2762291877139478,-0.3012401367538989,-0.012082310431694438,0.28915782632220444
62,3.4560273,-0.5230936685870796,-0.2058238885210181,0.31726978006606144,-0.7297297963368339,-0.45690156828960105,0.2728282280472325,-0.24182706726844258,0.03995282117498467,0.28177988844342716
63,3.6019898,-0.5031386317432803,-0.1880813989476165,0.3150572327956637,-0.7377637852245947,-0.46939398830575146,0.2683697969188431,-0.20872644939660223,0.06564466224053837,0.27437111163714073
64,3.7537196,-0.4841518152398431,-0.17127881965555772,0.31287299558428555,-0.7228108999812786,-0.45761372602522976,0.26519717395604875,-0.23306381334742077,0.034987512486882595,0.2680513258343034
65,3.9113954,-0.4650389316444773,-0.1546666381183492,0.3103722935261281,-0.7253856599103817,-0.46225779615635276,0.26312786375402897,-0.2077877409652805,0.0583500676716708,0.26613780863695125
66,4.0474627,-0.4491348693829961,-0.14094344868445022,0.30819142069854577,-0.7161858242928937,-0.454487039042269,0.26169878525062445,-0.2284391041115181,0.03594469336808567,0.26438379747960383
67,4.2165016,-0.4306956697406792,-0.125035593216369,0.30566007652431015,-0.7113165381579453,-0.45164054465235554,0.2596759935055897,-0.1880282512245226,0.07416798760070129,0.26219623882522386
68,4.3622849,-0.41693085156875587,-0.11335594381586774,0.303574907752888,-0.6949821122181458,-0.436896227249597,0.25808588496854873,-0.23326191725766815,0.027701100602053795,0.2609630178597219
69,4.5126456,-0.39940603268463915,-0.09836115921314628,0.3010448734714929,-0.682344903555119,-0.42529764479696663,0.2570472587581522,-0.20136490907317867,0.058888554209255844,0.2602534632824344
70,4.6676818,-0.3805917839692202,-0.08192235300696064,0.29866943096225973,-0.6764311984664391,-0.42116230363978113,0.2552688948266579,-0.1219386131661204,0.1351960504039806,0.2571346635701011
71,4.8274896,-0.3717904040887134,-0.07509444583471885,0.2966959582539946,-0.6663681861866919,-0.41356167035144087,0.2528065158352507,-0.10392116774120783,0.14509077983078497,0.24901194757199277
72,4.9921623,-0.37591835980991095,-0.08181271450822236,0.2941056453016886,-0.6203170834980498,-0.36614529803816404,0.2541717854598857,-0.2819505687543201,-0.02576370418094857,0.25618686457337175
73,5.127464,-0.35646437054661095,-0.06464905999302599,0.2918153105535849,-0.5959450410715678,-0.34234308481381515,0.2536019562577527,-0.1854441079232533,0.07547697441062029,0.2609210823338737
74,5.3011186,-0.33703714752215436,-0.04722260984732687,0.28981453767482773,-0.5977159294796641,-0.3460275614073719,0.2516883680722927,-0.17832750441214912,0.08716915909712866,0.26549666350927775
75,5.4437164,-0.3246934792627428,-0.03594658896907228,0.28874689029367023,-0.6000758645946178,-0.3505054070104373,0.2495704575841804,-0.14255087501924868,0.11694049779249178,0.25949137281174045
76,5.5896241,-0.31486291357119944,-0.027081919255176435,0.287780994316023,-0.5867907688562661,-0.33912295823631694,0.2476678106199493,-0.15583918902485605,0.09650007865386,0.25233926767871595
77,5.7388805,-0.30662357230658793,-0.019960163717780272,0.28666340858880757,-0.5814525038513512,-0.33589947579998586,0.24555302805136534,-0.14040041044935805,0.10903103806889261,0.24943144851825053
78,5.9302152,-0.2944754276284901,-0.009423098296149447,0.2850523293323406,-0.5782333271105354,-0.3351271542084261,0.24310617290210912,-0.11016284383872257,0.1370307536765875,0.2471935975153102
79,6.0871354,-0.28548763801406385,-0.0017633425187766874,0.28372429549528705,-0.5539541071421247,-0.31271841385523214,0.24123569328689246,-0.12902811698582092,0.1150111620281382,0.2440392790139591
80,6.2070934,-0.27828041996159963,0.004548308375922818,0.2828287283375224,-0.5316935819140955,-0.292839599584183,0.23885398232991248,-0.12041924120394229,0.12112755542735329,0.24154679663129555
81,6.3700838,-0.26999691119578006,0.01158072607978283,0.28157763727556295,-0.5207199706548007,-0.2832777097502947,0.23744226090450593,-0.1467429830285416,0.09430182150338122,0.24104480453192284
82,6.5365796,-0.2621156864693187,0.018161951843480354,0.280277638312799,-0.5006748806144536,-0.26407876430349464,0.23659611631095895,-0.14331313404632826,0.09809100711882146,0.24140414116514974
83,6.7066037,-0.253161416444524,0.025727599190259142,0.2788890156347832,-0.48196782439831437,-0.24574037554242656,0.23622744885588792,-0.13740229872713985,0.10587262265919326,0.2432749213863332
84,6.8364491,-0.2460469420011554,0.03185987373612873,0.27790681573728415,-0.47711160565931676,-0.24188019959396384,0.23523140606535303,-0.12611633272817402,0.11607053980108778,0.24218687252926185
85,7.0126931,-0.2367216554155543,0.04001234183384287,0.2767339972493974,-0.46472153852444426,-0.23165479322100324,0.23306674530344113,-0.09196260347873382,0.146531971019399,0.23849457449813283
86,7.1472212,-0.22943315030461814,0.04640912698706076,0.27584227729167876,-0.4583029008244804,-0.22738963068275836,0.23091327014172208,-0.04570187163808165,0.18796208327563413,0.2336639549137158
87,7.3297275,-0.22254549189605932,0.0523247701632968,0.27487026205935594,-0.45306521680811135,-0.22498553970303403,0.22807967710507732,-0.046180650813644496,0.17995977357696244,0.22614042439060697
88,7.4689628,-0.2165318069278563,0.05745059582784334,0.2739824027556997,-0.4427941456958982,-0.21610631306302427,0.22668783263287398,-0.05379568811486911,0.1701224421375154,0.22391813025238444
89,7.6577542,-0.2076217427859608,0.06500759765496389,0.27262934044092463,-0.4419745956754759,-0.21686493919911914,0.22510965647635658,-0.042938981752597555,0.17925975698758015,0.2221987387401776
90,7.8017065,-0.20101182466560621,0.07066204404429827,0.27167386870990445,-0.44733700180792657,-0.22358123159667856,0.2237557702112479,-0.03655120632217486,0.18367646014877637,0.2202276664709511
91,7.9476796,-0.19476204743756442,0.07602222487147847,0.27078427230904295,-0.4381819536584535,-0.2165760980579459,0.22160585560050755,-0.043825580553642156,0.17380099933171506,0.21762657988535716
92,8.0956711,-0.1889087859852196,0.08099012790343436,0.26989891388865406,-0.44866107956693213,-0.22815699610112028,0.2205040834658118,-0.031679409006494866,0.18392145101737753,0.21560086002387238
93,8.2961266,-0.18157234366051772,0.0871786339831799,0.2687509776436977,-0.44976283358438374,-0.2313776757443437,0.2183851578400402,-0.03751670337675169,0.17421407454291163,0.2117307779196633
94,8.4488118,-0.17642749274329492,0.09142192238575615,0.2678494151290511,-0.44801718974584887,-0.2307928287399666,0.21722436100588233,-0.029824987733176257,0.17922461397978975,0.20904960171296597
95,8.6034987,-0.17043380731631166,0.09631955687188443,0.2667533641881961,-0.44060987081005715,-0.22411786317685184,0.2164920076332051,-0.028243914465330356,0.18058910431833758,0.20883301878366797
96,8.7601795,-0.16460901738364128,0.10107427198681608,0.2656832893704573,-0.4302332705217815,-0.215014410533998,0.21521885998778345,-0.025906604331890553,0.18132831534680255,0.2072349196786931
97,8.9188451,-0.15790542022784798,0.10658715208692031,0.2644925723147685,-0.4288217472676529,-0.21425759819788426,0.2145641490697687,-0.03555610467862602,0.17163865922293395,0.20719476390155991
98,9.0794853,-0.1506461565760862,0.11257316707193059,0.2632193236480169,-0.42861675963752893,-0.21476679174197982,0.21384996789554908,-0.013922934907799936,0.19430737405383955,0.2082303089616395
99,9.2420885,-0.1433362831991736,0.11879550710468008,0.262131790303854,-0.4235010322945903,-0.2113251032957324,0.21217592899885795,-0.004964492819023803,0.20137164679382413,0.20633613961284777
100,9.4066418,-0.1367465613578596,0.12434772060639415,0.26109428196425377,-0.4187897180902661,-0.20793050016333484,0.21085921792693157,0.0045152820266731765,0.20919038930744785,0.20467510728077484
101,9.5731313,-0.13145226063217402,0.1287589730511811,0.2602112336833552,-0.4144147453165757,-0.20481123772638235,0.20960350759019356,0.009476276654001204,0.21175355798568185,0.20227728133168074
102,9.7415418,-0.1257398395439834,0.13347023237976047,0.259210071923744,-0.407059313041787,-0.19804093385414606,0.20901837918764074,0.02372366635131824,0.2243781868190785,0.20065452046776028
103,9.8548746,-0.12162370980605808,0.13691489108606378,0.258538600892122,-0.4024051647929645,-0.1942835528335072,0.20812161195945714,0.02336140284329316,0.22257305122311274,0.19921164837981942
104,10.0264497,-0.11576356290652495,0.14177765774769713,0.257541220654222,-0.39436425038131256,-0.18761066403218837,0.20675358634912425,0.016164399799729494,0.21279214471450356,0.196627744914774
105,10.1998995,-0.11030976452191067,0.14616230315952336,0.25647206768143427,-0.38530985718980626,-0.17924003957138704,0.2060698176184191,0.005382441832428508,0.20163124261863885,0.19624880078621026
106,10.3752046,-0.1039663467052399,0.15122271399530016,0.25518906070053976,-0.37876730202190845,-0.1729540770220648,0.20581322499984372,0.01380448731441399,0.21114239459211387,0.1973379072776999
107,10.5523448,-0.09687317342564056,0.15702978158792746,0.25390295501356797,-0.3793304407965958,-0.17394295265842666,0.2053874881381691,0.0345753518778749,0.2325438478090166,0.19796849593114166
108,10.6714471,-0.09306676660727724,0.16016561216963487,0.25323237877691235,-0.3727376647181336,-0.16795402175437976,0.20478364296375404,0.036985918086254656,0.23362292765027723,0.1966370095640225
109,10.8515973,-0.08656716742903554,0.16547560077893037,0.252042768207966,-0.3689122432241888,-0.16447915265688431,0.2044330905673043,0.045131453562174385,0.24181476304795962,0.19668330948578522
110,11.0335233,-0.08011647213095842,0.17081727908862035,0.25093375121957895,-0.37039325364418857,-0.16630311351101015,0.20409014013317836,0.05256122398975624,0.24832323145966767,0.19576200746991157
111,11.155782,-0.07677050746247932,0.17348681829345128,0.2502573257559304,-0.3770045552610136,-0.1728654405529251,0.20413911470808846,0.055627479058551234,0.2505931202577927,0.1949656411992416
