Snapshot,Time_Gyr,Redshift,ExpansionFactor,Mass_Msun,Mass_H_Msun,Mass_B_Msun,Mass_CD_Msun,Mass_WD_Msun
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
30.0,0.4217845366394565,10.919033198155363,0.08389942232519026,1022745.1875,362376.90625,447346.875,121402.7421875,91618.609375
31.0,0.4528384166734556,10.367443572408746,0.08797052684978504,1713717.625,421316.3125,1122984.0,0.0,169417.25
32.0,0.48617612343955924,9.841380439471834,0.09223917614394847,2712565.5,970074.6875,1216516.0,134833.859375,391140.9375
33.0,0.5182708119307342,9.388771271940549,0.09625777426642748,3695851.25,792993.1875,2078034.625,373835.0,450988.4375
34.0,0.5564188833159369,8.907999185598532,0.1009285508878038,5974801.0,1603112.75,3637640.0,257175.75,476872.59375
35.0,0.5973702376945801,8.449476294368743,0.10582597054568338,9088090.0,2041362.875,5052751.5,688134.25,1305841.625
36.0,0.6413297674084788,8.012172948865935,0.11096103078290759,13176218.0,3356792.75,7816802.0,273313.3125,1729309.0
37.0,0.6885170787669509,7.5951071498715965,0.11634526278301709,17063080.0,2979191.0,10075487.0,1086139.75,2922262.25
38.0,0.7339395587876801,7.23627606616736,0.1214140944240273,21669754.0,3964315.75,12434246.0,1666073.875,3605119.0
39.0,0.787921774026992,6.855117262650799,0.12730554701643482,13145938.0,2917436.0,7363402.0,517706.1875,2347393.75
40.0,0.8458612530579325,6.491597745667503,0.1334828742744916,22527732.0,3275540.0,14903138.0,920797.25,3428254.75
41.0,0.9080449696290195,6.144901203416368,0.13995994787469493,59031592.0,11214472.0,19924770.0,9060562.0,18831786.0
42.0,0.9678924784861273,5.846613747881867,0.14605760406878063,89406608.0,13391444.0,57407820.0,4633437.0,13973906.0
43.0,1.0390037466243902,5.5297658079491026,0.15314484920464314,126808464.0,25761792.0,70507728.0,8733478.0,21805462.0
44.0,1.115309430693374,5.227580973127337,0.1605759932010687,156014400.0,32313216.0,89982272.0,9824496.0,23894436.0
45.0,1.197181863756146,4.939380663491011,0.1683677232791182,181295648.0,37024424.0,103069680.0,12459018.0,28742530.0
46.0,1.2850184010331818,4.664517702470927,0.1765375363843931,217447168.0,59160908.0,96560608.0,18101344.0,43624304.0
47.0,1.3695201902147043,4.428033736605549,0.18422877390319162,36732672.0,12538622.0,4210833.0,9073653.0,10909562.0
48.0,1.469878490582777,4.176834914726472,0.19316822276007173,144713504.0,33090820.0,76209488.0,9898604.0,25514580.0
49.0,1.577506484958674,3.9372610847275835,0.20254144612552438,162156256.0,25938488.0,93978208.0,12669614.0,29569940.0
50.0,1.6929110344480442,3.7087742646422353,0.21236949231329916,444069536.0,87538208.0,238048160.0,39265216.0,79217984.0
