,Time_Gyr,ExpansionFactor,zPositionMedian_kpc,zPosition16thPercentile_kpc,zPosition84thPercentile_kpc,zPositionAbsMedian_kpc,zPositionAbs16thPercentile_kpc,zPositionAbs84thPercentile_kpc,zAngularMomFracMedian,zAngularMomFrac16thPercentile,zAngularMomFrac84thPercentile,CircularityMedian,Circularity16thPercentile,Circularity84thPercentile
0,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,
37,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,
40,,,,,,,,,,,,,,
41,0.9080449696290195,0.13995994787469493,-0.26057380264428676,-0.2754445947907999,-0.05181073073243689,0.26057380264428676,0.11495650295990666,0.2754445947907999,0.954437186854152,0.8037339099208796,0.9723107463281292,0.8598743874107586,0.809688701974841,1.1220466581062563
42,0.9678924784861273,0.14605760406878063,-0.45331409341883727,-0.7880931201032466,0.18550682967577312,0.644134904522268,0.24477303948466617,0.822759523950612,0.6077258497283794,0.2935854541984987,0.7591289841712798,0.7383344432853873,0.19185520833945785,0.9977741908874446
43,1.0390037466243902,0.15314484920464314,0.06431390265077722,-0.47712829948212376,0.3643233341951158,0.2802264272126599,0.11375772496498258,0.7306506319412959,0.6008664329202692,-0.3496817775691682,0.9462668872043266,0.5906352908335378,-0.18992940223021873,0.9792795503868204
44,1.115309430693374,0.1605759932010687,-0.5139565192736023,-0.8094686747926249,0.7972747338935331,0.5927517450526948,0.2856315729035639,1.7590671088970877,-0.3581714809321462,-0.8058044593701553,0.700673853166529,-0.2019174005913133,-0.889063480744144,0.42963209923020274
