CylindricalRadius_ckpc,SurfaceDensity_Type0_Msun/ckpc^2,SurfaceDensity_Type4_Msun/ckpc^2,SurfaceDensity_Type4_H_Msun/ckpc^2,SurfaceDensity_Type4_B_Msun/ckpc^2,SurfaceDensity_Type4_CD_Msun/ckpc^2,SurfaceDensity_Type4_WD_Msun/ckpc^2
36.25,2.0103,0.4442,0.3539,0.0,0.0129,0.0774
36.75,1.9221,0.4332,0.3507,0.0,0.0152,0.0672
37.25,1.9904,0.4072,0.3262,0.0,0.0148,0.0661
37.75,2.0005,0.3974,0.3271,0.0,0.0152,0.0551
38.25,1.9679,0.3792,0.3086,0.0,0.0139,0.0566
38.75,1.9091,0.3726,0.3165,0.0,0.0115,0.0446
39.25,1.8336,0.351,0.2942,0.0,0.0137,0.0431
39.75,1.7703,0.3535,0.2956,0.0,0.0118,0.046
40.25,1.687,0.3542,0.3004,0.0,0.0118,0.0421
40.75,1.7447,0.3344,0.2888,0.0,0.0109,0.0347
41.25,1.7245,0.3058,0.2643,0.0,0.0076,0.0338
41.75,1.7363,0.2814,0.2457,0.0,0.0072,0.0284
42.25,1.7075,0.2953,0.2572,0.0,0.0108,0.0273
42.75,1.687,0.267,0.236,0.0,0.0046,0.0264
43.25,1.6235,0.284,0.2506,0.0,0.0077,0.0258
43.75,1.6285,0.2532,0.2232,0.0,0.0058,0.0243
44.25,1.6032,0.2656,0.2327,0.0,0.0067,0.0262
44.75,1.5936,0.2427,0.2195,0.0,0.007,0.0162
45.25,1.5454,0.2585,0.2279,0.0,0.0073,0.0233
45.75,1.5214,0.2406,0.209,0.0,0.0095,0.0221
46.25,1.4914,0.2101,0.1836,0.0,0.0061,0.0204
46.75,1.4748,0.2212,0.1972,0.0,0.0068,0.0172
47.25,1.433,0.205,0.1826,0.0,0.0068,0.0156
47.75,1.4657,0.1894,0.1666,0.0,0.0041,0.0187
48.25,1.3961,0.1978,0.1722,0.0,0.0053,0.0204
48.75,1.3743,0.1783,0.1532,0.0,0.0063,0.0188
49.25,1.3643,0.1694,0.1464,0.0,0.0048,0.0182
49.75,1.326,0.165,0.1431,0.0,0.007,0.015
