,GravPotential_(km/s)^2,SphericalRadius_ckpc
0,-160324.65216088045,0.0
1,-130043.87403358512,1.0
2,-104780.15615746538,2.0
3,-87715.82151986744,3.0
4,-75136.43306224004,4.0
5,-65038.50311112458,5.0
6,-56673.96648065821,6.0
7,-49356.922265087785,7.0
8,-42895.19409936397,8.0
9,-37072.55309091064,9.0
10,-31846.34544120875,10.0
11,-27081.801070890764,11.0
12,-22732.125481167102,12.0
13,-18774.69831520927,13.0
14,-15106.467373525698,14.0
15,-11719.08245575822,15.0
16,-8622.243223305488,16.0
17,-5704.447876766991,17.0
18,-3017.4788744770453,18.0
19,-491.35442232796413,19.0
20,1879.2292843523223,20.0
21,4084.7106946276726,21.0
22,6175.921999807854,22.0
23,8159.224741250303,23.0
24,10003.382067830751,24.0
25,11776.498445896319,25.0
26,13465.724451557255,26.0
27,15067.329118786449,27.0
28,16602.509533963123,28.0
29,18072.778115619065,29.0
30,19481.240590460056,30.0
31,20838.847361236094,31.0
32,22138.568107956333,32.0
33,23393.716477793954,33.0
34,24600.82984802404,34.0
35,25744.808827896566,35.0
36,26866.585884574044,36.0
37,27931.133485625,37.0
38,28986.390042601415,38.0
39,29972.479531300673,39.0
40,30934.327242715586,40.0
41,31884.019917956262,41.0
42,32793.85038594466,42.0
43,33673.17763292943,43.0
44,34530.47989760659,44.0
45,35361.567739306265,45.0
46,36144.92769387614,46.0
47,36933.80674709514,47.0
48,37669.78795773502,48.0
49,38392.065082457026,49.0
50,39082.472891286896,50.0
51,39732.10351770689,51.0
52,40379.36311402827,52.0
53,40960.712468708,53.0
54,41503.74300816468,54.0
55,42018.84630962115,55.0
56,42408.0543417592,56.0
57,42624.866680970415,57.0
58,42665.27224477892,58.0
59,43281.75252340567,59.0
60,44453.78036308167,60.0
61,45390.75383605891,61.0
62,46134.041073864915,62.0
63,46832.31885904755,63.0
64,47455.1722293559,64.0
65,48030.35506657537,65.0
66,48607.31507047768,66.0
67,49131.81187317618,67.0
68,49626.89622522549,68.0
69,50043.542539689784,69.0
70,50462.60286833444,70.0
71,50786.491793188165,71.0
72,50984.90685850478,72.0
73,51061.04831746056,73.0
74,51668.111891493434,74.0
75,52502.3347800254,75.0
76,53177.09288587146,76.0
77,53739.4546732306,77.0
78,54246.154362526264,78.0
79,54731.84380505655,79.0
80,55186.79359492328,80.0
81,55629.20581321631,81.0
82,56077.65316713662,82.0
83,56479.78611478779,83.0
84,56892.957319830544,84.0
85,57314.03073323992,85.0
86,57709.50086206313,86.0
87,58099.894889299314,87.0
88,58479.80368460547,88.0
89,58867.63721106142,89.0
90,59213.10857723879,90.0
91,59565.42868944731,91.0
92,59906.769156478476,92.0
93,60236.86681174969,93.0
94,60569.088758780796,94.0
95,60879.011574710734,95.0
96,61198.44953667305,96.0
97,61543.96647198002,97.0
98,61883.24690973577,98.0
99,62220.28883780695,99.0
100,62522.11698143917,100.0
101,62832.19315434569,101.0
102,63115.83899016088,102.0
103,63411.57798286306,103.0
104,63694.600021936014,104.0
105,63989.34747161189,105.0
106,64289.34799176778,106.0
107,64561.69410466964,107.0
108,64839.20475619556,108.0
109,65079.25146881939,109.0
110,65356.70155650992,110.0
111,65637.71518002544,111.0
112,65888.92116067196,112.0
113,66169.34472919292,113.0
114,66438.09289954932,114.0
115,66670.23595123626,115.0
116,66928.77073280652,116.0
117,67162.7958527519,117.0
118,67391.66594617064,118.0
119,67646.08544348595,119.0
120,67902.0786149232,120.0
121,68119.32231409097,121.0
122,68334.00191914827,122.0
123,68555.97910288339,123.0
124,68773.95989909333,124.0
125,69039.35119950539,125.0
126,69255.91361961115,126.0
127,69488.59482527709,127.0
128,69716.03975369055,128.0
129,69930.60055908779,129.0
130,70158.68705853073,130.0
131,70360.89114157512,131.0
132,70569.65101430521,132.0
133,70776.55975537185,133.0
134,70986.38481199057,134.0
135,71188.70333398458,135.0
136,71385.42590298134,136.0
137,71586.29965195886,137.0
138,71766.67837865048,138.0
139,71976.59664556503,139.0
140,72137.38446661763,140.0
141,72352.57272444588,141.0
142,72570.6938928637,142.0
143,72753.05224106205,143.0
144,72909.1450622084,144.0
145,73098.8779386317,145.0
146,73267.47161978192,146.0
147,73461.20882195076,147.0
148,73646.26463270863,148.0
149,73805.14436999276,149.0
150,73993.66468613686,150.0
151,74170.15001414495,151.0
152,74348.0806784454,152.0
153,74500.91119275003,153.0
154,74665.9639419648,154.0
155,74845.90279183173,155.0
156,74997.09092235792,156.0
157,75168.43299824183,157.0
158,75314.07520713257,158.0
159,75499.31819160627,159.0
160,75641.7375581065,160.0
161,75806.48074767098,161.0
162,75953.7543406767,162.0
163,76095.58067441895,163.0
164,76271.47871558013,164.0
165,76403.5670988151,165.0
166,76554.59815223659,166.0
167,76697.02860880425,167.0
168,76844.86587557725,168.0
169,76998.24905519273,169.0
170,77133.79334643012,170.0
171,77285.74717856915,171.0
172,77413.56582366498,172.0
173,77561.37271653877,173.0
174,77695.58109763199,174.0
175,77826.57294406864,175.0
176,77961.95623641131,176.0
177,78092.4412371526,177.0
178,78229.19373066416,178.0
179,78373.05958050626,179.0
180,78481.41024360366,180.0
181,78612.04710440629,181.0
182,78740.38196779069,182.0
183,78888.68380488413,183.0
184,79006.49179779006,184.0
185,79096.26856094229,185.0
186,79244.50173766912,186.0
187,79390.661198906,187.0
188,79494.4497783641,188.0
189,79589.09340734649,189.0
190,79743.1068204982,190.0
191,79810.85002843411,191.0
192,79939.96559329904,192.0
193,80036.1948243587,193.0
194,80152.11337790298,194.0
195,80261.57820384683,195.0
196,80411.99343252447,196.0
197,80476.90420721965,197.0
198,80602.94751873348,198.0
199,80714.24866520677,199.0
200,80787.69524704175,200.0
201,80885.08609463817,201.0
202,80996.20000886751,202.0
203,81051.71362663132,203.0
204,81090.36563717245,204.0
205,81116.07103122825,205.0
206,81287.93701643677,206.0
207,81435.22455747137,207.0
208,81548.10677348755,208.0
209,81678.95868703538,209.0
210,81799.2659761236,210.0
211,81913.28533684819,211.0
212,81992.03792703971,212.0
213,82103.24021052732,213.0
214,82218.56674815646,214.0
215,82317.73515588904,215.0
216,82368.39457058666,216.0
217,82479.04822272502,217.0
218,82574.44581468964,218.0
219,82643.79428418602,219.0
220,82669.4155391588,220.0
221,82731.37687241736,221.0
222,82830.91090114151,222.0
223,82984.70693725251,223.0
224,83097.227230682,224.0
225,83221.6719811605,225.0
226,83298.8145717714,226.0
227,83437.13272109102,227.0
228,83488.12502423231,228.0
229,83599.02386295122,229.0
230,83712.2139845466,230.0
231,83786.6782307313,231.0
232,83871.94621255186,232.0
233,83970.289296875,233.0
234,84086.76793481679,234.0
235,84202.51054795847,235.0
236,84274.57434471551,236.0
237,84373.59535468776,237.0
238,84419.50416319622,238.0
239,84538.79995573421,239.0
240,84661.57074087931,240.0
241,84713.00525067751,241.0
242,84798.41777926001,242.0
243,84835.42424881377,243.0
244,84915.84412454472,244.0
245,85016.40941028473,245.0
246,85104.40581445993,246.0
247,85174.48473792788,247.0
248,85268.88462123848,248.0
249,85349.12873739193,249.0
250,85417.4087740606,250.0
251,85525.62292685459,251.0
252,85581.49831798465,252.0
253,85634.56614957206,253.0
254,85741.45533967135,254.0
255,85788.02335591894,255.0
256,85849.92111078116,256.0
257,85908.90338683971,257.0
258,85979.00022022949,258.0
259,86018.18384669283,259.0
260,86112.60189726164,260.0
261,86207.63330141598,261.0
262,86293.2170722614,262.0
263,86368.3885918404,263.0
264,86440.53730500134,264.0
265,86433.71113060854,265.0
266,86523.67542541483,266.0
267,86654.34857419888,267.0
268,86774.5518717306,268.0
269,86819.54925948135,269.0
270,86917.23877489299,270.0
271,86964.50459885763,271.0
272,87031.49800786171,272.0
273,87106.64939809879,273.0
274,87185.49712485548,274.0
275,87202.59129943029,275.0
276,87265.7461664934,276.0
277,87286.37164250361,277.0
278,87295.82446140888,278.0
