,TimeBinCenters_Gyr,StellarAgeDist_All,StellarAgeDist_All_InSitu,StellarAgeDist_H,StellarAgeDist_H_InSitu,StellarAgeDist_B,StellarAgeDist_B_InSitu,StellarAgeDist_CD,StellarAgeDist_CD_InSitu,StellarAgeDist_WD,StellarAgeDist_WD_InSitu
0,0.25,0.02335655876237449,0.02335339477446303,0.002188047156348228,0.0021741694788238205,0.04184640780705694,0.04184640780705694,0.025317575057119294,0.025317575057119294,0.02438520026723507,0.02438520026723507
1,0.75,0.03055990457412459,0.03054619395984161,0.00205389627361229,0.001998385563514661,0.054637260732882616,0.054637260732882616,0.03562064150470013,0.03562064150470013,0.030463384199903146,0.030459849344461058
2,1.25,0.038388665329705994,0.038234684584681766,0.0041193572784949195,0.0035549983925023533,0.060050736159831045,0.060050736159831045,0.04852518081778791,0.04850667231518746,0.0400923304241473,0.04002340074302661
3,1.75,0.03750644003372811,0.03732134674090788,0.004660586701946807,0.004040717105856611,0.05056865767657519,0.05056865767657519,0.05136520771681168,0.051338473213055486,0.041184600755752095,0.04106088081527906
4,2.25,0.04311513593810396,0.04250132228328133,0.006418425855038407,0.004655960809438671,0.062019493366671924,0.062019493366671924,0.05222276833729895,0.05203562681100557,0.04956574300893965,0.04901607298769517
5,2.75,0.045445413034891934,0.04457004304605554,0.009207839037444286,0.006807000825721813,0.04939371502785634,0.04939371502785634,0.06881255616816415,0.06851025062569022,0.05017904042814169,0.049339512260646104
6,3.25,0.0526582508103764,0.05212881016652596,0.009568658653078878,0.0079750386840261,0.05981768968405209,0.05981768968405209,0.0780051124597183,0.0778385359363143,0.058588461524865944,0.0581748834381418
7,3.75,0.061044400769692794,0.057398959364375925,0.02300918933546741,0.013095901690532418,0.056941022248655736,0.056941022248655736,0.09179600339733848,0.09056827272484232,0.06666737363775509,0.06307949536403709
8,4.25,0.048158532668966185,0.04496817819158052,0.017652405811046167,0.008904843078161393,0.0395013776445313,0.0395013776445313,0.0770755743291182,0.07599179867684772,0.05292032082347992,0.049843229161143456
9,4.75,0.04888255856937122,0.045807162319435164,0.019236773995082675,0.010806084899005202,0.042363479675191475,0.042363479675191475,0.06697610141014225,0.06594579476538416,0.06073235135049152,0.057752468212812436
10,5.25,0.04428212014611296,0.03937266557016908,0.03294098055043495,0.015540685881082181,0.02184810710427616,0.02184810710427616,0.06131866911527301,0.060498125499986635,0.0546400279960551,0.052186838319246934
11,5.75,0.04270170818434026,0.0388637908477431,0.0263167024787845,0.012117525425061698,0.018536905094250305,0.018536905094250305,0.0637350569547755,0.06325383588716395,0.05473900394843353,0.0531394818608893
12,6.25,0.0508437037431559,0.046959381250524034,0.03464793488593706,0.02152890373286396,0.032803719033342636,0.032803719033342636,0.06534324018072525,0.06460290007670746,0.06389251211571703,0.0615347635358452
13,6.75,0.06443514114813739,0.05737575678635857,0.057721886716518366,0.03486997772632757,0.05128721764356027,0.05128721764356027,0.06717352543788033,0.06558385071453103,0.0767841299130072,0.0719519825236747
14,7.25,0.07295470593105353,0.06538486485289302,0.13865650203886212,0.11300592808124918,0.07277361719688785,0.07269593503829487,0.03169066945253906,0.030331322761550848,0.05834455649936196,0.05379873240083847
15,7.75,0.03920655620481759,0.025061948246649732,0.08540091453894885,0.03742347039081853,0.027407236578586427,0.02663284256011264,0.017089517401077194,0.014488044535570257,0.031506166555318724,0.023559811521507826
16,8.25,0.035523674275881816,0.02221910510820575,0.07125724819532368,0.025222678900610387,0.03007513321276415,0.029419689999635866,0.015956385741872196,0.013494754896013064,0.029001721474600298,0.022179450471372972
17,8.75,0.03930411249875418,0.019888828011417777,0.0695919268923948,0.022530409460875356,0.03798900311942418,0.02599924745408863,0.01974240277380759,0.012610459771769597,0.03392930996086915,0.01967677281837559
18,9.25,0.034599789805736414,0.024563620150595277,0.06804456584842337,0.03342669926378921,0.03078155534246908,0.03038828941459211,0.0159029167343598,0.014146665487606501,0.027891776865785072,0.022502889744323906
19,9.75,0.028355132331157742,0.019557663943351962,0.05836488577514924,0.02815318180451441,0.02311529731632418,0.022758444900287667,0.012550821263390388,0.010928242535418076,0.02282102673411171,0.018075483303110318
20,10.25,0.026715131930385938,0.017837509182156586,0.061797298016186,0.0307113003615135,0.020299319067328583,0.019944894218748104,0.00988970988950424,0.008322656669333262,0.019038731411078945,0.014643138668844138
21,10.75,0.03078560237847518,0.02375680323317378,0.06723503465949962,0.04243562492338365,0.035901295107237795,0.035626979984706326,0.008627018712096129,0.007510339055202637,0.018252226075214654,0.014803974591459082
