CylindricalRadius_ckpc,SurfaceDensity_Type0_Msun/ckpc^2,SurfaceDensity_Type4_Msun/ckpc^2,SurfaceDensity_Type4_H_Msun/ckpc^2,SurfaceDensity_Type4_B_Msun/ckpc^2,SurfaceDensity_Type4_CD_Msun/ckpc^2,SurfaceDensity_Type4_WD_Msun/ckpc^2
17.25,5.0955,3.7739,2.468,0.0,0.0717,1.2342
17.75,5.0436,3.633,2.4137,0.0,0.0682,1.1512
18.25,4.8589,3.1884,2.1994,0.0,0.0619,0.9272
18.75,4.7049,3.0056,2.1066,0.0,0.0489,0.85
19.25,4.6902,2.6425,1.9232,0.0,0.0403,0.679
19.75,4.6976,2.4341,1.7905,0.0,0.035,0.6087
20.25,4.5134,2.2517,1.673,0.0,0.0379,0.5407
20.75,4.4558,2.0252,1.5898,0.0,0.0321,0.4033
21.25,4.1157,1.8282,1.4499,0.0,0.0308,0.3475
21.75,4.0641,1.6872,1.3125,0.0,0.0335,0.3413
22.25,3.9629,1.5654,1.273,0.0,0.0223,0.2701
22.75,3.8645,1.3995,1.1402,0.0,0.0235,0.2358
23.25,3.6774,1.3534,1.0894,0.0,0.0234,0.2406
23.75,3.5113,1.2612,1.0041,0.0,0.0252,0.232
24.25,3.5719,1.1473,0.9486,0.0,0.02,0.1787
24.75,3.624,1.1376,0.9519,0.0,0.0208,0.1649
25.25,3.5397,1.034,0.8616,0.0,0.0171,0.1553
25.75,3.5947,0.9275,0.7751,0.0,0.0162,0.1361
26.25,3.4859,0.8923,0.7567,0.0,0.0145,0.1211
26.75,3.4639,0.8347,0.7061,0.0,0.0179,0.1107
27.25,3.4309,0.8003,0.6862,0.0,0.0157,0.0984
27.75,3.219,0.7812,0.6772,0.0,0.0115,0.0925
28.25,3.1396,0.7178,0.6196,0.0,0.0145,0.0837
28.75,3.1228,0.6858,0.5887,0.0,0.012,0.0851
29.25,2.9323,0.6627,0.5778,0.0,0.0115,0.0734
29.75,2.958,0.6084,0.5245,0.0,0.0132,0.0707
30.25,2.8689,0.6009,0.5179,0.0,0.0086,0.0743
30.75,2.7575,0.5796,0.5153,0.0,0.0077,0.0567
31.25,2.6417,0.5291,0.4725,0.0,0.0106,0.046
31.75,2.6024,0.5219,0.4561,0.0,0.0067,0.0591
32.25,2.5815,0.5014,0.4407,0.0,0.0059,0.0548
32.75,2.5345,0.4591,0.4123,0.0,0.0044,0.0424
33.25,2.4995,0.4662,0.4126,0.0,0.005,0.0486
33.75,2.3754,0.4656,0.406,0.0,0.0088,0.0509
34.25,2.4012,0.4563,0.4022,0.0,0.0038,0.0503
34.75,2.2606,0.4207,0.3729,0.0,0.0053,0.0425
35.25,2.2424,0.4155,0.3696,0.0,0.006,0.0399
35.75,2.1629,0.4001,0.356,0.0,0.0031,0.0409
36.25,2.149,0.39,0.3547,0.0,0.0025,0.0329
36.75,2.2043,0.3788,0.344,0.0,0.0027,0.0321
37.25,2.1781,0.3794,0.3381,0.0,0.004,0.0373
37.75,2.0199,0.3414,0.3025,0.0,0.0016,0.0373
38.25,2.0659,0.3541,0.3112,0.0,0.0034,0.0396
38.75,1.9984,0.3382,0.3054,0.0,0.0045,0.0283
39.25,2.0163,0.3492,0.3169,0.0,0.0026,0.0297
39.75,1.851,0.31,0.2858,0.0,0.0027,0.0215
40.25,1.8674,0.335,0.3056,0.0,0.0011,0.0283
40.75,1.861,0.3082,0.2783,0.0,0.002,0.028
41.25,1.8655,0.2942,0.2678,0.0,0.002,0.0245
41.75,1.8139,0.2994,0.2764,0.0,0.0017,0.0214
42.25,1.7538,0.303,0.2759,0.0,0.0015,0.0256
42.75,1.7821,0.2732,0.25,0.0,0.0017,0.0215
43.25,1.7641,0.2612,0.2434,0.0,0.0014,0.0164
43.75,1.7119,0.2471,0.2268,0.0,0.0018,0.0185
44.25,1.6572,0.2379,0.2173,0.0,0.0007,0.02
44.75,1.6868,0.2534,0.2316,0.0,0.0009,0.021
45.25,1.6442,0.2295,0.2091,0.0,0.0014,0.019
45.75,1.665,0.2229,0.2064,0.0,0.0011,0.0154
46.25,1.6692,0.2132,0.1948,0.0,0.0009,0.0175
46.75,1.6243,0.2088,0.19,0.0,0.0002,0.0185
47.25,1.6166,0.2009,0.1842,0.0,0.0008,0.0159
47.75,1.6252,0.189,0.1765,0.0,0.001,0.0115
48.25,1.614,0.1734,0.1575,0.0,0.0011,0.0147
48.75,1.5901,0.1734,0.16,0.0,0.0002,0.0132
49.25,1.5704,0.1439,0.1319,0.0,0.0008,0.0112
49.75,1.5473,0.1437,0.129,0.0,0.0009,0.0138
