,Time_Gyr,ExpansionFactor,zPositionMedian_kpc,zPosition16thPercentile_kpc,zPosition84thPercentile_kpc,zPositionAbsMedian_kpc,zPositionAbs16thPercentile_kpc,zPositionAbs84thPercentile_kpc,zAngularMomFracMedian,zAngularMomFrac16thPercentile,zAngularMomFrac84thPercentile,CircularityMedian,Circularity16thPercentile,Circularity84thPercentile
0,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,
37,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,
40,0.8458612530579325,0.1334828742744916,0.05965110656671522,-0.6085796011467489,0.3392718346035625,0.3378824792181503,0.057632482947378647,0.6085796011467489,0.8448640310855149,0.712262790785885,0.9462105849359687,1.0665538364785108,0.8496974190610012,1.1813745084465344
41,0.9080449696290195,0.13995994787469493,0.1710147628489862,-0.12292421503730219,1.042576359461801,0.30534005319123925,0.09269427680817066,1.1446474825857536,0.7718652719989538,-0.6361379972287111,0.9309135827964347,0.4686722838045348,-0.16465543306867259,0.9759951579467808
42,0.9678924784861273,0.14605760406878063,0.21753077676819263,-0.04926693824651731,0.6624969770931551,0.26705827041676533,0.04130480421868697,0.9294829295594438,0.6502950306050114,-0.06279577884587262,0.9179769154423916,0.7976689435805064,-0.018524162019397675,1.0345320039053856
43,1.0390037466243902,0.15314484920464314,-0.14760058742470278,-0.4323983365236131,0.4074750578724548,0.391971997238318,0.11603531377018787,0.5445162463353255,0.5986347363196758,-0.5531612079127213,0.9155630093641802,0.3853208032863757,-0.24303549228549376,0.8897577918927436
