,Time_Gyr,ExpansionFactor,zPositionMedian_kpc,zPosition16thPercentile_kpc,zPosition84thPercentile_kpc,zPositionAbsMedian_kpc,zPositionAbs16thPercentile_kpc,zPositionAbs84thPercentile_kpc,zAngularMomFracMedian,zAngularMomFrac16thPercentile,zAngularMomFrac84thPercentile,CircularityMedian,Circularity16thPercentile,Circularity84thPercentile
0,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,
37,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,
40,0.8458612530579325,0.1334828742744916,0.3816527385333195,-0.316130347737106,0.4971902741001721,0.5515608790728086,0.436023343505956,0.614758705371067,0.7319000197284415,0.6778104442344393,0.800899536473062,0.8227636018363312,0.8191001633090588,0.8386777199629105
41,0.9080449696290195,0.13995994787469493,0.10765675302257993,-0.17482001683352474,0.4222890781151362,0.1706467547713872,0.10516652379959256,1.0333986895681895,0.8346141129829445,0.616961075998969,0.9764614382881189,0.8935407910751025,0.7194044475299757,1.0887881760728264
42,0.9678924784861273,0.14605760406878063,0.20703322916282363,-0.22109969151969724,0.5805347268157944,0.3236202001853878,0.11920994252409967,0.6576767083058158,0.8042227375772791,0.43853271909575087,0.9551586579173033,0.853651713214207,0.10821766271861619,1.0828258406207028
43,1.0390037466243902,0.15314484920464314,-0.016747920064183543,-0.611786592817527,0.5698754805413306,0.388059093768536,0.04820139831815441,0.9579404126688706,0.5371679944026789,-0.6118886215704732,0.8658009072385139,0.2048611522502884,-0.29224696148103163,0.8394235178530288
