,Time_Gyr,ExpansionFactor,zPositionMedian_kpc,zPosition16thPercentile_kpc,zPosition84thPercentile_kpc,zPositionAbsMedian_kpc,zPositionAbs16thPercentile_kpc,zPositionAbs84thPercentile_kpc,zAngularMomFracMedian,zAngularMomFrac16thPercentile,zAngularMomFrac84thPercentile,CircularityMedian,Circularity16thPercentile,Circularity84thPercentile
0,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,
37,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,
40,0.8458612530579325,0.1334828742744916,0.09672015973199433,-0.0035925882996002204,0.19703290776358887,0.1475187471052861,0.08174903848752996,0.21328845572304223,0.37541421394424634,0.2981064249143648,0.45272200297412785,0.9037023039887437,0.8315143146636704,0.9758902933138172
41,0.9080449696290195,0.13995994787469493,-0.45447503322021654,-0.8301160997762445,-0.07883396666418858,0.5524133331706294,0.24337031058088215,0.8614563557603766,0.5367151487508504,0.5055396665814726,0.5678906309202281,0.14625518303247495,0.09935175754506977,0.19315860851988015
42,0.9678924784861273,0.14605760406878063,0.1324228026747499,-0.5143318275592944,0.3363154016000892,0.3275498809904746,0.19775362020472537,0.5726698618819852,0.7429772609917205,-0.012672604741008564,0.9434596699953555,0.8386272154783323,0.23814731455533955,0.9783753386202572
43,1.0390037466243902,0.15314484920464314,-0.22462146629265156,-0.35388673995660036,0.20282109607208154,0.2772209310120191,0.1754842482367661,0.8462734049939654,0.8537264762441057,0.7454960611220421,0.9088804445392333,0.8086596116882763,0.7626008754108726,1.1089073315983573
