CylindricalRadius_ckpc,SurfaceDensity_Type0_Msun/ckpc^2,SurfaceDensity_Type4_Msun/ckpc^2,SurfaceDensity_Type4_H_Msun/ckpc^2,SurfaceDensity_Type4_B_Msun/ckpc^2,SurfaceDensity_Type4_CD_Msun/ckpc^2,SurfaceDensity_Type4_WD_Msun/ckpc^2
27.25,6.1427,1.742,0.1037,0.0,1.0958,0.5425
27.75,5.799,1.5582,0.1004,0.0,0.9525,0.5054
28.25,5.5213,1.3986,0.0894,0.0,0.8309,0.4783
28.75,5.1049,1.263,0.104,0.0,0.7133,0.4457
29.25,4.664,1.2008,0.0974,0.0,0.6352,0.4681
29.75,4.6196,1.0096,0.0823,0.0,0.5303,0.397
30.25,4.5323,0.934,0.0887,0.0,0.4645,0.3809
30.75,4.3438,0.8284,0.082,0.0,0.3741,0.3723
31.25,4.0734,0.7337,0.0774,0.0,0.3231,0.3332
31.75,3.7055,0.6467,0.0613,0.0,0.3094,0.2759
32.25,3.5214,0.5548,0.0738,0.0,0.258,0.2229
32.75,3.1994,0.5077,0.0582,0.0,0.2477,0.2017
33.25,3.0788,0.4591,0.0699,0.0,0.2041,0.1851
33.75,2.9339,0.3954,0.0595,0.0,0.1816,0.1543
34.25,2.8596,0.3818,0.0697,0.0,0.1661,0.146
34.75,2.6975,0.3415,0.0605,0.0,0.1414,0.1396
35.25,2.6708,0.3161,0.0511,0.0,0.131,0.1339
35.75,2.5508,0.2735,0.0464,0.0,0.099,0.1281
36.25,2.4854,0.2497,0.0481,0.0,0.0863,0.1153
36.75,2.4404,0.2155,0.0444,0.0,0.0725,0.0985
37.25,2.2639,0.1948,0.0395,0.0,0.064,0.0913
37.75,2.1305,0.1729,0.0353,0.0,0.0624,0.0753
38.25,2.0883,0.1511,0.0368,0.0,0.0584,0.0558
38.75,2.0155,0.1656,0.0316,0.0,0.0666,0.0675
39.25,2.0183,0.1286,0.0311,0.0,0.0507,0.0468
39.75,1.9404,0.1315,0.0302,0.0,0.0495,0.0517
40.25,1.921,0.1334,0.0295,0.0,0.048,0.0558
40.75,1.8554,0.1126,0.0276,0.0,0.0342,0.0507
41.25,1.8126,0.1204,0.0367,0.0,0.0379,0.0457
41.75,1.7648,0.1068,0.023,0.0,0.0299,0.0538
42.25,1.7275,0.0932,0.0272,0.0,0.0216,0.0443
42.75,1.5985,0.0951,0.0254,0.0,0.0286,0.0411
43.25,1.5402,0.1108,0.0252,0.0,0.0269,0.0587
43.75,1.5267,0.0909,0.0251,0.0,0.0254,0.0405
44.25,1.4748,0.0877,0.0204,0.0,0.0232,0.0442
44.75,1.5523,0.0825,0.0235,0.0,0.0181,0.041
45.25,1.5211,0.0787,0.0191,0.0,0.0184,0.0412
45.75,1.5432,0.0815,0.0222,0.0,0.0195,0.0398
46.25,1.4212,0.0723,0.0216,0.0,0.0151,0.0355
46.75,1.4352,0.0678,0.0186,0.0,0.0171,0.0321
47.25,1.3613,0.0658,0.019,0.0,0.0142,0.0327
47.75,1.3592,0.0717,0.0207,0.0,0.0167,0.0343
48.25,1.3137,0.0597,0.0172,0.0,0.0098,0.0328
48.75,1.2941,0.0571,0.0186,0.0,0.0094,0.0291
49.25,1.2563,0.0636,0.0203,0.0,0.0123,0.031
49.75,1.3068,0.0615,0.0186,0.0,0.013,0.0299
